Fuel,Technology,Type / Class,Age bin,PowerCapacity,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,RampingCost,PartLoadMin,StartUpTime,CHPType
HRD,STUR,Ultra-supercritical,10,400,43.1726490579445,6.5,2.25,4.33,4.33,26.85,1.8,0.35,5,
HRD,STUR,Ultra-supercritical,10,399.9999999999,40.4049547309817,6.5,2.25,4.33,4.33,26.85,1.8,0.35,5,
HRD,STUR,Ultra-supercritical,10,150,40.4049547309817,6.5,2.25,4.33,4.33,26.85,1.8,0.35,5,
HRD,STUR,Ultra-supercritical,10,149.9999999999,34.2645536790124,6.5,2.25,4.33,4.33,26.85,1.8,0.35,5,
HRD,STUR,Ultra-supercritical,10,7.5,34.2645536790124,6.5,2.25,4.33,4.33,26.85,1.8,0.35,5,
HRD,STUR,Ultra-supercritical,10,7.4999999999,26.5251377067338,6.5,2.25,4.33,4.33,26.85,1.8,0.35,5,
HRD,STUR,Ultra-supercritical,20,400,43.1726490579445,6.5,2.25,4.33,4.33,26.85,1.8,0.35,5,
HRD,STUR,Ultra-supercritical,20,399.9999999999,40.4049547309817,6.5,2.25,4.33,4.33,26.85,1.8,0.35,5,
HRD,STUR,Ultra-supercritical,20,150,40.4049547309817,6.5,2.25,4.33,4.33,26.85,1.8,0.35,5,
HRD,STUR,Ultra-supercritical,20,149.9999999999,34.2645536790124,6.5,2.25,4.33,4.33,26.85,1.8,0.35,5,
HRD,STUR,Ultra-supercritical,20,7.5,34.2645536790124,6.5,2.25,4.33,4.33,26.85,1.8,0.35,5,
HRD,STUR,Ultra-supercritical,20,7.4999999999,26.5251377067338,6.5,2.25,4.33,4.33,26.85,1.8,0.35,5,
LIG,STUR,Sub-critical,9.999999999,400,39.7206846203141,13.5,2.25,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,9.999999999,399.9999999999,37.1742874015756,13.5,2.25,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,9.999999999,150,37.1742874015756,13.5,2.25,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,9.999999999,149.9999999999,31.5248556676053,13.5,2.25,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,9.999999999,7.5,31.5248556676053,13.5,2.25,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,9.999999999,7.4999999999,24.404261780311,13.5,2.25,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,10,400,38.95298200748,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,10,399.9999999999,36.4558003502764,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,10,150,36.4558003502764,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,10,149.9999999999,30.9155581618704,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,10,7.5,30.9155581618704,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,10,7.4999999999,23.9325877466905,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,30,400,38.95298200748,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,30,399.9999999999,36.4558003502764,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,30,150,36.4558003502764,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,30,149.9999999999,30.9155581618704,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,30,7.5,30.9155581618704,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,30,7.4999999999,23.9325877466905,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,30.00000001,400,37.6975951159586,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,30.00000001,399.9999999999,35.280893282292,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,30.00000001,150,35.280893282292,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,30.00000001,149.9999999999,29.9192034680751,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,30.00000001,7.5,29.9192034680751,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,Sub-critical,30.00000001,7.4999999999,23.1612820496938,13.5,8,4.29,4.29,81.5,1.8,0.4,5.5,
LIG,STUR,supercritical,9.999999999,400,41.2257963974851,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,9.999999999,399.9999999999,38.5829100955418,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,9.999999999,150,38.5829100955418,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,9.999999999,149.9999999999,32.7194078761707,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,9.999999999,7.5,32.7194078761707,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,9.999999999,7.4999999999,25.3289976495393,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,10,400,39.1117327163159,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,10,399.9999999999,36.6043739343392,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,10,150,36.6043739343392,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,10,149.9999999999,31.0415527974367,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,10,7.5,31.0415527974367,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,10,7.4999999999,24.0301236752193,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,30,400,39.1117327163159,6.5,2.25,3.29,3.29,26.85,1.8,0.4,5.5,
LIG,STUR,supercritical,30,399.9999999999,36.6043739343392,6.5,2.25,3.29,3.29,26.85,1.8,0.4,5.5,
LIG,STUR,supercritical,30,150,36.6043739343392,6.5,2.25,3.29,3.29,26.85,1.8,0.4,5.5,
LIG,STUR,supercritical,30,149.9999999999,31.0415527974367,6.5,2.25,3.29,3.29,26.85,1.8,0.4,5.5,
LIG,STUR,supercritical,30,7.5,31.0415527974367,6.5,2.25,3.29,3.29,26.85,1.8,0.4,5.5,
LIG,STUR,supercritical,30,7.4999999999,24.0301236752193,6.5,2.25,3.29,3.29,26.85,1.8,0.4,5.5,
LIG,STUR,supercritical,30.00000001,400,37.6975951159586,6.5,8,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,30.00000001,399.9999999999,35.280893282292,6.5,8,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,30.00000001,150,35.280893282292,6.5,8,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,30.00000001,149.9999999999,29.9192034680751,6.5,8,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,30.00000001,7.5,29.9192034680751,6.5,8,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,supercritical,30.00000001,7.4999999999,23.1612820496938,6.5,8,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,9.999999999,400,42.0852097252407,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,9.999999999,399.9999999999,39.3872285091875,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,9.999999999,150,39.3872285091875,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,9.999999999,149.9999999999,33.4014928244865,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,9.999999999,7.5,33.4014928244865,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,9.999999999,7.4999999999,25.8570184535239,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,10,400,41.5674991543087,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,10,399.9999999999,38.9027071133801,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,10,150,38.9027071133801,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,10,149.9999999999,32.9906048656753,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,10,7.5,32.9906048656753,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,10,7.4999999999,25.5389387320833,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,20,400,41.5674991543087,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,20,399.9999999999,38.9027071133801,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,20,150,38.9027071133801,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,20,149.9999999999,32.9906048656753,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,20,7.5,32.9906048656753,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
LIG,STUR,Ultra-supercritical,20,7.4999999999,25.5389387320833,6.5,2.25,3.29,3.29,26.85,1.8,0.4,3.5,
HRD,IGCC,,,400,44.2,,,3.5,3.5,,,,,
HRD,IGCC,,,399.9999999999,44.2,,,3.5,3.5,,,,,
HRD,IGCC,,,150,44.2,,,3.5,3.5,,,,,
HRD,IGCC,,,149.9999999999,44.2,,,3.5,3.5,,,,,
HRD,IGCC,,,7.5,44.2,,,3.5,3.5,,,,,
HRD,IGCC,,,7.4999999999,44.2,,,3.5,3.5,,,,,
LIG,IGCC,,,400,44.2,,,3.5,3.5,,,,,
LIG,IGCC,,,399.9999999999,44.2,,,3.5,3.5,,,,,
LIG,IGCC,,,150,44.2,,,3.5,3.5,,,,,
LIG,IGCC,,,149.9999999999,44.2,,,3.5,3.5,,,,,
LIG,IGCC,,,7.5,44.2,,,3.5,3.5,,,,,
LIG,IGCC,,,7.4999999999,44.2,,,3.5,3.5,,,,,
HRD,STUR,,,400,70.5,,,0.66,0.66,,,0.3,,back-pressure
HRD,STUR,,,399.9999999999,70.5,,,0.66,0.66,,,0.3,,back-pressure
HRD,STUR,,,150,70.5,,,0.66,0.66,,,0.3,,back-pressure
HRD,STUR,,,149.9999999999,70.5,,,0.66,0.66,,,0.3,,back-pressure
HRD,STUR,,,7.5,70.5,,,0.66,0.66,,,0.3,,back-pressure
HRD,STUR,,,7.4999999999,90.5,,,0.66,0.66,,,0.3,,back-pressure
LIG,STUR,,,400,70.5,,,0.66,0.66,,,0.3,,back-pressure
LIG,STUR,,,399.9999999999,70.5,,,0.66,0.66,,,0.3,,back-pressure
LIG,STUR,,,150,70.5,,,0.66,0.66,,,0.3,,back-pressure
LIG,STUR,,,149.9999999999,70.5,,,0.66,0.66,,,0.3,,back-pressure
LIG,STUR,,,7.5,70.5,,,0.66,0.66,,,0.3,,back-pressure
LIG,STUR,,,7.4999999999,90.5,,,0.66,0.66,,,0.3,,back-pressure
HRD,STUR,,,400,70.5,,,0.66,0.66,,,0.3,,extraction
HRD,STUR,,,399.9999999999,70.5,,,0.66,0.66,,,0.3,,extraction
HRD,STUR,,,150,70.5,,,0.66,0.66,,,0.3,,extraction
HRD,STUR,,,149.9999999999,70.5,,,0.66,0.66,,,0.3,,extraction
HRD,STUR,,,7.5,70.5,,,0.66,0.66,,,0.3,,extraction
HRD,STUR,,,7.4999999999,90.5,,,0.66,0.66,,,0.3,,extraction
LIG,STUR,,,400,70.5,,,0.66,0.66,,,0.3,,extraction
LIG,STUR,,,399.9999999999,70.5,,,0.66,0.66,,,0.3,,extraction
LIG,STUR,,,150,70.5,,,0.66,0.66,,,0.3,,extraction
LIG,STUR,,,149.9999999999,70.5,,,0.66,0.66,,,0.3,,extraction
LIG,STUR,,,7.5,70.5,,,0.66,0.66,,,0.3,,extraction
LIG,STUR,,,7.4999999999,90.5,,,0.66,0.66,,,0.3,,extraction
GAS,COMC,aeroderivative,,350,58.63,3.125,3.25,6.415,6.415,21.4,0.375,0.325,,
GAS,COMC,aeroderivative,,349.9999999999,54.125,3.125,3.25,6.415,6.415,21.4,0.375,0.325,,
GAS,COMC,aeroderivative,,100,54.125,3.125,3.25,6.415,6.415,21.4,0.375,0.325,,
GAS,COMC,aeroderivative,,99.9999999999,52.42,3.125,3.25,6.415,6.415,21.4,0.375,0.325,,
GAS,COMC,aeroderivative,,9,52.42,3.125,3.25,6.415,6.415,21.4,0.375,0.325,,
GAS,COMC,aeroderivative,,8.9999999999,51.925,3.125,3.25,6.415,6.415,21.4,0.375,0.325,,
OIL,COMC,aeroderivative,,350,58.63,3.125,3.25,6.415,6.415,21.4,0.375,0.325,,
OIL,COMC,aeroderivative,,349.9999999999,54.125,3.125,3.25,6.415,6.415,21.4,0.375,0.325,,
OIL,COMC,aeroderivative,,100,54.125,3.125,3.25,6.415,6.415,21.4,0.375,0.325,,
OIL,COMC,aeroderivative,,99.9999999999,52.42,3.125,3.25,6.415,6.415,21.4,0.375,0.325,,
OIL,COMC,aeroderivative,,9,52.42,3.125,3.25,6.415,6.415,21.4,0.375,0.325,,
OIL,COMC,aeroderivative,,8.9999999999,51.925,3.125,3.25,6.415,6.415,21.4,0.375,0.325,,
GAS,COMC,E,,350,55.34,2.125,3.25,6.415,6.415,21.4,0.375,0.375,2.5,
GAS,COMC,E,,349.9999999999,52.637,2.125,3.25,6.415,6.415,21.4,0.375,0.375,2.5,
GAS,COMC,E,,100,52.637,2.125,3.25,6.415,6.415,21.4,0.375,0.375,2.5,
GAS,COMC,E,,99.9999999999,51.614,2.125,3.25,6.415,6.415,21.4,0.375,0.375,2.5,
GAS,COMC,E,,9,51.614,2.125,3.25,6.415,6.415,21.4,0.375,0.375,2.5,
GAS,COMC,E,,8.9999999999,51.317,2.125,3.25,6.415,6.415,21.4,0.375,0.375,2.5,
GAS,COMC,Fa,,350,59.3502843515189,1.625,1.75,6.415,6.415,21.4,0.375,0.375,1.25,
GAS,COMC,Fa,,349.9999999999,56.5705397689767,1.625,1.75,6.415,6.415,21.4,0.375,0.375,1.25,
GAS,COMC,Fa,,100,56.5705397689767,1.625,1.75,6.415,6.415,21.4,0.375,0.375,1.25,
GAS,COMC,Fa,,99.9999999999,52.4532572362791,1.625,1.75,6.415,6.415,21.4,0.375,0.375,1.25,
GAS,COMC,Fa,,9,52.4532572362791,1.625,1.75,6.415,6.415,21.4,0.375,0.375,1.25,
GAS,COMC,Fa,,8.9999999999,47.5294118602507,1.625,1.75,6.415,6.415,21.4,0.375,0.375,1.25,
GAS,COMC,Fb,,350,60.7975,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
GAS,COMC,Fb,,349.9999999999,60.39205,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
GAS,COMC,Fb,,100,60.39205,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
GAS,COMC,Fb,,99.9999999999,60.2386,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
GAS,COMC,Fb,,9,60.2386,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
GAS,COMC,Fb,,8.9999999999,60.19405,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
GAS,COMC,H,,350,61.91,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
GAS,COMC,H,,349.9999999999,61.009,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
GAS,COMC,H,,100,61.009,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
GAS,COMC,H,,99.9999999999,60.668,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
GAS,COMC,H,,9,60.668,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
GAS,COMC,H,,8.9999999999,60.569,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
OIL,COMC,E,,350,55.34,2.125,3.25,6.415,6.415,21.4,0.375,0.375,2.5,
OIL,COMC,E,,349.9999999999,52.637,2.125,3.25,6.415,6.415,21.4,0.375,0.375,2.5,
OIL,COMC,E,,100,52.637,2.125,3.25,6.415,6.415,21.4,0.375,0.375,2.5,
OIL,COMC,E,,99.9999999999,51.614,2.125,3.25,6.415,6.415,21.4,0.375,0.375,2.5,
OIL,COMC,E,,9,51.614,2.125,3.25,6.415,6.415,21.4,0.375,0.375,2.5,
OIL,COMC,E,,8.9999999999,51.317,2.125,3.25,6.415,6.415,21.4,0.375,0.375,2.5,
OIL,COMC,Fa,,350,59.3502843515189,1.625,1.75,6.415,6.415,21.4,0.375,0.375,1.25,
OIL,COMC,Fa,,349.9999999999,56.5705397689767,1.625,1.75,6.415,6.415,21.4,0.375,0.375,1.25,
OIL,COMC,Fa,,100,56.5705397689767,1.625,1.75,6.415,6.415,21.4,0.375,0.375,1.25,
OIL,COMC,Fa,,99.9999999999,52.4532572362791,1.625,1.75,6.415,6.415,21.4,0.375,0.375,1.25,
OIL,COMC,Fa,,9,52.4532572362791,1.625,1.75,6.415,6.415,21.4,0.375,0.375,1.25,
OIL,COMC,Fa,,8.9999999999,47.5294118602507,1.625,1.75,6.415,6.415,21.4,0.375,0.375,1.25,
OIL,COMC,Fb,,350,60.7975,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
OIL,COMC,Fb,,349.9999999999,60.39205,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
OIL,COMC,Fb,,100,60.39205,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
OIL,COMC,Fb,,99.9999999999,60.2386,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
OIL,COMC,Fb,,9,60.2386,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
OIL,COMC,Fb,,8.9999999999,60.19405,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
OIL,COMC,H,,350,61.91,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
OIL,COMC,H,,349.9999999999,61.009,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
OIL,COMC,H,,100,61.009,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
OIL,COMC,H,,99.9999999999,60.668,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
OIL,COMC,H,,9,60.668,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
OIL,COMC,H,,8.9999999999,60.569,1.125,1.25,6.415,6.415,21.4,0.375,0.325,1.25,
GAS,GTUR,aeroderivative,,350,49.7424882354571,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.1,
GAS,GTUR,aeroderivative,,349.9999999999,45.4512546594961,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.1,
GAS,GTUR,aeroderivative,,100,45.4512546594961,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.1,
GAS,GTUR,aeroderivative,,99.9999999999,37.8759155447463,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.1,
GAS,GTUR,aeroderivative,,9,37.8759155447463,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.1,
GAS,GTUR,aeroderivative,,8.9999999999,29.7002105144203,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.1,
OIL,GTUR,aeroderivative,,350,49.7424882354571,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.1,
OIL,GTUR,aeroderivative,,349.9999999999,45.4512546594961,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.1,
OIL,GTUR,aeroderivative,,100,45.4512546594961,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.1,
OIL,GTUR,aeroderivative,,99.9999999999,37.8759155447463,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.1,
OIL,GTUR,aeroderivative,,9,37.8759155447463,0.55,0.625,15.415,15.415,47.26,0.73,0.35,0.1,
