name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,p_init,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,overnight_cost,discount_rate,fom_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt
GB2 0 oil,GB2 0 oil,PQ,,0.0,0.0,True,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,oil,52.92061508412831,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,32152.443868157283
GB0 0 gas,GB0 0 gas,PQ,,312452.0105837874,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,gas,35.11020139713567,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,312452.0105837874
GB2 0 gas,GB2 0 gas,PQ,,0.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,gas,35.110731728916605,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
GB0 0 residential rural solar thermal collector-2030,GB0 0 residential rural heat,PQ,,0.0,0.0,True,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,residential rural solar thermal,0.00990127298103747,0.0,True,2030,20.0,27211.936169229415,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.11783874718884275
GB2 0 residential rural solar thermal collector-2030,GB2 0 residential rural heat,PQ,,0.0,0.0,True,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,residential rural solar thermal,0.010095527145257709,0.0,True,2030,20.0,27211.936169229415,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.08576792580680206
GB0 0 services rural solar thermal collector-2030,GB0 0 services rural heat,PQ,,0.0,0.0,True,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,services rural solar thermal,0.009914823995047225,0.0,True,2030,20.0,27211.936169229415,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.11749412675066488
GB2 0 services rural solar thermal collector-2030,GB2 0 services rural heat,PQ,,0.0,0.0,True,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,services rural solar thermal,0.01050705198159623,0.0,True,2030,20.0,27211.936169229415,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.08521308332657564
GB0 0 residential urban decentral solar thermal collector-2030,GB0 0 residential urban decentral heat,PQ,,0.0,0.0,True,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,residential urban decentral solar thermal,0.009331875768413909,0.0,True,2030,20.0,27211.936169229415,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.12412320214238431
GB2 0 residential urban decentral solar thermal collector-2030,GB2 0 residential urban decentral heat,PQ,,0.0,0.0,True,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,residential urban decentral solar thermal,0.010561995875999914,0.0,True,2030,20.0,27211.936169229415,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.08706615988584886
GB0 0 services urban decentral solar thermal collector-2030,GB0 0 services urban decentral heat,PQ,,0.0,0.0,True,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,services urban decentral solar thermal,0.010329744897606588,0.0,True,2030,20.0,27211.936169229415,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.1223369825508705
GB2 0 services urban decentral solar thermal collector-2030,GB2 0 services urban decentral heat,PQ,,0.0,0.0,True,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,services urban decentral solar thermal,0.010775713585352446,0.0,True,2030,20.0,27211.936169229415,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.08683286955970539
GB0 0 urban central solar thermal collector-2030,GB0 0 urban central heat,PQ,,0.0,0.0,True,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,urban central solar thermal,0.010131284002451765,0.0,True,2030,20.0,17664.37569062365,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.19289688018573842
GB2 0 urban central solar thermal collector-2030,GB2 0 urban central heat,PQ,,0.0,0.0,True,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,urban central solar thermal,0.009169808326383635,0.0,True,2030,20.0,17664.37569062365,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.15628007403513028
GB0 0 solar rooftop-2030,GB0 0 low voltage,PQ,,0.0,0.0,True,0.0,58692.93521511093,,0.0,1.0,,,-inf,inf,0.0,1.0,solar rooftop,0.02050143400068634,0.0,True,2030,40.0,45519.755319603464,,,0.0,0.9999999999999999,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,26692.86841355079
GB2 0 solar rooftop-2030,GB2 0 low voltage,PQ,,0.0,0.0,True,0.0,1663.9606522865715,,0.0,1.0,,,-inf,inf,0.0,1.0,solar rooftop,0.020148127650299927,0.0,True,2030,40.0,45519.755319603464,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.18970831875664856
GB0 0  offwind-ac-2005,GB0 0,PQ,,100.85958324516604,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.025643008226401115,0.0,True,2005,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,100.85958324516604
GB2 0  offwind-ac-2005,GB2 0,PQ,,109.14041675483399,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.025819743319220417,0.0,True,2005,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,109.14041675483399
GB0 0  onwind-2005,GB0 0,PQ,,466.0599724861629,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.0247987574202056,0.0,True,2005,30.0,115719.82225714701,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,466.0599724861629
GB2 0  onwind-2005,GB2 0,PQ,,453.940027513837,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.02484861372216198,0.0,True,2005,30.0,115719.82225714701,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,453.940027513837
GB0 0  offwind-ac-2010,GB0 0,PQ,,541.2797634157243,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.025615876418967218,0.0,True,2010,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,541.2797634157243
GB2 0  offwind-ac-2010,GB2 0,PQ,,585.7202365842757,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.024014852757089228,0.0,True,2010,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,585.7202365842757
GB0 0  onwind-2010,GB0 0,PQ,,1382.4757227334117,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.02543551512455912,0.0,True,2010,30.0,115719.822257147,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1382.4757227334117
GB2 0  onwind-2010,GB2 0,PQ,,1346.5242772665883,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.024757971699397842,0.0,True,2010,30.0,115719.822257147,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1346.5242772665883
GB0 0  solar-2010,GB0 0,PQ,,44.20187257301083,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.02048956131028353,0.0,True,2010,40.0,52359.079122601375,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,44.20187257301083
GB2 0  solar-2010,GB2 0,PQ,,39.79812742698917,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.019945826004476908,0.0,True,2010,40.0,52359.079122601375,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,39.79812742698917
GB0 0  offwind-ac-2015,GB0 0,PQ,,1802.0245539803,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.02530672974270608,0.0,True,2015,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1802.0245539803
GB2 0  offwind-ac-2015,GB2 0,PQ,,1949.9754460197005,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.02599217265473565,0.0,True,2015,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1949.9754460197005
GB0 0  onwind-2015,GB0 0,PQ,,2599.8041073902045,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.025322335734655865,0.0,True,2015,30.0,115719.822257147,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,2599.8041073902045
GB2 0  onwind-2015,GB2 0,PQ,,2532.195892609795,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.024098194261245556,0.0,True,2015,30.0,115719.822257147,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,2532.195892609795
GB0 0  solar-2015,GB0 0,PQ,,5002.178579512392,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01982313844641767,0.0,True,2015,40.0,52359.079122601375,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,5002.178579512392
GB2 0  solar-2015,GB2 0,PQ,,4503.821420487608,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.019962052551010308,0.0,True,2015,40.0,52359.079122601375,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,4503.821420487608
GB0 0  offwind-ac-2020,GB0 0,PQ,,2540.7009303187065,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.02437380749785343,0.0,True,2020,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,2540.7009303187065
GB2 0  offwind-ac-2020,GB2 0,PQ,,2749.299069681294,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.024834582121806687,0.0,True,2020,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,2749.299069681294
GB0 0  onwind-2020,GB0 0,PQ,,2463.5322241306635,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.024182592684406402,0.0,True,2020,30.0,115719.82225714701,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,2463.5322241306635
GB2 0  onwind-2020,GB2 0,PQ,,2399.467775869336,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.02492730544977103,0.0,True,2020,30.0,115719.82225714701,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,2399.467775869336
GB0 0  solar-2020,GB0 0,PQ,,2093.2743939932984,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.019191059283110726,0.0,True,2020,40.0,52359.07912260138,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,2093.2743939932984
GB2 0  solar-2020,GB2 0,PQ,,1884.7256060067014,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.019476499811424824,0.0,True,2020,40.0,52359.07912260138,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1884.7256060067014
GB0 0  offwind-ac-2025,GB0 0,PQ,,1702.6058219243505,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.02460389367252544,0.0,True,2025,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1702.6058219243505
GB2 0  offwind-ac-2025,GB2 0,PQ,,1842.39417807565,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.025961164397188576,0.0,True,2025,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1842.39417807565
GB0 0  onwind-2025,GB0 0,PQ,,383.48630344785363,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.025976657069244777,0.0,True,2025,30.0,115719.82225714704,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,383.48630344785363
GB2 0  onwind-2025,GB2 0,PQ,,373.5136965521463,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.0247503710549656,0.0,True,2025,30.0,115719.82225714704,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,373.5136965521463
GB0 0  solar-2025,GB0 0,PQ,,568.8360029931513,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.020597845466430027,0.0,True,2025,40.0,52359.07912260137,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,568.8360029931513
GB2 0  solar-2025,GB2 0,PQ,,512.1639970068487,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.02059769266242612,0.0,True,2025,40.0,52359.07912260137,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,512.1639970068487
GB0 0 load,GB0 0,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009382013911,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 load,GB2 0,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010934988614,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 oil load,GB0 0 oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010986066522,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 oil load,GB2 0 oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0094729247926,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 co2 stored load,GB0 0 co2 stored,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009724553522,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 co2 stored load,GB2 0 co2 stored,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0090118856874,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 co2 sequestered load,GB0 0 co2 sequestered,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0095863049373,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 co2 sequestered load,GB2 0 co2 sequestered,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0102641009894,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 gas load,GB0 0 gas,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0105543249233,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 gas load,GB2 0 gas,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0090917904645,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 H2 load,GB0 0 H2,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010917019486,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 H2 load,GB2 0 H2,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0098596266757,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 battery load,GB0 0 battery,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0108800580297,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 battery load,GB2 0 battery,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0106654323945,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 EV battery load,GB0 0 EV battery,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010442368732,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 EV battery load,GB2 0 EV battery,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0090154750283,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 land transport oil load,GB0 0 land transport oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0100799198703,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 land transport oil load,GB2 0 land transport oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0101362064274,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 residential rural heat load,GB0 0 residential rural heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009837253718,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 residential rural heat load,GB2 0 residential rural heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009906177849,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 residential rural water tanks load,GB0 0 residential rural water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010001122842,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 residential rural water tanks load,GB2 0 residential rural water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009007064422,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 services rural heat load,GB0 0 services rural heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009813557787,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 services rural heat load,GB2 0 services rural heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009744792961,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 services rural water tanks load,GB0 0 services rural water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010808451988,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 services rural water tanks load,GB2 0 services rural water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0102150581415,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 residential urban decentral heat load,GB0 0 residential urban decentral heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010509594163,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 residential urban decentral heat load,GB2 0 residential urban decentral heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0097385823487,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 residential urban decentral water tanks load,GB0 0 residential urban decentral water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0102692761407,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 residential urban decentral water tanks load,GB2 0 residential urban decentral water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0095476844235,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 services urban decentral heat load,GB0 0 services urban decentral heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0106446076293,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 services urban decentral heat load,GB2 0 services urban decentral heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0104192464573,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB0 0 services urban decentral water tanks load,GB0 0 services urban decentral water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0096021067166,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
GB2 0 services urban decentral water tanks load,GB2 0 services urban decentral water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009290527468,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
