name,bus,bus0,bus1,bus2,bus3,bus4,efficiency,efficiency2,efficiency3,efficiency4,carrier,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,urban central heat_fraction,services urban decentral heat_fraction,services rural heat_fraction,residential rural heat_fraction,residential urban decentral heat_fraction
GB2 0 oil,GB2 0 oil,,,,,,1.0,,,,oil,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,32152.443868157283,0.0,0.0,0.0,0.0,0.0
GB0 0 gas,GB0 0 gas,,,,,,1.0,,,,gas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,312452.0105837874,0.0,0.0,0.0,0.0,0.0
GB2 0 gas,GB2 0 gas,,,,,,1.0,,,,gas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0
GB0 0 residential rural solar thermal collector-2030,GB0 0 residential rural heat,,,,,,1.0,,,,residential rural solar thermal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1178387471888427,0.0,0.0,0.0,0.0,0.0
GB2 0 residential rural solar thermal collector-2030,GB2 0 residential rural heat,,,,,,1.0,,,,residential rural solar thermal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.085767925806802,0.0,0.0,0.0,0.0,0.0
GB0 0 services rural solar thermal collector-2030,GB0 0 services rural heat,,,,,,1.0,,,,services rural solar thermal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1174941267506648,0.0,0.0,0.0,0.0,0.0
GB2 0 services rural solar thermal collector-2030,GB2 0 services rural heat,,,,,,1.0,,,,services rural solar thermal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0852130833265756,0.0,0.0,0.0,0.0,0.0
GB0 0 residential urban decentral solar thermal collector-2030,GB0 0 residential urban decentral heat,,,,,,1.0,,,,residential urban decentral solar thermal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1241232021423843,0.0,0.0,0.0,0.0,0.0
GB2 0 residential urban decentral solar thermal collector-2030,GB2 0 residential urban decentral heat,,,,,,1.0,,,,residential urban decentral solar thermal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0870661598858488,0.0,0.0,0.0,0.0,0.0
GB0 0 services urban decentral solar thermal collector-2030,GB0 0 services urban decentral heat,,,,,,1.0,,,,services urban decentral solar thermal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1223369825508705,0.0,0.0,0.0,0.0,0.0
GB2 0 services urban decentral solar thermal collector-2030,GB2 0 services urban decentral heat,,,,,,1.0,,,,services urban decentral solar thermal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0868328695597053,0.0,0.0,0.0,0.0,0.0
GB0 0 urban central solar thermal collector-2030,GB0 0 urban central heat,,,,,,1.0,,,,urban central solar thermal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1928968801857384,0.0,0.0,0.0,0.0,0.0
GB2 0 urban central solar thermal collector-2030,GB2 0 urban central heat,,,,,,1.0,,,,urban central solar thermal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1562800740351302,0.0,0.0,0.0,0.0,0.0
GB0 0 solar rooftop-2030,GB0 0 low voltage,,,,,,1.0,,,,solar rooftop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,26692.86841355079,0.0,0.0,0.0,0.0,0.0
GB2 0 solar rooftop-2030,GB2 0 low voltage,,,,,,1.0,,,,solar rooftop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1897083187566485,0.0,0.0,0.0,0.0,0.0
GB0 0  offwind-ac-2005,GB0 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,100.85958324516604,0.0,0.0,0.0,0.0,0.0
GB2 0  offwind-ac-2005,GB2 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,109.140416754834,0.0,0.0,0.0,0.0,0.0
GB0 0  onwind-2005,GB0 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,466.0599724861629,0.0,0.0,0.0,0.0,0.0
GB2 0  onwind-2005,GB2 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,453.940027513837,0.0,0.0,0.0,0.0,0.0
GB0 0  offwind-ac-2010,GB0 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,541.2797634157243,0.0,0.0,0.0,0.0,0.0
GB2 0  offwind-ac-2010,GB2 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,585.7202365842757,0.0,0.0,0.0,0.0,0.0
GB0 0  onwind-2010,GB0 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1382.4757227334117,0.0,0.0,0.0,0.0,0.0
GB2 0  onwind-2010,GB2 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1346.5242772665883,0.0,0.0,0.0,0.0,0.0
GB0 0  solar-2010,GB0 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,44.20187257301083,0.0,0.0,0.0,0.0,0.0
GB2 0  solar-2010,GB2 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,39.79812742698917,0.0,0.0,0.0,0.0,0.0
GB0 0  offwind-ac-2015,GB0 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1802.0245539803,0.0,0.0,0.0,0.0,0.0
GB2 0  offwind-ac-2015,GB2 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1949.9754460197005,0.0,0.0,0.0,0.0,0.0
GB0 0  onwind-2015,GB0 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2599.8041073902045,0.0,0.0,0.0,0.0,0.0
GB2 0  onwind-2015,GB2 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2532.195892609795,0.0,0.0,0.0,0.0,0.0
GB0 0  solar-2015,GB0 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,5002.178579512392,0.0,0.0,0.0,0.0,0.0
GB2 0  solar-2015,GB2 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,4503.821420487608,0.0,0.0,0.0,0.0,0.0
GB0 0  offwind-ac-2020,GB0 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2540.7009303187065,0.0,0.0,0.0,0.0,0.0
GB2 0  offwind-ac-2020,GB2 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2749.299069681294,0.0,0.0,0.0,0.0,0.0
GB0 0  onwind-2020,GB0 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2463.5322241306635,0.0,0.0,0.0,0.0,0.0
GB2 0  onwind-2020,GB2 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2399.467775869336,0.0,0.0,0.0,0.0,0.0
GB0 0  solar-2020,GB0 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2093.2743939932984,0.0,0.0,0.0,0.0,0.0
GB2 0  solar-2020,GB2 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1884.7256060067011,0.0,0.0,0.0,0.0,0.0
GB0 0  offwind-ac-2025,GB0 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1702.6058219243505,0.0,0.0,0.0,0.0,0.0
GB2 0  offwind-ac-2025,GB2 0,,,,,,1.0,,,,offwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1842.39417807565,0.0,0.0,0.0,0.0,0.0
GB0 0  onwind-2025,GB0 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,383.4863034478536,0.0,0.0,0.0,0.0,0.0
GB2 0  onwind-2025,GB2 0,,,,,,1.0,,,,onwind,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,373.5136965521463,0.0,0.0,0.0,0.0,0.0
GB0 0  solar-2025,GB0 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,568.8360029931513,0.0,0.0,0.0,0.0,0.0
GB2 0  solar-2025,GB2 0,,,,,,1.0,,,,solar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,512.1639970068487,0.0,0.0,0.0,0.0,0.0
GB0 0 load,GB0 0,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 load,GB2 0,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 oil load,GB0 0 oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 oil load,GB2 0 oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 co2 stored load,GB0 0 co2 stored,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 co2 stored load,GB2 0 co2 stored,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 co2 sequestered load,GB0 0 co2 sequestered,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 co2 sequestered load,GB2 0 co2 sequestered,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 gas load,GB0 0 gas,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 gas load,GB2 0 gas,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 H2 load,GB0 0 H2,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 H2 load,GB2 0 H2,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 battery load,GB0 0 battery,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 battery load,GB2 0 battery,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 EV battery load,GB0 0 EV battery,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 EV battery load,GB2 0 EV battery,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 land transport oil load,GB0 0 land transport oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 land transport oil load,GB2 0 land transport oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 residential rural heat load,GB0 0 residential rural heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 residential rural heat load,GB2 0 residential rural heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 residential rural water tanks load,GB0 0 residential rural water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 residential rural water tanks load,GB2 0 residential rural water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 services rural heat load,GB0 0 services rural heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 services rural heat load,GB2 0 services rural heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 services rural water tanks load,GB0 0 services rural water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 services rural water tanks load,GB2 0 services rural water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 residential urban decentral heat load,GB0 0 residential urban decentral heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 residential urban decentral heat load,GB2 0 residential urban decentral heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 residential urban decentral water tanks load,GB0 0 residential urban decentral water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 residential urban decentral water tanks load,GB2 0 residential urban decentral water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 services urban decentral heat load,GB0 0 services urban decentral heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 services urban decentral heat load,GB2 0 services urban decentral heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 services urban decentral water tanks load,GB0 0 services urban decentral water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 services urban decentral water tanks load,GB2 0 services urban decentral water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 urban central heat load,GB0 0 urban central heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 urban central heat load,GB2 0 urban central heat,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 urban central water tanks load,GB0 0 urban central water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 urban central water tanks load,GB2 0 urban central water tanks,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 biogas load,GB0 0 biogas,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 biogas load,GB2 0 biogas,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 solid biomass load,GB0 0 solid biomass,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 solid biomass load,GB2 0 solid biomass,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 solid biomass for industry load,GB0 0 solid biomass for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 solid biomass for industry load,GB2 0 solid biomass for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 gas for industry load,GB0 0 gas for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 gas for industry load,GB2 0 gas for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 shipping methanol load,GB0 0 shipping methanol,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 shipping methanol load,GB2 0 shipping methanol,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 shipping oil load,GB0 0 shipping oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 shipping oil load,GB2 0 shipping oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 naphtha for industry load,GB0 0 naphtha for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 naphtha for industry load,GB2 0 naphtha for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 kerosene for aviation load,GB0 0 kerosene for aviation,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 kerosene for aviation load,GB2 0 kerosene for aviation,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 process emissions load,GB0 0 process emissions,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 process emissions load,GB2 0 process emissions,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 coal for industry load,GB0 0 coal for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 coal for industry load,GB2 0 coal for industry,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 agriculture machinery oil load,GB0 0 agriculture machinery oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 agriculture machinery oil load,GB2 0 agriculture machinery oil,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 low voltage load,GB0 0 low voltage,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB2 0 low voltage load,GB2 0 low voltage,,,,,,1.0,,,,load,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1000000.0,0.0,0.0,0.0,0.0,0.0
GB0 0 co2 sequestered,,GB0 0 co2 stored,GB0 0 co2 sequestered,,,,1.0,1.0,1.0,1.0,co2 sequestered,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.2377044326480209,0.0,0.0,0.0,0.0,0.0
GB2 0 co2 sequestered,,GB2 0 co2 stored,GB2 0 co2 sequestered,,,,1.0,1.0,1.0,1.0,co2 sequestered,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.2200048115186609,0.0,0.0,0.0,0.0,0.0
GB0 0 OCGT-2030,,GB0 0 gas,GB0 0,co2 atmosphere,,,0.41,0.198,1.0,1.0,OCGT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,14643.576187661598,0.0,0.0,0.0,0.0,0.0
GB2 0 OCGT-2030,,GB2 0 gas,GB2 0,co2 atmosphere,,,0.41,0.198,1.0,1.0,OCGT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.4557450575202313,0.0,0.0,0.0,0.0,0.0
GB0 0 CCGT-2030,,GB0 0 gas,GB0 0,co2 atmosphere,,,0.58,0.198,1.0,1.0,CCGT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.913758299765637,0.0,0.0,0.0,0.0,0.0
GB2 0 CCGT-2030,,GB2 0 gas,GB2 0,co2 atmosphere,,,0.58,0.198,1.0,1.0,CCGT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1914151693552299,0.0,0.0,0.0,0.0,0.0
GB0 0 nuclear-2030,,EU uranium,GB0 0,co2 atmosphere,,,0.326,0.0,1.0,1.0,nuclear,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0400431253189824,0.0,0.0,0.0,0.0,0.0
GB2 0 nuclear-2030,,EU uranium,GB2 0,co2 atmosphere,,,0.326,0.0,1.0,1.0,nuclear,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0373607161737319,0.0,0.0,0.0,0.0,0.0
GB0 0 H2 Electrolysis-2030,,GB0 0,GB0 0 H2,,,,0.6217,1.0,1.0,1.0,H2 Electrolysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.3367868678999097,0.0,0.0,0.0,0.0,0.0
GB2 0 H2 Electrolysis-2030,,GB2 0,GB2 0 H2,,,,0.6217,1.0,1.0,1.0,H2 Electrolysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,5730.056028655099,0.0,0.0,0.0,0.0,0.0
GB0 0 H2 Fuel Cell-2030,,GB0 0 H2,GB0 0,GB0 0 urban central heat,,,0.5,0.4499999999999999,1.0,1.0,H2 Fuel Cell,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0793058055756676,3.4616622167044426e-06,0.0,0.0,0.0,0.0
GB2 0 H2 Fuel Cell-2030,,GB2 0 H2,GB2 0,GB2 0 urban central heat,,,0.5,0.4499999999999999,1.0,1.0,H2 Fuel Cell,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0660541184435238,2.8832321217076487e-06,0.0,0.0,0.0,0.0
GB0 0 H2 turbine-2030,,GB0 0 H2,GB0 0,,,,0.397,1.0,1.0,1.0,H2 turbine,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.2680047573098263,0.0,0.0,0.0,0.0,0.0
GB2 0 H2 turbine-2030,,GB2 0 H2,GB2 0,,,,0.397,1.0,1.0,1.0,H2 turbine,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.1879083021384738,0.0,0.0,0.0,0.0,0.0
GB0 0 battery charger-2030,,GB0 0,GB0 0 battery,,,,0.9797958971132712,1.0,1.0,1.0,battery charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,274.77380229708376,0.0,0.0,0.0,0.0,0.0
GB2 0 battery charger-2030,,GB2 0,GB2 0 battery,,,,0.9797958971132712,1.0,1.0,1.0,battery charger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1.3331659266918694,0.0,0.0,0.0,0.0,0.0
GB0 0 battery discharger-2030,,GB0 0 battery,GB0 0,,,,0.9797958971132712,1.0,1.0,1.0,battery discharger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,280.43983763017746,0.0,0.0,0.0,0.0,0.0
