name,bus0,bus1,bus2,bus3,bus4,type,carrier,efficiency,efficiency2,efficiency3,efficiency4,active,build_year,lifetime,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_set,p_init,p_min_pu,p_max_pu,capital_cost,overnight_cost,discount_rate,fom_cost,marginal_cost,marginal_cost_quadratic,stand_by_cost,length,terrain_factor,committable,start_up_cost,shut_down_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,delay,delay2,delay3,delay4,cyclic_delay,cyclic_delay2,cyclic_delay3,cyclic_delay4,p_nom_opt,geometry,tags,under_construction,underground,underwater_fraction,length_original,reversed
DE1 0 SMR CC-2030,DE1 0 gas,DE1 0 H2,co2 atmosphere,DE1 0 co2 stored,,,SMR CC,0.69,0.019799999999999998,0.17820000000000003,1.0,True,2030,30.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,79103.13403637432,,,0.0,0.010751542421087706,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.19904382944452062,,,,,,0.0,False
DE1 0 SMR-2030,DE1 0 gas,DE1 0 H2,co2 atmosphere,,,,SMR,0.76,0.198,1.0,1.0,True,2030,30.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,68192.35692475682,,,0.0,0.009883758542931718,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,10590.132830928289,,,,,,0.0,False
DE1 0 EV charger,DE1 0 low voltage,DE1 0 EV battery,,,,,EV charger,0.9,1.0,1.0,1.0,True,0,inf,148734.9897,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.010296326246411549,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,148734.9897,,,,,,0.0,False
DE1 0 V2G,DE1 0 EV battery,DE1 0 low voltage,,,,,V2G,0.9,1.0,1.0,1.0,True,0,inf,148734.9897,0.0,False,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.010466255790805163,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,148734.9897,,,,,,0.0,False
DE1 0 land transport oil,DE1 0 oil,DE1 0 land transport oil,co2 atmosphere,,,,land transport oil,1.0,0.2571,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.010585302721452949,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,101910.5744532161,,,,,,0.0,False
DE1 0 residential rural ground heat pump-2030,DE1 0 low voltage,DE1 0 residential rural heat,,,,,residential rural ground heat pump,1.0,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,685285.739303083,,,0.0,0.010051423082540296,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,709.827805460237,,,,,,0.0,False
DE1 0 residential rural air heat pump-2030,DE1 0 low voltage,DE1 0 residential rural heat,,,,,residential rural air heat pump,1.0,1.0,1.0,1.0,True,2030,18.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,464475.86492974695,,,0.0,0.010402719602036465,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.059946318516639736,,,,,,0.0,False
DE1 0 residential rural water tanks charger,DE1 0 residential rural heat,DE1 0 residential rural water tanks,,,,,residential rural water tanks charger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.009914363455392532,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,1736.5911504519354,,,,,,0.0,False
DE1 0 residential rural water tanks discharger,DE1 0 residential rural water tanks,DE1 0 residential rural heat,,,,,residential rural water tanks discharger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.009950935574982233,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,1435.8122946503383,,,,,,0.0,False
DE1 0 residential rural resistive heater-2030,DE1 0 low voltage,DE1 0 residential rural heat,,,,,residential rural resistive heater,0.9,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,79054.77447986482,,,0.0,0.010817683592256662,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,162.32681278304506,,,,,,0.0,False
DE1 0 residential rural gas boiler-2030,DE1 0 gas,DE1 0 residential rural heat,co2 atmosphere,,,,residential rural gas boiler,0.98,0.198,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,97846.11056504669,,,0.0,0.010761214284353187,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,16648.487794215027,,,,,,0.0,False
DE1 0 services rural ground heat pump-2030,DE1 0 low voltage,DE1 0 services rural heat,,,,,services rural ground heat pump,1.0,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,685285.739303083,,,0.0,0.009933619754923958,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,596.323318388036,,,,,,0.0,False
DE1 0 services rural air heat pump-2030,DE1 0 low voltage,DE1 0 services rural heat,,,,,services rural air heat pump,1.0,1.0,1.0,1.0,True,2030,18.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,464475.86492974695,,,0.0,0.009672459789535308,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.060107354475329666,,,,,,0.0,False
DE1 0 services rural water tanks charger,DE1 0 services rural heat,DE1 0 services rural water tanks,,,,,services rural water tanks charger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.010889555664421255,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,96.83975643830247,,,,,,0.0,False
DE1 0 services rural water tanks discharger,DE1 0 services rural water tanks,DE1 0 services rural heat,,,,,services rural water tanks discharger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.009907979628825307,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,61.16894909764102,,,,,,0.0,False
DE1 0 services rural resistive heater-2030,DE1 0 low voltage,DE1 0 services rural heat,,,,,services rural resistive heater,0.9,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,79054.77447986482,,,0.0,0.010617252229451,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,897.2977150218692,,,,,,0.0,False
DE1 0 services rural gas boiler-2030,DE1 0 gas,DE1 0 services rural heat,co2 atmosphere,,,,services rural gas boiler,0.98,0.198,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,97846.11056504669,,,0.0,0.009326675382672766,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,7196.755141925667,,,,,,0.0,False
DE1 0 residential urban decentral air heat pump-2030,DE1 0 low voltage,DE1 0 residential urban decentral heat,,,,,residential urban decentral air heat pump,1.0,1.0,1.0,1.0,True,2030,18.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,464475.86492974695,,,0.0,0.010315334886150317,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,31.04901550988348,,,,,,0.0,False
DE1 0 residential urban decentral water tanks charger,DE1 0 residential urban decentral heat,DE1 0 residential urban decentral water tanks,,,,,residential urban decentral water tanks charger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.010904977735578927,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,3331.119022937906,,,,,,0.0,False
DE1 0 residential urban decentral water tanks discharger,DE1 0 residential urban decentral water tanks,DE1 0 residential urban decentral heat,,,,,residential urban decentral water tanks discharger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.010540338347987385,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,2751.6262976232933,,,,,,0.0,False
DE1 0 residential urban decentral resistive heater-2030,DE1 0 low voltage,DE1 0 residential urban decentral heat,,,,,residential urban decentral resistive heater,0.9,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,79054.77447986482,,,0.0,0.009528655958624116,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,3605.1258790309853,,,,,,0.0,False
DE1 0 residential urban decentral gas boiler-2030,DE1 0 gas,DE1 0 residential urban decentral heat,co2 atmosphere,,,,residential urban decentral gas boiler,0.98,0.198,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,97846.11056504669,,,0.0,0.009542983672926917,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,40686.23450314016,,,,,,0.0,False
DE1 0 services urban decentral air heat pump-2030,DE1 0 low voltage,DE1 0 services urban decentral heat,,,,,services urban decentral air heat pump,1.0,1.0,1.0,1.0,True,2030,18.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,464475.86492974695,,,0.0,0.01099156350027056,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.2622407629608617,,,,,,0.0,False
DE1 0 services urban decentral water tanks charger,DE1 0 services urban decentral heat,DE1 0 services urban decentral water tanks,,,,,services urban decentral water tanks charger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.01045408548789276,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,268.14896425167166,,,,,,0.0,False
DE1 0 services urban decentral water tanks discharger,DE1 0 services urban decentral water tanks,DE1 0 services urban decentral heat,,,,,services urban decentral water tanks discharger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.010002379561585359,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,205.2871677258879,,,,,,0.0,False
DE1 0 services urban decentral resistive heater-2030,DE1 0 low voltage,DE1 0 services urban decentral heat,,,,,services urban decentral resistive heater,0.9,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,79054.77447986482,,,0.0,0.010797425384864816,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,2963.4738008852337,,,,,,0.0,False
DE1 0 services urban decentral gas boiler-2030,DE1 0 gas,DE1 0 services urban decentral heat,co2 atmosphere,,,,services urban decentral gas boiler,0.98,0.198,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,97846.11056504669,,,0.0,0.010101906550466512,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,17206.084446807923,,,,,,0.0,False
DE1 0 urban central air heat pump-2030,DE1 0 low voltage,DE1 0 urban central heat,,,,,urban central air heat pump,1.0,1.0,1.0,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,316283.0357721848,,,0.0,0.00958903398814298,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.035643492939442474,,,,,,0.0,False
DE1 0 urban central water tanks charger,DE1 0 urban central heat,DE1 0 urban central water tanks,,,,,urban central water tanks charger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.009489319574125271,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,13353.69235649366,,,,,,0.0,False
DE1 0 urban central water tanks discharger,DE1 0 urban central water tanks,DE1 0 urban central heat,,,,,urban central water tanks discharger,0.8367,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.009503554141442206,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,17044.783777826826,,,,,,0.0,False
DE1 0 urban central resistive heater-2030,DE1 0 low voltage,DE1 0 urban central heat,,,,,urban central resistive heater,0.99,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,7702.175148330644,,,0.0,0.01051212005825932,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,11377.351344242395,,,,,,0.0,False
DE1 0 urban central gas boiler-2030,DE1 0 gas,DE1 0 urban central heat,co2 atmosphere,,,,urban central gas boiler,1.04,0.198,1.0,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,7494.287552425229,,,0.0,0.009492642007982445,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,7246.448166869306,,,,,,0.0,False
DE1 0 urban central gas CHP-2030,DE1 0 gas,DE1 0,DE1 0 urban central heat,co2 atmosphere,,,urban central gas CHP,0.41,0.41,0.198,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,28919.11093124968,,,0.0,4.453727018156818,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,26078.456067395782,,,,,,0.0,False
DE1 0 urban central gas CHP CC-2030,DE1 0 gas,DE1 0,DE1 0 urban central heat,co2 atmosphere,DE1 0 co2 stored,,urban central gas CHP CC,0.38821999999999995,0.43772,0.019799999999999998,0.17820000000000003,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,90831.4134374175,,,0.0,4.454608824263131,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.12110080367011096,,,,,,0.0,False
DE1 0 biogas to gas,DE1 0 biogas,DE1 0 gas,co2 atmosphere,,,,biogas to gas,1.0,-0.198,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,209515.79321695745,,,0.0,3.6798116755653667,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.035630377215313105,,,,,,0.0,False
DE1 0 biogas to gas CC,DE1 0 biogas,DE1 0 gas,DE1 0 co2 stored,co2 atmosphere,,,biogas to gas CC,1.0,0.07812000000000001,-0.27612000000000003,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,236657.14603279263,,,0.0,3.6810553100519376,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.03216997711852929,,,,,,0.0,False
DE1 0 urban central solid biomass CHP-2030,DE1 0 solid biomass,DE1 0,DE1 0 urban central heat,,,,urban central solid biomass CHP,0.2699,0.8245,1.0,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,109510.43714662264,,,0.0,4.860974390409839,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,10386.23960119848,,,,,,0.0,False
DE1 0 urban central solid biomass CHP CC-2030,DE1 0 solid biomass,DE1 0,DE1 0 urban central heat,co2 atmosphere,DE1 0 co2 stored,,urban central solid biomass CHP CC,0.22956299999999996,0.875838,-0.33003000000000005,0.33003000000000005,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,224173.27214163146,,,0.0,4.86073604223357,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.06562789745710082,,,,,,0.0,False
DE1 0 residential rural biomass boiler-2030,DE1 0 solid biomass,DE1 0 residential rural heat,,,,,residential rural biomass boiler,0.86,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,110008.21646089929,,,0.0,9.009398316314666,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.6603113894753729,,,,,,0.0,False
DE1 0 services rural biomass boiler-2030,DE1 0 solid biomass,DE1 0 services rural heat,,,,,services rural biomass boiler,0.86,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,110008.21646089929,,,0.0,9.010657054644389,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.6694606162522959,,,,,,0.0,False
DE1 0 residential urban decentral biomass boiler-2030,DE1 0 solid biomass,DE1 0 residential urban decentral heat,,,,,residential urban decentral biomass boiler,0.86,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,110008.21646089929,,,0.0,9.009535964321232,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,1.5335406231073843,,,,,,0.0,False
DE1 0 services urban decentral biomass boiler-2030,DE1 0 solid biomass,DE1 0 services urban decentral heat,,,,,services urban decentral biomass boiler,0.86,1.0,1.0,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,110008.21646089929,,,0.0,9.009623072339906,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,1.3263030499153243,,,,,,0.0,False
DE1 0 solid biomass biomass to liquid-2030,DE1 0 solid biomass,DE1 0 oil,co2 atmosphere,,,,biomass to liquid,0.3833,-0.09860000000000002,1.0,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,350753.63520224707,,,0.0,0.442550197194699,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.028011297873031145,,,,,,0.0,False
DE1 0 solid biomass biomass to liquid CC-2030,DE1 0 solid biomass,DE1 0 oil,co2 atmosphere,DE1 0 co2 stored,,,biomass to liquid,0.3833,-0.33989,0.24129,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,434585.39430277026,,,0.0,0.4432657503201342,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.022588952886958905,,,,,,0.0,False
DE1 0 solid biomass solid biomass to gas-2030,DE1 0 solid biomass,DE1 0 gas,,co2 atmosphere,,,BioSNG,0.63,1.0,-0.12480000000000002,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,173862.5264199293,,,0.0,1.1483513642793495,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.05862446084952701,,,,,,0.0,False
DE1 0 solid biomass solid biomass to gas CC-2030,DE1 0 solid biomass,DE1 0 gas,DE1 0 co2 stored,co2 atmosphere,,,BioSNG,0.63,0.21771000000000001,-0.34251000000000004,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,249501.8495322626,,,0.0,1.1498180214499383,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.04049217051871436,,,,,,0.0,False
DE1 0 Haber-Bosch-2030,DE1 0,EU NH3,DE1 0 H2,,,,Haber-Bosch,4.043671653861707,-4.643752527294784,1.0,1.0,True,2030,30.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,652881.6904272938,,,0.0,0.1013304841455274,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.04362599603458827,,,,,,0.0,False
DE1 0 ammonia cracker-2030,EU NH3,DE1 0 H2,,,,,ammonia cracker,0.684931506849315,1.0,1.0,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,99161.63412037324,,,0.0,0.010309505288907833,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.057152360430509315,,,,,,0.0,False
DE1 0 solid biomass for industry,DE1 0 solid biomass,DE1 0 solid biomass for industry,,,,,solid biomass for industry,1.0,1.0,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.00995683169665795,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,7809.346624630582,,,,,,0.0,False
DE1 0 solid biomass for industry CC-2030,DE1 0 solid biomass,DE1 0 solid biomass for industry,co2 atmosphere,DE1 0 co2 stored,,,solid biomass for industry CC,0.9,-0.33003000000000005,0.33003000000000005,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,110416.063328527,,,0.0,0.009614509305031145,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.060421312181416435,,,,,,0.0,False
DE1 0 gas for industry,DE1 0 gas,DE1 0 gas for industry,co2 atmosphere,,,,gas for industry,1.0,0.198,1.0,1.0,True,0,inf,0.0,0.0,True,0.0,inf,,,,0.0,1.0,0.0,,,0.0,0.010115597320730437,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,24487.430263625218,,,,,,0.0,False
DE1 0 gas for industry CC-2030,DE1 0 gas,DE1 0 gas for industry,co2 atmosphere,DE1 0 co2 stored,,,gas for industry CC,0.9,0.019799999999999998,0.17820000000000003,1.0,True,2030,25.0,0.0,0.0,True,0.0,inf,,,,0.0,1.0,59619.25426519865,,,0.0,0.010325272837340414,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.09552594786784953,,,,,,0.0,False
DE1 0 methanolisation-2030,DE1 0 H2,EU methanol,DE1 0,DE1 0 co2 stored,,,methanolisation,0.8787,-0.23808491614056954,-0.21792614270479405,1.0,True,2030,20.0,0.0,0.0,True,0.0,inf,,,,0.3,1.0,76920.16040879975,,,0.0,0.009162401699772178,0.0,0.0,0.0,1.0,False,0.0,0.0,0,0,1,0,,,,,0,0,0,0,True,True,True,True,0.1212397040801512,,,,,,0.0,False
