,CCGT,CHP,DAC,Imports_Exports,OCGT,battery storage,distribution network,hydroelectricity,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment
2013-01-01 10:00:00,1.3366150049043684e-06,1.0016308117705937,-0.060034397844930205,1.60121457845037,6.259842368785849e-07,-0.2766337624726177,-17.45485455299995,0.07170962433762477,7.048532696271383,8.115216810097396,-1.07073908454503,1.03158663373583,-5.72597835777392e-06,-2.5133930860761212e-06,-3.181435351041679e-06
2013-01-01 11:00:00,1.336925902877366e-06,1.0016308486907766,-0.06003440424602816,1.2497021261394214,6.259721566235742e-07,-2.3807545619073394,-17.338301397104367,0.07170830158448553,7.058554381970185,10.205587494671551,-1.0707386849004104,1.2702752704372815,-5.892717375734821e-06,-2.4486331719799636e-06,-3.165275089087493e-06
2013-01-01 12:00:00,1.3360054815195415e-06,1.0016308481787106,-0.060034401752792364,1.7779782701549387,6.254477127759157e-07,-5.037804757185636,-15.44019227510507,0.07170612790285141,7.071389012335676,10.21377348468985,-1.0707386325572708,1.4799216297645466,-5.822406878462228e-06,-2.4501515462134193e-06,-3.1631075960757877e-06
2013-01-01 13:00:00,1.3371190045242215e-06,1.0016308622125447,-0.06003440700666909,2.2389845133827526,6.256015004905958e-07,-6.11877803144223,-13.283458326157318,0.07170325888192264,7.054326114610756,8.422783966993386,-1.0707385691801796,1.751210033780072,-5.914394494829504e-06,-2.491781625224121e-06,-3.163821463070135e-06
2013-01-01 14:00:00,1.3390823626829866e-06,1.001630814473012,-0.060034396094562695,0.5370380258445543,6.257484932783916e-07,-0.44244441704100024,-14.618326812848299,0.07169742037016152,7.052467510438516,6.21888317235352,-1.070738899343324,1.3174512156434994,-5.685912826308867e-06,-2.553395875338538e-06,-3.1715230125438147e-06
2013-01-01 15:00:00,1.530062430358481e-06,1.0016321919493658,-0.060034214177647316,7.974875225877135,6.813538947090479e-07,3.5975617358911036e-05,-21.44441027788816,0.0717581980546,7.00124833947476,5.255393930817045,-7.676931195766908e-05,0.19962474372846353,-5.121085100029461e-06,-2.0791419086663156e-06,-2.5517070355113634e-06
2013-01-01 16:00:00,1.5863119082005613e-06,1.001632686991541,-0.06003417289996515,8.466902296436556,6.96569719931055e-07,0.2888495150498248,-21.444407987662494,0.07177823585528426,7.060037754131458,4.615323615757559,-5.072385475284815e-05,0.0,-0.0,-2.012816866681533e-06,-2.423951033659888e-06
2013-01-01 17:00:00,1.586702201314126e-06,1.0016326902509505,-0.060034171182875906,8.062971492783877,6.961717548257584e-07,0.9982510086074179,-21.444408240901563,0.07176862480537612,7.071906868172845,4.297993870455752,-5.104168897302157e-05,0.0,-0.0,-2.032789932172818e-06,-2.419830205693394e-06
2013-01-01 18:00:00,1.5862761160632504e-06,1.0016326952916876,-0.06003416988203255,8.153824313838793,6.9559202511013e-07,0.47475999339464214,-21.444408100997222,0.07176411649172065,7.070176924319365,4.732366170176185,-5.108254744155279e-05,0.0,-0.0,-2.000867067465606e-06,-2.4168791867305983e-06
2013-01-01 19:00:00,1.5473861865044198e-06,1.0016322442830736,-0.06003420804538267,8.522415954878324,6.845282520885312e-07,-0.00016836803899558162,-21.44440987205094,0.07175210556877411,7.0817662908689885,4.827161657217944,-7.445774514185299e-05,0.0,-0.0,-2.067055688939945e-06,-2.5006221502523636e-06
2013-01-01 20:00:00,1.542277537542373e-06,1.0016322137396299,-0.06003421017215251,8.304402414441958,6.827665062811725e-07,-0.00022428228150663524,-21.444410028140602,0.07175086823291463,7.0824722813913645,5.044530009728956,-7.772202428576878e-05,0.0,-0.0,-2.061540848330878e-06,-2.509037135950208e-06
2013-01-01 21:00:00,1.5410990754108494e-06,1.0016322183130888,-0.0600342096081211,7.7467692814848945,6.821572140378602e-07,-0.00022172359546832683,-21.444353858692974,0.07175030088133495,7.08309052198963,5.601485776419969,-7.711122445267582e-05,0.0,-0.0,-2.0323236262242972e-06,-2.508998712775712e-06
2013-01-01 22:00:00,1.5343933069301016e-06,1.001632118737459,-0.06003421623194638,7.579775975269898,6.801088272261903e-07,-0.852978196729331,-21.444362647235057,0.07174921419947841,7.083188586384819,6.621155313710912,-8.2618755030155e-05,0.0,-0.0,-2.006167265051317e-06,-2.5233525239023934e-06
2013-01-01 23:00:00,1.534282484682113e-06,1.0016321195760436,-0.060034215739394076,7.586023176061906,6.799489735746175e-07,-0.5454305162364504,-21.444227187086515,0.07174877365788879,7.0818489858834415,6.308564943459064,-8.25972575102524e-05,0.0,-0.0,-2.018090420278895e-06,-2.527823690722927e-06
2013-01-02 00:00:00,1.5556387185780145e-06,1.0016323532170746,-0.06003419437951829,7.900051977723997,6.857684830422649e-07,-3.769661341839835e-06,-21.444334645269123,0.07175073971717197,7.06449328356314,5.466542317924395,-6.148841232023009e-05,0.0,-0.0,-2.014460327586676e-06,-2.4837888296728693e-06
2013-01-02 01:00:00,1.55591929559615e-06,1.0016323521820505,-0.06003419437259692,7.977481346211166,6.857455739370054e-07,-4.7034621845337205e-06,-21.444329690457057,0.07175021543305761,7.082510305731544,5.371092601284544,-6.167203799190543e-05,0.0,-0.0,-2.020137867873473e-06,-2.4819479951486404e-06
2013-01-02 02:00:00,1.556224636223412e-06,1.001632349713592,-0.060034194716809985,8.027605373540887,6.858169811440188e-07,-6.5190605368469076e-06,-21.44432560130649,0.07174970907818733,7.082292025811052,5.321185420951717,-6.199878598701794e-05,0.0,-0.0,-2.0248613569719964e-06,-2.4851402613424617e-06
2013-01-02 03:00:00,1.581606405766177e-06,1.0016327092548993,-0.060034167806702114,7.939378726924657,6.928379077675669e-07,0.5304133334000123,-21.2644094212986,0.07175205429220002,7.060542733959712,4.72080528388554,-5.16185958955005e-05,0.0,-0.0,-2.0172945875174263e-06,-2.4440430859967745e-06
2013-01-02 04:00:00,1.5838149998480332e-06,1.0016327173086823,-0.060034168181658625,8.312051265013077,6.935028622593538e-07,0.7945857228998549,-21.444365253974397,0.07175158795377382,7.039506235515143,4.284953190120714,-5.165000829190903e-05,0.0,-0.0,-2.0474855112411206e-06,-2.4534559569249284e-06
