Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Sector1,EfficiencySector1,ChargingEfficiencySector1,Sector2,EfficiencySector2,ChargingEfficiencySector2
,links urban central gas CHP_NL_2,0.0281897445462286,1,NL,,,GTUR,GAS,0.24,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.6979286075,,1.5,0.0,0.0187931630308191,,,,,,,,,,,,,,,,
,links urban central gas CHP_NL_3,0.0140948722731143,1,NL,,,STUR,GAS,0.38,1.0,1.0,0.33366435,0.33366435,1.108186813,42.68538462,0.0,0.49652433,0.39,0.0,0.0,,1.5,0.0,0.0093965815154095,,,,,,,,,,,,,,,,
,links urban central gas CHP_NL_4,0.0070474361365571,1,NL,,,ICEN,GAS,0.49,0.0,0.0,1.0,1.0,,,0.0,0.3,0.49,0.0,0.489795918367347,,2.0,0.0,0.0035237180682785,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_NL_1,0.0420029873527901,1,NL,,,STUR,BIO,0.38,1.0,1.0,0.33366435,0.33366435,1.108186813,42.68538462,0.0,0.49652433,0.39,0.0,0.0,,1.5,0.0,0.0280019915685267,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_NL_2,0.021001493676395,1,NL,,,ICEN,BIO,0.49,0.0,0.0,1.0,1.0,,,0.0,0.3,0.49,0.0,0.489795918367347,,2.0,0.0,0.0105007468381975,,,,,,,,,,,,,,,,
,links CCGT_NL_1,8981.136695001991,1,NL,,,COMC,GAS,0.525,5.0,1.0,0.0012681653,0.0012681653,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links CCGT_NL_3,997.9040772224434,1,NL,,,COMC,BIO,0.525,5.0,1.0,0.01117,0.01117,112542.12,0.0,0.0,0.4000000000000001,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links OCGT_NL_1,0.1437242969814555,1,NL,,,GTUR,GAS,0.24,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.6979286075,,,,,,,,,,,,,,,,,,,,
,links OCGT_NL_3,0.0169087408213477,1,NL,,,GTUR,OIL,0.24,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.6979286075,,,,,,,,,,,,,,,,,,,,
,links OCGT_NL_5,0.0084543704106738,1,NL,,,GTUR,BIO,0.24,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.6979286075,,,,,,,,,,,,,,,,,,,,
,links coal_NL_1_1,277.1428571428571,1,NL,,,STUR,HRD,0.395,8.0,6.0,0.0180505415,0.0180505415,117242.17,0.0,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,links coal_NL_2_1,138.57142857142856,1,NL,,,COMC,HRD,0.525,5.0,1.0,0.080942029,0.080942029,112542.12,0.0,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,,,,,,,
,links coal_NL_3_1,69.28571428571428,1,NL,,,GTUR,HRD,0.27,1.0,1.0,0.111111111,0.111111111,6917.330385,1499.446209,0.0,0.375,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
