Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,Piiparinmäki tuulipuisto,211.0,1.0,FI,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hanasaari,210.0,1.0,FI,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mutkalampi North,200.0,1.0,FI,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mutkalampi South,200.0,1.0,FI,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Imatra,192.0,1.0,FI,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Keljonlahti,190.0,1.0,FI,,,STUR,PEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaukopää,185.0,1.0,FI,,,STUR,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Huutokoski kt,180.0,1.0,FI,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kymijärvi,170.0,1.0,FI,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Salmisaari,155.0,1.0,FI,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haapavesi,150.0,1.0,FI,,,STUR,PEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haapaniemi,145.0,1.0,FI,,,STUR,PEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pietarsaari,143.0,1.0,FI,,,STUR,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lielahti,142.0,1.0,FI,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ossauskoski,138.0,1.0,FI,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Naistenlahti 1,129.0,1.0,FI,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isohaara,128.0,1.0,FI,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kellosaari,128.0,1.0,FI,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaukaan Voima,125.0,1.0,FI,,,STUR,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olkiluoto kt,125.0,1.0,FI,,,STUR,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paskoonharju,124.0,1.0,FI,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Seinäjoki,120.0,1.0,FI,,,STUR,PEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Toppila,120.0,1.0,FI,,,STUR,PEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Metsälä,117.0,1.0,FI,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Uimaharju,107.0,1.0,FI,,,STUR,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Norrskogenin tuulipuisto,,1.0,FI,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kuusaanniemi,100.0,1.0,FI,,,STUR,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_Solar,18.0,,,,,,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_WIN,4269.0,,,,,,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
