electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,address,region,country,commissioning_date,solar_mounting_type,chp,capacity_individual_turbine,number_of_turbines,site_name,uk_beis_id,operator,comment
13.4,Renewable energy,Solar,,Photovoltaics,BEIS,UKL,UKL1,UKL16,-3.27648729158881,51.67445402257176,Mid Glamorgan,CF82 8FU,Land At Hendai Farm Heol Adam Gelligaer Hengoed CF82 8FU,Wales,Wales,2015-01-03,Ground,,,,Hendai Farm,2370,Conergy UK,
8.7,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK2,UKK23,-2.757253036226,51.06730794434916,Somerset,TA11 6JA,"Land At Somerton Door Farm, Somerton Door Drove, Somerton, Somerset",South West,England,2015-01-03,Ground,,,,Somerton Door Farm,1836,Lightsource Renewable Energy,
22.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKF,UKF3,UKF30,-0.428657003797,53.24386361138832,Lincolnshire,LN3 4EZ,"Reepham Road, Fiskerton, Lincoln",East Midlands,England,2015-01-03,Ground,,,,Fiskerton Airfield (Phase 2),5118,Lark Energy,
3.2,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.33528022198246,57.41824193778709,Grampian,,"St Johns Wells, Fyvie, Turriff AB53 8PX",Scotland,Scotland,2015-01-03,,,0.8,4,St Johns Wells Wind Cluster Extension,3840,Green Cat Renewables,
5.3,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK3,UKK30,-4.733491306071,50.48353142406453,Cornwall,PL31 2PF,"Middle Bodiniel Farm, Bodiniel Road, Bodmin, Cornwall",South West,England,2015-01-03,Ground,,,,Bodmin 2 Solar Farm,1971,Solar Securities Group,
1.8,Renewable energy,Solar,,Photovoltaics,BEIS,UKG,UKG2,UKG24,-2.12670156263768,52.66911182997376,Staffordshire,WV10 7BN,"Barr Farm, Stafford Road, Standeford, South Staffordshire",West Midlands,England,2015-01-04,Ground,,,,Barr Farm,2178,Lark Energy,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK4,UKK43,-3.73133786338801,50.43910354911082,Devon,TQ9 6DU,"Solar energy facility at South Downs, Dartington, Totnes ",South West,England,2015-01-04,Ground,,,,Bidwell Solar Farm - resubmission,1964,Wessex Solar Energy,
1.7,Renewable energy,Solar,,Photovoltaics,BEIS,UKF,UKF1,UKF15,-0.92812761850047,53.34820019394282,Nottinghamshire,DN22 9JL,"Land East Of, Tiln Lane, Retford, Nottinghamshire",East Midlands,England,2015-01-04,Ground,,,,Tiln Farm Retford (extension),5167,Pfalz Solar,
13.8,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH16,0.68739065549781,52.88408323438853,Norfolk,PE31 8PZ,Barwick Hall Farm Barwick Road Stanhoe King's Lynn Norfolk ,Eastern,England,2015-01-04,,,2.3,6,Jack's Lane Wind Farm,4649,Aviva,
2.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKD,UKD4,UKD45,-2.57818652325179,53.77093854960202,Lancashire,,BAE Samlesbury Aerodrome Whalley Road Samlesbury Blackburn Lancashire BB2 7LB,North West,England,2015-01-05,Ground,,,,BAE Samlesbury Aerodrome,2179,British Aerospace Defence Limited,
8.0,Renewable energy,Bioenergy,Other bioenergy and renewable waste,,BEIS,UKG,UKG2,UKG22,-2.72722335835249,52.74255150626202,Shropshire,SY1 3TG,"Vanguard Way, Shrewsbury, Shropshire",West Midlands,England,2015-01-05,,no,,,Battlefield EfW,910,Veolia,
16.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD4,UKD46,-2.14998372886887,53.74966189387358,Lancashire,,"Coal Clough Wind Farm,The Long Causeway, Burnley ",North West,England,2015-01-05,,,2.0,8,Coal Clough Wind Farm Repowering,4321,Coal Clough Wind Farm,
9.5,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK3,UKK30,-4.37870094425424,50.4015802398446,Cornwall,PL12 5BX,"Wilton farm, Trerulefoot, Saltash, Cornwall",South West,England,2015-01-06,Ground,,,,Wilton Farm (pv),1872,Primrose Solar,
2.3,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKH,UKH2,UKH23,0.01707537006772,51.77487132086267,Hertfordshire,SG12 8JY,"Rye Meads STW, Stanstead Abbots, Nr Ware",Eastern,England,2015-01-07,,,,,Rye Meads Sewerage Treatment Works,6490,Thames Water Utilities,
4.5,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKJ,UKJ2,UKJ28,-0.32627850177402,51.10281880689553,West Sussex,RH12 4QD,"Horsham, West Sussex",South East,England,2015-01-07,,no,,,Brookhurst Wood (Waste AD),312,Biffa/West Sussex County Council,
4.7,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK3,UKK30,-4.24982512357594,50.35020555603064,Cornwall,,Land North Of Freathy Farm Freathy Cornwall,South West,England,2015-01-07,Ground,,,,Anthony Estate Solar Farm - resubmission,1954,St Anthony 101 PV Park Ltd,
1.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.93336508431991,55.68710444910455,South Lanarkshire,ML11 9PW,"Farmland to the West of, Draffan Road, Draffanmarshill Farm, Lanark, Strathclyde",Scotland,Scotland,2015-01-08,,,1.5,1,Marshill Farm,6106,Green Cat Renewables,
18.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-3.39599479237626,57.56772618097752,Grampian,,Kellas House Kellas Elgin Moray IV30 8TS,Scotland,Scotland,2015-01-08,,,2.3,8,KELLAS WIND FARM,4303,Renewable Energy Ventures,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKF,UKF1,UKF16,-0.84768498935665,52.94813942200829,Nottinghamshire,,Land South Of The Railway Line & East Of Station Road Elton Nottinghamshire,East Midlands,England,2015-01-08,Ground,,,,Elton solar farm,2247,Valfortec,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKG,UKG1,UKG13,-1.93141458439386,52.15670861300632,Warwickshire,WR11 8SN,Salford Lodge Pitchill Evesham,West Midlands,England,2015-01-08,,,,,Salford Lodge,4850,AR Partners,
6.3,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK1,UKK15,-2.21889488908932,51.40953995499532,Wiltshire,SN13 8JB,"Land East of Manor Farm, Wadswick Box, Corsham, Wiltshire",South West,England,2015-01-08,Ground,,,,Manor Farm (Wiltshire) - resubmission,1923,RB & T Barton Ltd,
4.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK2,UKK22,-1.8643832602183,50.80319602360414,Dorset,BH23 6BG,"Chapel Lane, Parley, Christchurch, Dorset",South West,England,2015-01-09,Ground,,,,Chapel Lane Parley Solar Farm Phase 3,2234,Eco Sustainable Solutions,
3.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK3,UKK30,-4.69756638498229,50.46713589258188,Cornwall,PL31 1HE ,"Higher Margate, Bodmin, Cornwall",South West,England,2015-01-09,Ground,,,,Margate Solar Farm,4878,Lanhydrock Estate Company,
1.6,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF2,UKF22,-1.32521798047087,52.63980550303589,Leicestershire,LE9 9NR,"Halifax Farm, Merrylees Road, Newbold Heath, Newbold Verdon, Leicester, Leicestershire",East Midlands,England,2015-01-09,,,1.6,1,Halifax Farm,4493,Wentworth and Harper,
1.5,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK3,UKK30,-4.69975128780535,50.47085407556163,Cornwall,PL31 1HF,"Tulip Ltd, Newtons Margate, Bodmin",South West,England,2015-01-10,Roof,,,,Newton Margate,5079,Tulip Meats,
10.3,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,0.06060177629231,52.53507291046128,Cambridgeshire,,Knights End Road March Cambridgeshire,Eastern,England,2015-01-10,,,2.05,5,Boardinghouse Wind Farm,4345,Ecogen,
1.7,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK1,UKK12,-2.5265984564171,51.52244834448203,Gloucestershire,BS34 6PT,"Amcor Flexibles, Winterbourne Road, Bradley Stoke, Bristol",South West,England,2015-01-11,Roof,,,,Amcor Flexibles,5312,Langley Eco,
1.5,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM6,UKM63,-4.92500820167651,56.4044443170825,Argyll and Bute,,"Eas A Ghaill, Inverlochy, By Dalmally",Scotland,Scotland,2015-01-12,,,,,Eas a Ghaill,5947,Gilkes Energy,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK4,UKK43,-3.39738547600972,50.82448899452147,Devon,,Land at NGR 301672 103703 (Land West of Winham Farm) Westcott Devon,South West,England,2015-01-12,Ground,,,,Winham Farm - resubmission,2095,Hive Energy,
3.9,Renewable energy,Solar,,Photovoltaics,BEIS,UKH,UKH1,UKH12,-0.19428574035549,52.37255853504785,Cambridgeshire,PE28 2PB,"Land West Of Railway Line & South Of Brooklands Farm, Abbots Ripton, Huntingdon, Cambridgeshire",Eastern,England,2015-01-12,Ground,,,,Abbots Ripton Solar Farm (ext.),4997,Rectory Lane Renewables,
4.9,Renewable energy,Solar,,Photovoltaics,BEIS,UKF,UKF3,UKF30,0.29653686876743,53.15507069306356,Lincolnshire,,"Land at Coronation Fmar, Burgh Road West, Skegness, Lincs",East Midlands,England,2015-01-12,Ground,,,,Skegness Solar Park,2160,Skegness Solar Park,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKH,UKH3,UKH34,1.15353946376546,51.91190169345614,Essex,CO11 2SE,"Green Farm, Oakley Road, Wix",Eastern,England,2015-01-12,Ground,,,,Green Farm (resubmission),5089,Hive Energy,
1.2,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKM,UKM9,UKM92,-3.53363482492849,55.09508848329331,Dumfries and Galloway,,"West Roucan Farm, Low Road, Tinwald, Dumfries, Dumfries and Galloway",Scotland,Scotland,2015-01-12,,no,,,West Roucan Farm,359,Private Developer,
23.8,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD3,UKD37,-2.11476819833205,53.67047980822575,Greater Manchester,,"Crook Hill/Shore Moor, North Of Watergrove Reservoir, Rochdale",North West,England,2015-01-12,,,3.4,7,Crook Hill (Revised Application - Rochdale MBC) 2 of 2,4659,Infrared Capital Partners,
6.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKE,UKE4,UKE45,-1.34069706425213,53.60265713758653,West Yorkshire,WF9 4DG,"South Kirkby, Wakefield",Yorkshire and Humber,England,2015-01-12,,no,,,South Kirkby Business Park (Waste AD),289,Shanks Group,
13.6,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD3,UKD37,-2.1116591513144,53.66814583390718,Greater Manchester,,"Crook Hill/Shore Moor, North Of Watergrove Reservoir, Rochdale",North West,England,2015-01-12,,,3.4,4,Crook Hill (Revised Application - Calderdale MBC) 1 of 2,4354,Infrared Capital Partners,
1.6,Renewable energy,Solar,,Photovoltaics,BEIS,UKM,UKM5,UKM50,-2.04284302150695,57.62141573269353,Aberdeen,AB43 7AU,"House O'Hill, Memsie, Fraserburgh",Scotland,Scotland,2015-01-12,Ground,,,,House OHill Solar Farm,4753,House O'Hill Wind Energy,
4.1,Renewable energy,Solar,,Photovoltaics,BEIS,UKJ,UKJ1,UKJ13,-0.64783866633673,51.8451647322036,Buckinghamshire,LU7,"Long Meadow Farm, Horton Road, Ivinghoe, Leighton Buzzard, Bedfordshire, LU7",South East,England,2015-01-12,Ground,,,,Long Meadow Farm,1374,Private Developer,
11.4,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK2,UKK23,-2.97842103166811,51.17879782958595,Somerset,TA7 8BY,"Land at, Walpole and Puriton Landfill Sites off Puriton Road and, Batch Road, Puriton, Bridgwater",South West,England,2015-01-12,Ground,,,,Puriton Landfill Solar Farm,2190,SBC Renewables,
67.7,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-4.03358817212903,58.49000487197071,Highland,,"Near Strathy Village, Sutherland",Scotland,Scotland,2015-01-12,,,2.05,33,Strathy North,4625,Scottish and Southern Energy (SSE),
1.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.41750693424554,57.66065072659606,Grampian,,"Gamrie, Banff",Scotland,Scotland,2015-01-12,,,0.5,3,Easter Melrose Wind Energy Project,3819,Melrose Farms,
1.5,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKH,UKH2,UKH23,-0.11157209661178,51.6960065746898,Hertfordshire,EN2 8AU,"The Slip, Cattlegate Farm, Cattlegate Road, Enfield",Eastern,England,2015-01-12,,no,,,Cattlegate Farm Biogas (Farm AD),342,Willen Biogas & Xergi,
4.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM72,-3.31769889269202,56.09052168816568,Fife,,"Land At To The West Of Chemical Works, Mossmorran, Fife",Scotland,Scotland,2015-01-12,,,2.0,2,Mossmorran Wind Farm,2780,Airvolution Energy,
1.7,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.23482798577078,53.75175428192978,Humberside,,"to the west of Staithes Road at Salt End, Hull.",Yorkshire and Humber,England,2015-01-15,,,0.85,2,The Limes Wind Turbines,3807,Broadview Energy,
3.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKF,UKF2,UKF24,-1.20467817069574,52.10950903381195,Northamptonshire,,"East of Banbury Lane, Culworth Grounds Farm, Thorpe Manderville",East Midlands,England,2015-01-15,Ground,,,,Culworth House Solar Farm,1582,Private Developer,
2.0,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM6,UKM61,-5.26031643014929,57.49170671059779,Highland,,Near CraigAchnashellachRoss and Cromarty,Scotland,Scotland,2015-01-15,,,,,Chonais Hydro,480,Green Highland Renewables,
13.8,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC2,UKC21,-2.02508761098796,55.63729315241743,Northumberland,,Between Ford And Lowick Bowsden Berwick-upon-Tweed Northumberland,North East,England,2015-01-19,,,2.3,6,Barmoor South Wind Farm (Resubmission),4163,EDF,
4.7,Renewable energy,Solar,,Photovoltaics,BEIS,UKH,UKH1,UKH12,-0.02620048638686,52.52950332190763,Cambridgeshire,PE7 2HS,Land North West Of 15 Burnthouse Sidings Turves Cambridgeshire,Eastern,England,2015-01-21,Ground,,,,Turves/Burtnhouse Solar Farm extension,2171,Lightsource Renewable Energy,
12.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM76,-3.86211702606192,56.03249334093893,Falkirk,FK5 4SH,Todhill Farm Larbert ,Scotland,Scotland,2015-01-22,,,3.0,4,Tod Hill Farm Wind Turbines,3415,Falkirk Tod Hill Wind Limited,
8.9,Renewable energy,Solar,,Photovoltaics,BEIS,UKJ,UKJ2,UKJ22,0.23568120108855,50.84496204566219,East Sussex,BN27 3PH,"Natewood Farm, Polegate Road, Hailsham, East Sussex",South East,England,2015-01-27,Ground,,,,Natewood Farm,2043,Haymaker Energy,
13.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK2,UKK22,-1.90084446561752,50.86132417379277,Dorset,BH21 8LX,"Land At Wedgehill Farm, Woodlands, Wimborne, Dorset",South West,England,2015-01-30,Ground,,,,Wedgehill Farm,2086,Orta Solar,
10.5,Renewable energy,Solar,,Photovoltaics,BEIS,UKH,UKH3,UKH34,1.00504175107393,51.86067578495985,Essex,CO7 8DE,Blue Gates Farm Colchester Main Road Alresford,Eastern,England,2015-01-30,Ground,,,,Bluegates Solar Park,5125,Edgar Middleton,
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK1,UKK15,-1.88070375196189,51.51963274401081,Wiltshire,SN4 7QX,Goldborough Farm Goldborough Broad Town Swindon ,South West,England,2015-02-03,Ground,,,,Rock Farm / Goldborough Farm (Rookwood),1834,Good Energy Generation,
10.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKL,UKL1,UKL16,-3.16979728518651,51.63506692615952,Mid Glamorgan,NP12 2BG,Cwmcaesingrug Farm Mynyddislwyn Mountain Road Mynyddislwyn Blackwood NP12 2BG,Wales,Wales,2015-02-03,Ground,,,,Cwmcaesingrug Farm,1985,Kronos Solar,
6.1,Renewable energy,Solar,,Photovoltaics,BEIS,UKF,UKF2,UKF22,-1.35763984707651,52.85049750182763,Leicestershire,DE74 2HL,"Castle Donington, Leicestershire",East Midlands,England,2015-02-03,Roof,,,,East Midlands Distribution Centre,4694,Marks and Spencer plc,
3.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKE,UKE3,UKE31,-1.13743359446277,53.53691681679876,South Yorkshire,DN5 9SW,"Ings Road, Bentley, Doncaster, South Yorkshire",Yorkshire and Humber,England,2015-02-06,,yes,,,Prosper Demulder Limited Anaerobic Digestion Plant (Waste AD) - extension,307,Prosper Demulder / ReFood,
1.8,Renewable energy,Solar,,Photovoltaics,BEIS,UKJ,UKJ2,UKJ21,-0.21524119617063,50.82808027829042,West Sussex,BN41 1WF,"Parker Steel Ltd, Fishgate Terminal, Basin Road South, Portslade",South East,England,2015-02-09,Roof,,,,ParkerSteel Shoreham Plant,6055,Larimin,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK4,UKK43,-4.44650017851918,50.91726863355054,Devon,,"East Youlstone, Devon",South West,England,2015-02-15,,,2.0,2,East Youlstone Wind Farm,4168,Airvolution Energy,
6.7,Renewable energy,Solar,,Photovoltaics,BEIS,UKL,UKL1,UKL14,-4.01839935309453,51.79527906069575,Dyfed,SA18 3TW,"E/O Saron Road, N/O Dyffryn Road, Saron, Ammanford, Dyfed",Wales,Wales,2015-02-15,Ground,,,,Saron Road solar park,2355,Anesco,
6.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.16474389678686,57.4534511058863,Grampian,,"Auchnagatt, Ellon, AB41 8YD",Scotland,Scotland,2015-02-16,,,2.3,3,Hill of Skilmafilly Cloffrickford (Denmore) Wind Farm,4170,SAC Environment And Design,
6.2,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK2,UKK23,-2.81921194181265,51.11285858819788,Somerset,TA7,"N/O Butleigh Drove,, Butleigh Drove, Pedwell, Bridgwater, Somerset",South West,England,2015-02-18,Ground,,,,Redlands Farm,1764,juwi Renewable Energies,
5.2,Renewable energy,Solar,,Photovoltaics,BEIS,UKH,UKH1,UKH17,1.03037216316683,52.60321043455559,Norfolk,NR9 4EG,Land to the East of Hardingham,Eastern,England,2015-02-19,Ground,,,,Hardingham Solar Farm - extension,2300,Solar Century/ Bluefield Solar,
4.8,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKC,UKC1,UKC12,-1.24694153610692,54.58150867739073,Cleveland,,"Forty Foot Road, Teeside",North East,England,2015-02-20,,no,,,Teeside Green Energy Plant (Waste AD),385,B F BIO GAS,
10.0,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK3,UKK30,-4.82126431540697,50.49557564102075,Cornwall,,St. BreockNorth CornwallCornwall,South West,England,2015-02-23,,,2.5,5,St. Breock Re-Power (Resubmission),4604,REG & Blackrock,
12.7,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK1,UKK14,-1.69833220839196,51.59780089342139,Wiltshire,SN6 7QG,"Roves Lane, Sevenhampton, Swindon",South West,England,2015-02-24,Ground,,,,Roves Farm (Solar) - resubmission,2049,Bluefield Solar,
20.4,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK2,UKK22,-1.88297465572379,50.86523736753299,Dorset,BH31 6JA,Manor Farm St Michaels Road Verwood Dorset,South West,England,2015-02-25,Ground,,,,Verwood Solar Farm,2109,Foresight,
68.0,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE13,-0.76368539028363,53.61179599898418,Humberside,,Near TeadbyNear ScunthorpeLincolnshire,Yorkshire and Humber,England,2015-02-26,,,2.0,34,Keadby Wind Farm,4260,Scottish and Southern Energy (SSE),
8.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKL,UKL1,UKL14,-4.52358077691599,52.10838665636068,Dyfed,,"Llwyn Ddu, Blaenporth, Cardigan",Wales,Wales,2015-02-26,Ground,,,,Llwyn Du Solar Farm,1827,Next Energy Solar Fund,
8.3,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK4,UKK43,-3.90816093569663,51.1312431770057,Devon,EX32 7JN,"Capelands Farm, Bratton Fleming, Barnstaple, Devon",South West,England,2015-02-27,Ground,,,,Capeland Farm,1943,juwi Renewable Energies,
15.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKL,UKL1,UKL11,-4.40465525247553,53.23334175280191,Isle of Anglesey,,Bryn yr Odyn,Wales,Wales,2015-02-28,Ground,,,,Bryn yr Odyn Solar Farm,2353,New Forest Energy Ltd,
7.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK1,UKK15,-2.16505787182556,51.54308022487094,Wiltshire,,"Land at Hullavington, Wiltshire",South West,England,2015-03-02,Ground,,,,Hullavington Solar Park,2384,Wessex Solar Energy,
68.0,Renewable energy,Bioenergy,Other bioenergy and renewable waste,,BEIS,UKE,UKE4,UKE45,-1.28188527856775,53.71641721379149,West Yorkshire,WF11 8SQ,"Ferrybridge C Power Station, PO Box 39, Stranglands Lane, Knottingley, West Yorkshire",Yorkshire and Humber,England,2015-03-08,,no,,,Ferrybridge Multifuel 1 (FM1),116,Scottish and Southern Energy (SSE),
4.4,Renewable energy,Solar,,Photovoltaics,BEIS,UKL,UKL1,UKL14,-4.99311036708937,51.9647006885636,Dyfed,,"Land west of Langton Farm, Dwrbach, Fishguard, Pembrokeshire",Wales,Wales,2015-03-12,Ground,,,,Langton Farm Solar park,1661,Lightsource Renewable Energy,
29.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.13237748130537,58.57926555125949,Highland,,"Stroupster, Caithness",Scotland,Scotland,2015-03-12,,,2.5,12,Hill of Stroupster Windfarm,4121,Greencoat UK Wind,
1.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKE,UKE4,UKE42,-1.39393272546128,53.87700645598432,West Yorkshire,LS23 6LY,"Wothersome Grange Farm House, Wothersome Grange, Thorner Lane, Bramham, Wetherby",Yorkshire and Humber,England,2015-03-12,,no,,,Wothersome Grange Farm House AD - crops,381,Private Developer,
6.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKJ,UKJ3,UKJ34,-1.26003783278289,50.71306129073443,Isle of Wight,PO33 4RW,"Ashlea Farm Solent Grange Nursing Home And Grange Farm, Staplers Road, Wootton Bridge, Ryde",South East,England,2015-03-13,Ground,,,,Grange Farm,1931,INRG Solar,
10.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKL,UKL1,UKL14,-5.01271131835955,51.66976695812069,Pembrokeshire,SA71 5TG,"Land at Hoplass Farm, Roscrowther",Wales,Wales,2015-03-13,Ground,,,,Hoplass Farm,5257,Kronos Solar,
4.1,Renewable energy,Solar,,Photovoltaics,BEIS,UKH,UKH1,UKH12,-0.07846750503925,52.3559680975268,Cambridgeshire,PE27 3,Land North Of Wiggin Hill Old Ramsey Road St Ives,Eastern,England,2015-03-14,Ground,,,,Wiggin Hill Solar Farm - Phase 2,1315,Lightsource Renewable Energy,
9.1,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK1,UKK15,-2.18559645100326,51.34222293380304,Wiltshire,BA14 7PJ,Land North Of Marsh Farm Marsh Road Hilperton Marsh Wiltshire,South West,England,2015-03-14,Ground,,,,Marsh Farm Hilperton,2373,Foresight,
13.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKJ,UKJ1,UKJ14,-1.2257804909769,51.84408445157347,Oxfordshire,OX5,Land At Rowles Farm Bletchingdon Oxfordshire,South East,England,2015-03-14,Ground,,,,Rowles Farm solar park,1671,United Photovoltaics,
6.8,Renewable energy,Solar,,Photovoltaics,BEIS,UKH,UKH1,UKH12,-0.07740796092478,52.35568111799288,Cambridgeshire,PE27 3L,Land North Of Wiggin Hill Old Ramsey Road St Ives,Eastern,England,2015-03-14,Ground,,,,Wiggin Hill Solar Farm - Phase 1,1865,Lightsource Renewable Energy,
5.7,Renewable energy,Solar,,Photovoltaics,BEIS,UKF,UKF1,UKF16,-1.08296242837006,52.99019963116733,Nottinghamshire,NG4 4GZ,"Former Gedling Colliery, Arnold Lane, Gedling, Nottinghamshire",East Midlands,England,2015-03-15,Ground,,,,Gedling Solar Farm,2377,Foresight,
4.4,Renewable energy,Solar,,Photovoltaics,BEIS,UKG,UKG1,UKG13,-1.73718330311948,52.21345353989554,Warwickshire,CV37 0RW,Burton Farm Bishopton Stratford-upon-Avon,West Midlands,England,2015-03-15,Ground,,,,Burton Farm,2157,Quercus Renewable Holding 2,
1.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKM,UKM9,UKM93,-4.63018440263681,55.59446169180864,Strathclyde,,Shewalton Road Riverside Business Park Irvine Ayrshire KA11 5AP,Scotland,Scotland,2015-03-15,,yes,,,GlaxoSmithKline (Waste AD),343,GlaxoSmithKline,
2.4,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK2,UKK22,-2.39515721486342,50.77558164838544,Dorset,,"Field B8 at Bourne Farm, adjacent to the Bourne Park Industrial Estates",South West,England,2015-03-15,Ground,,,,Bourne Farm,6062,Farm Power Apollo,
1.7,Renewable energy,Solar,,Photovoltaics,BEIS,UKJ,UKJ1,UKJ11,-1.02217345527371,51.40061468647727,Berkshire,,"Land North Of Goring Lane, Grazeley, Reading, Berkshire",South East,England,2015-03-15,Ground,,,,Pierces Farm - resubmission,1306,NextEnergy Capital,
3.6,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH15,1.09154437329392,52.69525600020252,Norfolk,NR9 5JF,"The Old Airfield, Airfield Lane, Weston Longville",Eastern,England,2015-03-15,,,1.8,2,Weston Airfield Wind Turbines,3354,Bernard Matthews,
1.3,Renewable energy,Solar,,Photovoltaics,BEIS,UKD,UKD4,UKD44,-3.01867041868494,53.90913869946044,Lancashire,,"Fleetwood Waste Water Treatment Works, Jameson Road, Fleetwood",North West,England,2015-03-15,Roof,,,,Fleetwood Water Treatment Works,5001,United Utilities,
8.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK4,UKK43,-3.76644220230752,50.38601509438511,Devon,,Coombeshead Farm Diptford,South West,England,2015-03-15,Ground,,,,Coombeshead Solar Farm,2331,Foresight,
1.5,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK2,UKK23,-3.08737384101915,50.99417393992392,Somerset,TA3,"Taunton Racecourse, Orchard Portman, Taunton, Somerset",South West,England,2015-03-15,,,,,Taunton Racecourse,1509,Green Hedge (BayWa r.e.),
5.0,Renewable energy,Solar,,Photovoltaics,BEIS,UKK,UKK1,UKK14,-1.75142141335377,51.61825456011427,Wiltshire,SN6 7RY,Land At Trenchard Road Stanton Fitzwarren Swindon,South West,England,2015-03-15,Ground,,,,Stanton solar park,2062,Quercus Renewable Holding 2,
7.7,Renewable energy,Solar,,Photovoltaics,BEIS,UKL,UKL1,UKL18,-3.94757095614681,51.70066127411293,Powys,SA5 7NN,Land at Abergelli Farm Felindre Swansea,Wales,Wales,2015-03-15,Ground,,,,Abergelli Glas Solar Farm,1953,Foresight,
