electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,address,region,country,commissioning_date,solar_mounting_type,chp,capacity_individual_turbine,number_of_turbines,site_name,uk_beis_id,operator,comment
58.5,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL14,-3.75069116872568,52.40502754025908,Dyfed,,"Canolbarth Forest,  Devils Bridge  Ceredigion",Wales,Wales,2005-01-25,,,1.5,39,Cefn Croes Wind Farm,2563,"Renewable Development Company Ltd, KENTECH Ltd",
1.6,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKG,UKG1,UKG12,-2.21529197733079,52.33436023713576,Hereford and Worcester,,Waresley HillRear of Unit 100Hartlebury trading EstateWorcsDY10 4JA,West Midlands,England,2005-02-02,,no,,,Waresley Landfill Site,654,Biffa,
2.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKK,UKK2,UKK23,-3.2095337601866,50.98753212893698,Somerset,,"Poole Landfill Site, Wellington, Somerset",South West,England,2005-02-17,,no,,,Poole Generation Plant,612,ENERGY DEVELOPMENTS (UK) LTD,
19.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-4.77458059137005,54.97041218573033,Dumfries and Galloway,,Artfield FellNear New LuceNX230670,Scotland,Scotland,2005-06-23,,,1.3,15,Artfield Fell,4518,Scottish and Southern Energy (SSE),
26.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.63607463465723,57.42534627005138,Grampian,,"Bognie Estate, Upper Milburn, Aberdeenshire",Scotland,Scotland,2005-07-22,,,1.3,20,Glens of Foudland,3311,Green Investment Bank  (Blackrock),
2.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM5,UKM50,-2.06042394381985,57.22053219949381,Grampian,,"Wester Hatton Landfill Site, Potterton, Aberdeen, AB23 8YY",Scotland,Scotland,2005-08-30,,no,,,Black Dog,629,FCC Environment,
90.0,Renewable energy,Wind,,Offshore,BEIS,UKJ,UKJ4,UKJ44,1.09381680476534,51.46061186535854,Offshore,,"Saltend, Thames Estuary, North Sea",Offshore,England,2005-10-09,,,3.0,30,Kentish Flats ,2492,Vattenfall,
2.7,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKF,UKF2,UKF22,-1.22678012049075,52.57279526591257,Leicestershire,,"Huncote Road, Narborough, Leicester, Leicestershire",East Midlands,England,2005-11-03,,no,,,Narborough Landfill,711,SITA UK,
2.5,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKN,UKN1,UKN16,-7.66394294786102,54.30732660616126,Co. Fermanagh,BT94 2FQ,"Balcas Timber Ltd, Laragh, Enniskillen, Co. Fermanagh",Northern Ireland,Northern Ireland,2005-11-14,,yes,,,Balcas Timber Biomass CHP Plant,33,Balcas Timber,
7.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM9,UKM95,-4.19455495172976,55.79118147857417,Strathclyde,,"Cathkin Landfill site. near to Rogerton, South Lanarkshire",Scotland,Scotland,2006-01-01,,no,,,South Cathkin Landfill Site,726,CLP Envirogas,
4.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM8,UKM84,-3.94501235846094,55.90502311886746,Strathclyde,,"Shanks Landfill Site, Meikle, Drumgray Road, Greengairs, Airdrie, Lanarkshire",Scotland,Scotland,2006-01-01,,no,,,Avondale,639,Shanks Avondale,
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ3,UKJ36,-1.52405481223248,50.99192880333267,Hampshire,SO51 6GA,"Salisbury Road, Shootash, Romsey, Hants",South East,England,2006-01-01,,no,,,Squabb Wood,644,Viridor,
16.7,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.63896407694376,57.66533075877045,Grampian,,"Boyndie Airfield, Banff",Scotland,Scotland,2006-01-02,,,2.0,8,Boyndie Airfield,4671,RDC Scotland Ltd/ Falck Renewables,
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ2,UKJ26,-0.32495829101616,51.13854652293985,Surrey,,Capel Landfill SiteCapelland adjacent to withdrawn MSW application site,South East,England,2006-01-02,,no,,,Capel Landfill,784,Hanson Brick Ltd,
18.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM93,-4.78948141559207,55.72248456999774,Strathclyde,,DalryAyrshire,Scotland,Scotland,2006-01-03,,,3.0,6,Wardlaw Wood,4691,Wind Prospect / Community Windpower,
20.0,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF2,UKF25,-0.64308194385562,52.36076152475803,Northamptonshire,IP2 8SJ,"Felaw Maltings, Felaw Street, Ipswich",East Midlands,England,2006-01-04,,,2.0,10,Burton Wold Windfarm,4672,Gravis Capital Management,
65.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-3.47620731486961,57.44615318521249,Grampian,,"Paul's Hill, Bowlingalloch, Moray, (area is also known as Ballindalloch)(14km west of Charlestown, 13km north of Granthon on Spey)",Scotland,Scotland,2006-01-04,,,2.3,28,Paul's Hill and Extension,4687,Fred Olsen Renewables,
90.0,Renewable energy,Wind,,Offshore,BEIS,UKD,UKD1,UKD11,-3.29828443799664,53.99146177462435,Offshore,,"7km Walney Island, near Barrow-in-Furness",Offshore,England,2006-01-04,,,3.0,30,Barrow ,2546,Orsted (formerly Dong Energy),
3.8,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKC,UKC2,UKC22,-1.75793456250881,54.95600082513803,Tyne and Wear,,"Longridge Road, Greenside, Tyne & Wear",North East,England,2006-01-05,,no,,,Burnhills Landfill (L5),705,SITA UK,
16.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD4,UKD44,-2.65401625099829,54.06982047997451,Lancashire,,"Littledale,CatonLancashire",North West,England,2006-01-06,,,2.0,8,Caton Moor Windfarm Repowering,3171,Hainsford Energy,
2.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH3,UKH32,0.24339999419448,51.50376294389784,Essex,,Sandy LaneAveleyPurfleeEssex,Eastern,England,2006-01-08,,no,,,Sandy Lane Landfill Scheme,506,Aveley Methane Ltd,
1.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL14,-5.06093314747679,51.72629727118919,Dyfed,,"Lodge Farm, Hubberston, Milford Haven",Wales,Wales,2006-01-08,,,1.0,1,Lodge Farm 1,3272,Private Developer,
7.5,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM6,UKM62,-4.7945753215645,57.32719415346828,Highland,,Fasnakyle Power StationCannichInverness-shire,Scotland,Scotland,2006-01-08,,,,,Fasnakyle Hydro Extension,390,Scottish and Southern Energy (SSE),
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKG,UKG1,UKG12,-2.0719469190454,52.38380977960955,Hereford and Worcester,,"Sandy Lane, Wildmoor, Bromsgrove, Worcestershire",West Midlands,England,2006-01-08,,no,,,Sandy Lane Generation Plant,560,ENERGY DEVELOPMENTS (UK) LTD/Cleanaway,
10.5,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN10,-7.6052129210177,54.63429454117852,Co. Tyrone,,Lough HillEast of DrumquinCounty Tyrone,Northern Ireland,Northern Ireland,2006-01-08,,,1.75,6,Lough Hill,4680,B9 / Renewable Energy Systems (RES),
16.4,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF3,UKF30,-0.22568354793132,52.73259186015178,Lincolnshire,,"Vine House Farm Worths Farm and Porters Farm, Deeping St Nicholas",East Midlands,England,2006-01-08,,,2.0,8,Deeping St Nicholas Wind Farm,3609,Wind Prospect Developments,
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM7,UKM72,-3.47244658150515,56.09848629306089,Fife,KY12 0RX,"A823, Dunfermline, Fife",Scotland,Scotland,2006-01-09,,no,,,Lochhead,683,Fife Council,
1.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ1,UKJ13,-0.55750563456464,51.58241255195955,Buckinghamshire,,"Springfield Farm, Gerrard Cross, Off Junction 12 of the M40",South East,England,2006-01-09,,no,,,Springfield Farm,640,ONYX,
72.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM77,-4.05893751096892,56.26982939352931,Stirling,,"Stirling,  2 km to the north of Braes of Doune",Scotland,Scotland,2006-01-09,,,2.0,36,Braes O'Doune,3119,Greencoat UK Wind,
14.4,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH17,0.73205194864608,52.62922104566882,Norfolk,,near HempnallSouth Norfolk,Eastern,England,2006-01-10,,,1.8,8,North Pickenham,4686,Foresight Group,
6.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ1,UKJ14,-1.25441047540803,51.63344199158411,Oxfordshire,,"Appleford Sidings, Abingdon, Oxfordshire",South East,England,2006-01-10,,no,,,Sutton Courtney,595,Waste Recycling Group,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.54012931089853,54.67115041808579,Cumbria,,"Eastman Chemical Workington Ltd, Siddick, Workington, Cumbria, CA14 1LG",North West,England,2006-01-10,,,2.0,2,"Eastman Chemicals, Workington",2935,,
4.6,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF3,UKF30,0.23842538904401,53.32128343647233,Lincolnshire,,"Mile Lane, Mablethorpe, Lincolnshire",East Midlands,England,2006-01-11,,,0.76,6,Bambers II,2715,,
5.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM65,-3.14921629315873,59.11755277457849,Orkney Islands,,"Evie, Orkney",Scotland,Scotland,2006-01-12,,,2.5,2,Burgar Hill,3307,Orkney Sustainable Energy,
3.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKC,UKC2,UKC23,-1.45152768906948,54.84379823481252,Tyne and Wear,DH4 4AU,"Houghton-le-Spring Landfill Site, The Quarry, Quarry Road",North East,England,2006-01-12,,no,,,Houghton-le-Spring Landfill Site,681,Biffa,
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM7,UKM73,-3.16450282836705,55.85557483311954,Lothian,,Near Roslin,Scotland,Scotland,2006-01-12,,no,,,Oatslie Landfill Gas,675,Waste Recycling Group,
1.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKF,UKF2,UKF25,-0.6338025155746,52.37593893962458,Northamptonshire,,"Cranford Landfill Site, Thrapston Lane, Cranford St. John Nr Kettering, Northamptonshire",East Midlands,England,2006-01-12,,no,,,Cranford,757,SITA UK,
3.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM64,-6.43832369855089,58.1766381962393,Western Isles,,"Nr Stornaway, Isle of Lewis",Scotland,Scotland,2006-01-12,,,1.3,3,Arnish Moor,3306,Arnish Electric Ltd / Farm Energy,
2.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH2,UKH25,-0.27031340104355,52.00298857114117,Bedfordshire,,Mill lane Arlesey LandfillArleseyBedfordshire,Eastern,England,2006-01-12,,no,,,Arlesey Landfill Gas (Extension),774,Waste Recycling Group,
24.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,-0.02924296499763,52.43053254717032,Cambridgeshire,,Land Adjacent to Broadpool FarmHigh Fen Straight DroveWarboysHuntingdon,Eastern,England,2006-01-12,,,2.0,12,Red Tile,3608,Wind Prospect Developments,
2.6,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.33753461230273,54.84032741698765,Durham,,High Sharpley and South Sharpley FarmsNear SeahamCounty Durham,North East,England,2006-01-12,,,1.3,2,High Sharpley Wind Farm,3092,REG Windpower (previously Cornwall Light & Power),
1.5,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ3,UKJ35,-1.28234458412055,50.96323175866416,Hampshire,,Fairoak LandfillEast Horten FarmMortimer LaneHampshire,South East,England,2006-04-24,,no,,,Fairoak Landfill,750,Renewable Power Generation Ltd,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM71,-2.89382759932393,56.48363348780396,Tayside,,"Baldovie Road, DundeeDundee",Scotland,Scotland,2006-05-20,,,2.0,2,Michelin Tyre Co Ltd - Dundee,4681,Ecotricity,
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD4,UKD46,-2.21985228860906,53.75086621109709,Lancashire,,"Bacup Road, Burnley, Lancashire",North West,England,2006-05-24,,no,,,Deerplay Landfill Site,576,CAIRD ENVIRONMENTAL LTD,
1.3,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKK,UKK2,UKK22,-2.30221924887959,50.8832484328618,Dorset,,"Lowbrook Farm, Belchalwell, Okeford Fitzpaine, Blandford Forum, Dorset",South West,England,2006-06-26,,no,,,Lowbrook Farm Anaerobic Digester (Farm AD),235,Biogas Nord,
3.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD4,UKD45,-2.80372518237435,53.75196727232794,Lancashire,,"Newton With Clifton, Freckleton, Preston, Lancashire",North West,England,2006-07-13,,no,,,Clifton Marsh Energy,706,SITA UK / Natural Power,
4.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD4,UKD44,-3.0166677951951,53.90315154358204,Lancashire,,"Jameson Road Landfill Site, Jameson Road, Fleetwood, Lancs",North West,England,2006-07-13,,no,,,Jameson Road,708,SITA UK,
120.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM94,-4.73190658424576,55.2568232665045,Strathclyde,,"Hadyard Hill, East of Girvan, South Ayrshire",Scotland,Scotland,2006-08-05,,,2.3,52,Hadyard Hill,3109,Scottish and Southern Energy (SSE),
2.7,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKL,UKL1,UKL16,-3.18214246253838,51.75573646561214,Gwent,,"Silent Valley Landfill Site, Waunlwyd Ebbw Vale",Wales,Wales,2006-11-03,,no,,,Silent Valley Landfill Scheme,601,NOVERA,
1.5,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH2,UKH23,-0.2979942301757,51.97685741675588,Hertfordshire,,Holwell SandpitNorth HertsSG5 3RT,Eastern,England,2006-11-15,,no,,,Hitchin,779,Biffa,
12.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.69151179833176,57.45110448923671,Grampian,,East DummuieHuntly,Scotland,Scotland,2007-01-01,,,1.75,7,Dummuie,3200,Tetro Energy Ltd (ECO2),
9.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN10,-7.60536576383446,54.64136221926664,Co. Tyrone,,"Lough HillCastle Craig, CurraghmacallDrummahon,",Northern Ireland,Northern Ireland,2007-01-02,,,1.5,6,Bin Mountain,3113,Greencoat UK Wind,
37.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM77,-4.09551403658025,56.07080669216217,Stirling,,"Hart Hill, Fintry, Stirling",Scotland,Scotland,2007-01-02,,,2.5,14,Earlsburn,3201,Falck Renewables,
4.5,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD4,UKD46,-2.30341961358588,53.7731537462706,Lancashire,,"Billington Road, Burnley, BB11 5QQ",North West,England,2007-01-02,,,1.5,3,New Barn Farm,4685,Private Developer,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,0.03732145884447,52.51058788937824,Cambridgeshire,,"Land North East Of Ransonmoor FarmBenwick RoadDoddingtonMarchCambridgeshire, PE15 0TY",Eastern,England,2007-01-05,,,2.0,2,Ranson Moor Wind Farm (Phase 2),2953,EcoGen Projects / Fenpower,
6.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,0.03137535147761,52.51266822998884,Cambridgeshire,,"Land North of ransonmoor Farm Benwick RoadDoddingtonCambs, Cambridgeshire, PE15 0TY",Eastern,England,2007-01-05,,,2.0,3,Ranson Moor (phase 1),2952,Fenpower Limited,
35.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKL,UKL2,UKL22,-3.40660954862483,51.38747051763357,South Glamorgan,CF62 4ZW,"Aberthaw Power Station, The Leys, Aberthaw Barry, Vale of Glamorgan",Wales,Wales,2007-01-05,,no,,,Aberthaw Power Station Biomass,1,RWE npower,
5.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKE,UKE4,UKE42,-1.446188000854,53.77046288244635,West Yorkshire,LS15 9AD,"Skelton Grange Landfill, Newham Road, Newham Green, Leeds",Yorkshire and Humber,England,2007-01-05,,no,,,Skelton Grange Landfill,680,Biffa,
18.2,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-4.04523555034371,55.22305358924802,Dumfries and Galloway,,MoniaiveDumfries,Scotland,Scotland,2007-01-05,,,1.3,14,Wether Hill,4519,Scottish Power/CRE Energy,
5.2,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.68813585215401,58.6023599683306,Highland,KW14 7YB,"Ex Navy Base Forss, Dounreay Thurso Caithness",Scotland,Scotland,2007-01-07,,,1.3,4,Forss Wind Farm (Extension),4679,Renewable Energy Systems (RES),
20.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.08860716918679,54.68629352257374,Co. Tyrone,,"Land approx 75m South of 141 Greencastle Road, Omagh",Northern Ireland,Northern Ireland,2007-01-07,,,2.5,8,Land approx 75m South of 141,3251,Private Developer,
1.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKE,UKE3,UKE31,-1.40703003735431,53.42602002342603,South Yorkshire,,"Rotherham, South Yorkshire",Yorkshire and Humber,England,2007-01-07,,no,,,Meadow Hall Power,772,Waste Recycling Group,
2.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKL,UKL1,UKL14,-4.95219888969563,51.85769336917251,Dyfed,,"Bowling Farm, Rudbaxton, Haverfordwest, Pembroke, Dyfed",Wales,Wales,2007-01-09,,no,,,Withyhedge Generation Plant,603,,
11.7,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.99955461451947,54.97018859388478,Co. Derry / Londonderry,,"Altahullion Wind Farm,Dungiven,Co. Londonderry",Northern Ireland,Northern Ireland,2007-01-09,,,1.3,9,Altahullion Phase II,3244,B9 Energy / RES,
23.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-6.45834126255276,57.42980838687878,Highland,,Ben AketilFeorligDunvegan,Scotland,Scotland,2007-01-09,,,2.3,10,Ben Aketil,3135,RDC Scotland (Renewable Development Co.),
10.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-3.06899246573068,55.16411825000381,Dumfries and Galloway,,Westerkirk,Scotland,Scotland,2007-01-10,,,2.5,4,Craig Wind Farm,4524,Craig Wind Farm Co,
18.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,0.12329137851664,52.56976867126139,Cambridgeshire,,MarchCambridgeshire,Eastern,England,2007-01-10,,,2.0,9,Stags Holt,3129,Powergen / Wind Prospects,
2.0,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKE,UKE2,UKE22,-0.75857315007812,54.27032209796239,North Yorkshire,,"South View Farm, Yatts, Pickering",Yorkshire and Humber,England,2007-01-10,,no,,,South View Farm,37,Bioflame,
3.0,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKM,UKM6,UKM62,-4.45056788183369,57.21350399930928,Highland,,River ELoch MhorLoch Ness,Scotland,Scotland,2007-01-11,,,,,River E Hydro Scheme,428,RWE npower,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM8,UKM84,-3.9032162650896,55.91199402192854,Strathclyde,ML6 7TT,"Greendykeside Farm, Longriggend, Airdrie, Lanarkshire",Scotland,Scotland,2007-01-11,,,2.0,2,Greendykeside,3236,A7 Energy,
1.3,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.23648635605709,53.74438948428574,Humberside,,"Hull Waste Water Treatment Works, Hull Road, Saltend, Hull, HU12",Yorkshire and Humber,England,2007-01-11,,,1.3,1,Saltend Wind Turbine,2942,Yorkshire Water,
8.8,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN15,-6.08061037579708,54.8042963546979,Co. Antrim,,"Wolf Bog, Tildarg, nr Ballyclare, Co. Antrim",Northern Ireland,Northern Ireland,2007-01-11,,,1.75,5,Wolf Bog Wind Farm,3242,B9 Energy / RES,
1.7,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK3,UKK30,-5.13164591629521,50.17727822535005,Cornwall,,"Roskrow Barton Farm, Roskrow, Penryn, Cornwall, TR10 9AP",South West,England,2007-01-12,,,0.85,2,Roskrow Wind Turbines,3233,REG Windpower (previously Cornwall Light and Power),
28.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.43224374570782,55.79922835717805,Borders,,LongformacusDunsBerwickshire,Scotland,Scotland,2007-02-14,,,1.3,22,Black Hill (Borders),3574,Renewable Energy Systems (RES),
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM7,UKM72,-3.13251953631133,56.29255572545638,Fife,KY15 7UL,"Lower Melville Wood Landfill Site, Landfill Site Lower Melville Wood, Cupar",Scotland,Scotland,2007-02-28,,no,,,Lower Melville Wood,697,Fife Council,
3.9,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.19119837969794,54.7895364231603,Cumbria,,High Pow FarmBoltons Low HousesNr. WigtonCumbria,North West,England,2007-03-15,,,1.3,3,High Pow Farm (Resubmission),4029,REG Windpower (previously Cornwall Light and Power),
35.2,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKC,UKC1,UKC12,-1.09672613890749,54.56735089385425,Cleveland,TS90 8WS,"Wilton International, PO Box 1985, Wilton, Middlesbrough, Cleveland",North East,England,2007-03-26,,no,,,Wilton International,35,UK Wood Recycling,
10.4,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.27464494028763,54.72308129254548,Cumbria,,Wharrels HillBothelCumbria,North West,England,2007-07-08,,,1.3,8,Wharrels Hill Wind Farm,2618,Wharrels Hill Windfarm Ltd/ National Windpower,
10.0,Renewable energy,Wind,,Offshore,BEIS,UKM,UKM6,UKM61,-2.88843107928327,58.252813183417,Offshore,,Beatrice Offshore Platform,Offshore,Scotland,2007-07-17,,,5.0,2,Beatrice Demonstrator,2485,Talisman Energy,
2.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.39328068314315,57.37610680003466,Grampian,,"Hill of Easterton, 1km North Of Mackies Ice Cream Dairy, Westertown, Rothienorman, Inverurie, AB51 8US",Scotland,Scotland,2007-07-31,,,1.0,2,Hill of Easterton Extension,4056,Mackies,
6.0,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK1,UKK11,-2.70272745122852,51.51663371366132,Avon,,Avonmouth Port,South West,England,2007-08-20,,,2.0,3,Avonmouth Port,3194,Bristol Port Authority,
3.9,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL12,-3.95758387641053,52.59509398122387,Gwynedd,,"Braich Ddu, Glanrafon Y Bala, Gwynedd",Wales,Wales,2007-08-31,,,1.3,3,Braich Ddu,4022,REG Windpower (previously Cornwall Light and Power),
90.0,Renewable energy,Wind,,Offshore,BEIS,UKD,UKD7,UKD74,-3.18492258450882,53.48818295117312,Offshore,,"Burbo Flats, Liverpool Bay, approximately 6.4km (4.0 miles) from the Sefton coastline and 7.2km (4.5 miles) from North Wirral.",Offshore,England,2007-10-18,,,3.6,25,Burbo Bank,2487,Orsted (formerly Dong Energy),
2.6,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKG,UKG2,UKG24,-2.2467248248976,52.87464799130405,Staffordshire,ST21 6JL,"Land Adjacent to Raleigh Ind. Estate, Sturbridge, Eccleshal",West Midlands,England,2007-12-09,,no,,,Eccleshall Biomass,58,Eccleshal Biomass,
322.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM8,UKM83,-4.27906064966285,55.68120708135579,Strathclyde,,"Eaglesham Moor, Whitelee Forest,  Fenwick Moor, East Kilbride, South of Glasgow",Scotland,Scotland,2007-12-14,,,2.3,140,Whitelee,3489,CRE Energy/ Scottish Power,
