electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,region,district,URE_id,as_of_year
34.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,złotoryjski,204,2019
24.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL515,Dolnośląskie,złotoryjski,203,2019
0.31,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,2824,2019
0.5,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,2842,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3212,2019
0.185,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3179,2019
0.04,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3177,2019
1.32,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3174,2019
1.752,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3173,2019
0.025,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3178,2019
0.025,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3180,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3181,2019
2.352,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3172,2019
4.1,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3171,2019
6.06,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3170,2019
0.037,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3169,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3196,2019
0.09,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3176,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3197,2019
0.016,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3175,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3198,2019
0.6,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3200,2019
6.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL411,Wielkopolskie,złotowski,3168,2019
0.499,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,Łódź,981,2019
2.799,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,Łódź,923,2019
0.111,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,Łódź,976,2019
0.124,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1260,2019
0.99,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1026,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1028,2019
0.99,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1027,2019
1.41,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1029,2019
0.03,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1030,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,960,2019
0.99,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1025,2019
0.11,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,926,2019
0.03,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1033,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1032,2019
0.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1022,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1023,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1031,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1024,2019
1.32,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1039,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1037,2019
0.005,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1036,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1035,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1034,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,939,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL714,Łódzkie,łaski,1038,2019
0.01,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL82,PL823,Podkarpackie,łańcucki,1819,2019
0.28,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL8,PL82,PL823,Podkarpackie,łańcucki,1818,2019
0.075,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3444,2019
0.99,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3481,2019
0.979,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3468,2019
0.135,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3453,2019
4.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3452,2019
1.6,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3451,2019
0.999,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3450,2019
14.28,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3449,2019
0.082,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3448,2019
0.205,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3447,2019
76.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3446,2019
0.015,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3445,2019
0.04,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3214,2019
0.199,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3442,2019
0.979,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3441,2019
0.165,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3218,2019
0.012,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3220,2019
0.018,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3225,2019
0.03,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3228,2019
0.99,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3482,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3440,2019
0.03,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL427,Zachodniopomorskie,łobeski,3443,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL84,PL842,Podlaskie,łomżyński,1934,2019
0.4,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL84,PL842,Podlaskie,łomżyński,1888,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL84,PL842,Podlaskie,łomżyński,1933,2019
0.711,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL84,PL842,Podlaskie,łomżyński,1932,2019
0.65,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL84,PL842,Podlaskie,łomżyński,1936,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL84,PL842,Podlaskie,łomżyński,1935,2019
0.999,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL9,PL92,PL925,Mazowieckie,łosicki,1478,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL715,Łódzkie,łowicki,1045,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL715,Łódzkie,łowicki,1047,2019
0.022,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL715,Łódzkie,łowicki,1046,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL715,Łódzkie,łowicki,1044,2019
0.996,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL715,Łódzkie,łowicki,1043,2019
0.6,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL7,PL71,PL715,Łódzkie,łowicki,1042,2019
0.035,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL715,Łódzkie,łowicki,919,2019
0.01,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL715,Łódzkie,łowicki,1048,2019
0.425,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,łukowski,713,2019
0.425,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,łukowski,712,2019
0.92,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,łukowski,714,2019
0.35,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,łukowski,715,2019
0.643,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,łukowski,716,2019
0.781,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,łukowski,717,2019
0.366,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,łukowski,718,2019
0.518,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,łukowski,719,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,łódzki,1250,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,łódzki,1251,2019
0.143,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,łódzki,979,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,łódzki,1254,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,łódzki,1253,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,łódzki wschodni,1054,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,łódzki wschodni,1053,2019
4.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,łódzki wschodni,1052,2019
3.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,łódzki wschodni,1051,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,łódzki wschodni,1050,2019
1.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,łódzki wschodni,1049,2019
0.141,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL711,Łódzkie,łódzki wschodni,1055,2019
0.63,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL715,Łódzkie,łęczycki,1041,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL715,Łódzkie,łęczycki,1040,2019
0.096,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Lubelskie,łęczyński,710,2019
0.599,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Lubelskie,łęczyński,711,2019
5.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL418,Wielkopolskie,Średzki,2865,2019
1.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL418,Wielkopolskie,średzki,2867,2019
5.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL418,Wielkopolskie,średzki,2864,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL418,Wielkopolskie,średzki,3132,2019
0.025,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL418,Wielkopolskie,średzki,3129,2019
0.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL418,Wielkopolskie,średzki,3131,2019
0.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL418,Wielkopolskie,średzki,3130,2019
5.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL418,Wielkopolskie,śremski,3133,2019
0.123,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL41,PL418,Wielkopolskie,śremski,2880,2019
0.03,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,157,2019
0.9,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,156,2019
1.233,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,31,2019
0.03,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,164,2019
0.005,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Lubelskie,świdnicki,740,2019
0.015,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Lubelskie,świdnicki,744,2019
0.024,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Lubelskie,świdnicki,743,2019
0.03,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Lubelskie,świdnicki,742,2019
0.007,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Lubelskie,świdnicki,741,2019
0.9,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,158,2019
0.38,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,163,2019
0.058,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,159,2019
0.107,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,161,2019
0.992,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,162,2019
0.999,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL8,PL81,PL814,Lubelskie,świdnicki,736,2019
0.995,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Lubelskie,świdnicki,737,2019
0.995,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Lubelskie,świdnicki,738,2019
0.022,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,52,2019
0.995,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Lubelskie,świdnicki,739,2019
0.02,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,165,2019
0.107,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,166,2019
0.2,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,61,2019
0.2,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL8,PL81,PL814,Dolnośląskie,świdnicki,160,2019
