Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Sector1,EfficiencySector1,ChargingEfficiencySector1,Sector2,EfficiencySector2,ChargingEfficiencySector2
,links H2 Fuel Cell_BE_1,4.27186443604486,1,BE,,,PEFC,HYD,0.7,0.5,1.05,0.6,0.6,30,7.5,6,0.2,0.44,0.083333333,0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_BE_2,2.13593221802243,1,BE,,,SOFC,HYD,0.75,14,7,0.075,0.075,300,19,12,0.3,0.54,1,0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_BE_3,1.06796610901122,1,BE,,,MCFC,HYD,0.725,24,14,0.065,0.065,600,31,18,0.35,0.49,4,0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_BE_4,0.533983054505608,1,BE,,,PAFC,HYD,0.675,7,3.5,0.25,0.25,200,15.5,9,0.25,0.39,0.5,0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_BE_5,0.266991527252804,1,BE,,,ALFC,HYD,0.75,4.5,2.25,0.375,0.375,100,10,6,0.3,0.49,100,0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_BE_6,0.133495763626402,1,BE,,,REFC,HYD,0.675,2.25,1.1,0.25,0.25,60,7.5,6,0.25,0.44,0.166666667,0,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_BE_1,1.00445252525854,1,BE,,,GTUR,HYD,0.24,0,0,0.092068966,0.092068966,1866.996374,868.0702473,0,0.172413793,0.11,0,0.6979286075,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_BE_2,0.502226262629269,1,BE,,,COMC,HYD,0.525,5,1,0.2482222222,0.2482222222,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_BE_3,0.251113131314634,1,BE,,,ICEN,HYD,0.49,0,0,1,1,,,0,0.3,0.49,0,0.489795918367347,,,,,,,,,,,,,,,,,,,,
,links Haber-Bosch_BE,0.0448363014081461,1,BE,,,HBBS,ELE,0.875,36,18,0.6,0.6,4000,37.5,30,0.6,0.6,12,0,,,,,,,,,,,,,,,,,,,,
,links V2G_BE,52580.46365,1,BE,,,BEVS,ELE,0.95,0,0,1,1,0,0,0,0,0.95,0,0,,,,,,,,,368063.24555,0,2276,0.95,,,,,,,,
,links ammonia cracker_BE,0.120672422993617,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links battery discharger_BE,14161.8334632552,1,BE,,,BATS,ELE,0.935,0,0,1,1,0,,0,0,,0,0,,,,,,,,,90725.5536171144,0.0008,5,0.935,,,,,,,,
,links methanolisation_BE,319.131301393674,1,BE,,,P2BS,ELE,0.5,24,12,0.03,0.03,500,15,17.5,0.35,0.35,4,0,,,,,,,,,,,,,,,,,,,,
,links nuclear_BE,240.934962000601,1,BE,,,STUR,NUC,0.34,4,4,0.008230453,0.009053498,69486.61591,2010.8879805,0,0.143415638,0.235,0,0.7551875645,,,,,,,,,,,,,,,,,,,,
,links urban central gas CHP_BE_1,397.873410250373,1,BE,,,COMC,GAS,0.537,4,1.33333333333333,0.0263089743333333,0.0263089743333333,80028.08,0,0,0.45,0.49025,1.33333333333333,0.446666666666667,back-pressure,1,0,397.873410250373,,,,,,,,,,,,,,,,
,links urban central gas CHP_BE_2,198.936705125187,1,BE,,,GTUR,GAS,0.4,5,1,0.085923077,0.085923077,112542.12,0,0,0.2,0.525,1,0.65,back-pressure,1.5,0,132.624470083458,,,,,,,,,,,,,,,,
,links urban central gas CHP_BE_3,99.4683525625934,1,BE,,,STUR,GAS,0.46,4,6,0.02,0.02,,,1.3,0.35,0.35,1,0,back-pressure,1.5,0,66.3122350417289,,,,,,,,,,,,,,,,
,links urban central gas CHP_BE_4,49.7341762812967,1,BE,,,ICEN,GAS,0.421,,,0.0572,0.0572,1200,85,0,0.8581,0.4063,0,0,back-pressure,2,0,24.8670881406483,,,,,,,,,,,,,,,,
,links urban central gas CHP CC_BE,0.35185191336188,1,BE,,,COMC,GAS,0.525,5,1,0.2482222222,0.2482222222,112542.12,0,0,0.4,0.525,1,0.45,back-pressure,1,0,0.35185191336188,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_BE_1,54.6794305415371,1,BE,,,STUR,BIO,0.266666666666667,2.66666666666667,2,0.016666667,0.018518519,10082.092482,389.9690275,0,0.376543209666667,0.25,0,0.955171567666667,back-pressure,1.5,0,36.4529536943581,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_BE_2,27.3397152707686,1,BE,,,ICEN,BIO,0.421,,,0.0572,0.0572,1200,85,0,0.8581,0.4063,0,0,back-pressure,2,0,13.6698576353843,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP CC_BE_1,1102.39555892394,1,BE,,,STUR,BIO,0.395,8,6,0.00456621,0.00456621,117242.17,0,0,0.3,0.395,7,0.95,back-pressure,1.5,0,734.93037261596,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP CC_BE_2,551.19777946197,1,BE,,,ICEN,BIO,0.421,,,0.0572,0.0572,1200,85,0,0.8581,0.4063,0,0,back-pressure,2,0,275.598889730985,,,,,,,,,,,,,,,,
,storage_units PHS_BE,1308,1,BE,,,HPHS,WAT,0.8,0,0,0.066666667,0.066666667,,,0,0,1,0,0,,,,,,,,,5709.99932761762,0,1308,0.8,,,,,,,,
,storage_units hydro_BE,12.7356687898089,1,BE,,,HDAM,WAT,0.8,0,0,0.0666666666666667,0.0666666666666667,,,0,0,1,0,0,,,,,,,,,104692.747862425,0,0,0.8,,,,,,,,
,links CCGT_BE_1,2518.81704999947,1,BE,,,COMC,GAS,0.525,5,1,0.0055710723,0.0055710723,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,,,,,,,
,links CCGT_BE_3,132.569318421025,1,BE,,,COMC,BIO,0.525,5,1,0.0852671756,0.0852671756,112542.12,0,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,,,,,,,
,links OCGT_BE_1,6756.12485390541,1,BE,,,GTUR,GAS,0.4,5,1,0.085923077,0.085923077,112542.12,0,0,0.2,0.525,1,0.65,,,,,,,,,,,,,,,,,,,,
,links OCGT_BE_3,375.340269661412,1,BE,,,GTUR,OIL,0.4,5,1,0.085923077,0.085923077,112542.12,0,0,0.2,0.525,1,0.65,,,,,,,,,,,,,,,,,,,,
,links OCGT_BE_5,375.340269661412,1,BE,,,GTUR,BIO,0.4,5,1,0.085923077,0.085923077,112542.12,0,0,0.2,0.525,1,0.65,,,,,,,,,,,,,,,,,,,,
,VPP_BE,35892.6927526532,1,BE,,,P2BS,ELE,1,0,0,1,1,0,0,0,0,,0,0,,,,,,,,,1339879.38284202,,35892.6927526532,,0,0,S_1,0.974,0.974,,,
