Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,Karolin 2,212.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mondi Świecie,211.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EC Łódź-3,205.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solina,198.0,1.0,PL,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EC Łódź-4,198.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zielona Góra,188.0,1.0,PL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaworzno 2,189.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nowa,177.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bydgoszcz 2,177.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EW Włocławek,168.0,1.0,PL,,,HROR,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Żydowo,165.0,1.0,PL,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blachownia,158.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EC Białystok,157.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Farma wiatrowa Biały Bór,145.0,1.0,PL,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gorzów 2,138.0,1.0,PL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Katowice,135.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pomorzany,134.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FW Jasna,132.0,1.0,PL,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EC Nowa Sarzyna,129.0,1.0,PL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Azoty Tarnów,125.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FW Margonin,120.0,1.0,PL,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FW Potegowo Zachód,118.0,1.0,PL,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Przyjaźń,114.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,International Paper Kwidzyn,112.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ZA Puławy,110.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FW Banie,106.0,1.0,PL,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tychy,106.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gdynia 3,105.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zakłady Chemiczne Police SA,95.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FW Potegowo,101.0,1.0,PL,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EC Rzeszów,101.0,1.0,PL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EC Toruń,101.0,1.0,PL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FW Marszewo,100.0,1.0,PL,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Czechnica,94.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dychów,90.0,1.0,PL,,,HPHS,WAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zofiówka,81.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FW Korytnica,83.0,1.0,PL,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zabrze,77.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gorzów,70.0,1.0,PL,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Konin,50.0,1.0,PL,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Karolin 1,49.0,1.0,PL,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FW EGL,41.0,1.0,PL,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_Solar,10643.0,,,,,,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_WIN,7607.0,,,,,,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
