Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,Kispesti Erőmű,109.0,1.0,HU,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Újpesti Erőmű,102.0,1.0,HU,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debreceni Kombináltciklusú Erőmű,95.0,1.0,HU,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ajkai Hőerőmű,93.0,1.0,HU,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EONSUM szabályozási központ,63.0,1.0,HU,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GREENuz-GREENERGY szabályozási központ,66.0,1.0,HU,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VPP szabályozási csoport,68.0,1.0,HU,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VEOLIA szabályozási központ,68.0,1.0,HU,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pécsi Erőmű,62.0,1.0,HU,,,STUR,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BUZSPVuz,61.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaposvár Keleti naperőmű,49.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaposvár Nyugati naperőmű,49.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nyíregyházi Kombináltciklusú Erőmű,47.0,1.0,HU,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TPUSPV,47.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pannongreen,44.0,1.0,HU,,,STUR,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hamburger Hungária,42.0,1.0,HU,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VPPPV szabályozó központ,6.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bakonyi Bioerőmű,28.0,1.0,HU,,,STUR,BIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tatabánya Erőmű,43.0,1.0,HU,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sopronkövesd szélerőműpark,23.0,1.0,HU,,,WTON,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bükkábrányi naperőmű,20.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MVMZG2uz,,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NYPAZPVuz,20.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HUGRPVuz,,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DUNAPVSZK,17.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALPIQ szabályzási csoport,17.0,1.0,HU,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tüskésréti Naperőmű (Pécs),10.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Győri AUDI naperőmű,10.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MOL DUFI naperőmű,6.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MOL Tiszaújváros MPK naperőmű,6.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tiszai Erőmű,864.0,1.0,HU,,,COMC,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oroszlányi Erőmű,220.0,1.0,HU,,,STUR,LIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SARFPV1uz,48.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SARFPV2uz,48.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AJKAPV,20.0,1.0,HU,,,PHOT,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_Solar,2536.0,,,,,,SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dispa-SET_WIN,300.0,,,,,,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
