10:00 - 11:00,315,,n/e,n/e,751,,6265,,429,,16,,n/e,n/e,n/e,n/e,629,,10,2,2006,,204,,n/e,n/e,n/e,n/e,948,,n/e,n/e,3807,,277,,0,,3651,
11:00 - 12:00,312,,n/e,n/e,751,,6935,,430,,16,,n/e,n/e,n/e,n/e,625,,66,3,1985,,220,,n/e,n/e,n/e,n/e,955,,n/e,n/e,3689,,276,,1,,3595,
12:00 - 13:00,313,,n/e,n/e,752,,7487,,430,,16,,n/e,n/e,n/e,n/e,586,,68,2,1873,,181,,n/e,n/e,n/e,n/e,902,,n/e,n/e,3054,,278,,3,,3370,
13:00 - 14:00,305,,n/e,n/e,752,,7777,,431,,16,,n/e,n/e,n/e,n/e,589,,70,1,1995,,178,,n/e,n/e,n/e,n/e,866,,n/e,n/e,2196,,297,,8,,2882,
14:00 - 15:00,304,,n/e,n/e,752,,9084,,432,,16,,n/e,n/e,n/e,n/e,589,,169,1,2202,,243,,n/e,n/e,n/e,n/e,922,,n/e,n/e,1103,,293,,14,,2529,
15:00 - 16:00,307,,n/e,n/e,753,,10336,,432,,16,,n/e,n/e,n/e,n/e,589,,194,1,2748,,344,,n/e,n/e,n/e,n/e,1099,,n/e,n/e,116,,282,,9,,2271,
16:00 - 17:00,317,,n/e,n/e,753,,11116,,429,,26,,n/e,n/e,n/e,n/e,589,,807,,4090,,634,,n/e,n/e,n/e,n/e,1216,,n/e,n/e,0,,275,,2,,2076,
17:00 - 18:00,329,,n/e,n/e,754,,11357,,430,,19,,n/e,n/e,n/e,n/e,590,,1134,,4439,,788,,n/e,n/e,n/e,n/e,1251,,n/e,n/e,0,,278,,2,,1992,
18:00 - 19:00,333,,n/e,n/e,754,,11579,,430,,26,,n/e,n/e,n/e,n/e,590,,1244,,4527,,761,,n/e,n/e,n/e,n/e,1274,,n/e,n/e,0,,274,,0,,2040,
19:00 - 20:00,335,,n/e,n/e,753,,11693,,427,,26,,n/e,n/e,n/e,n/e,590,,1007,,4235,,677,,n/e,n/e,n/e,n/e,1252,,n/e,n/e,0,,277,,0,,2061,
20:00 - 21:00,331,,n/e,n/e,754,,11336,,425,,21,,n/e,n/e,n/e,n/e,590,,702,,3513,,458,,n/e,n/e,n/e,n/e,1252,,n/e,n/e,0,,288,,0,,2328,
21:00 - 22:00,337,,n/e,n/e,753,,10991,,425,,16,,n/e,n/e,n/e,n/e,620,,106,1,2535,,286,,n/e,n/e,n/e,n/e,1197,,n/e,n/e,0,,313,,0,,2683,
22:00 - 23:00,340,,n/e,n/e,753,,9594,,424,,16,,n/e,n/e,n/e,n/e,635,,34,5,2129,,200,,n/e,n/e,n/e,n/e,1095,,n/e,n/e,0,,313,,0,,2941,
23:00 - 00:00,343,,n/e,n/e,751,,7595,,425,,26,,n/e,n/e,n/e,n/e,635,,0,566,2102,,102,,n/e,n/e,n/e,n/e,1097,,n/e,n/e,0,,322,,0,,3241,
00:00 - 01:00,347,,n/e,n/e,752,,6515,,427,,26,,n/e,n/e,n/e,n/e,635,,,687,1952,,104,,n/e,n/e,n/e,n/e,966,,n/e,n/e,0,,312,,0,,3351,
01:00 - 02:00,350,,n/e,n/e,752,,6313,,424,,26,,n/e,n/e,n/e,n/e,636,,,839,1784,,103,,n/e,n/e,n/e,n/e,965,,n/e,n/e,0,,302,,0,,2995,
02:00 - 03:00,349,,n/e,n/e,752,,6688,,422,,23,,n/e,n/e,n/e,n/e,634,,,838,1698,,103,,n/e,n/e,n/e,n/e,965,,n/e,n/e,0,,297,,0,,2529,
03:00 - 04:00,348,,n/e,n/e,751,,6894,,423,,26,,n/e,n/e,n/e,n/e,634,,,800,1721,,107,,n/e,n/e,n/e,n/e,993,,n/e,n/e,0,,296,,1,,2306,
04:00 - 05:00,346,,n/e,n/e,751,,7730,,424,,26,,n/e,n/e,n/e,n/e,635,,225,18,1894,,126,,n/e,n/e,n/e,n/e,1035,,n/e,n/e,0,,295,,2,,2227,
05:00 - 06:00,351,,n/e,n/e,751,,10703,,431,,26,,n/e,n/e,n/e,n/e,623,,181,4,2011,,239,,n/e,n/e,n/e,n/e,1357,,n/e,n/e,0,,281,,13,,2120,
06:00 - 07:00,345,,n/e,n/e,750,,12523,,434,,26,,n/e,n/e,n/e,n/e,628,,274,4,3135,,356,,n/e,n/e,n/e,n/e,1593,,n/e,n/e,48,,279,,7,,2302,
07:00 - 08:00,345,,n/e,n/e,749,,13098,,433,,16,,n/e,n/e,n/e,n/e,631,,625,1,3978,,538,,n/e,n/e,n/e,n/e,1687,,n/e,n/e,1254,,284,,5,,2199,
08:00 - 09:00,342,,n/e,n/e,747,,13211,,432,,26,,n/e,n/e,n/e,n/e,630,,553,1,3876,,483,,n/e,n/e,n/e,n/e,1724,,n/e,n/e,3353,,275,,3,,1917,
09:00 - 10:00,344,,n/e,n/e,748,,12881,,433,,21,,n/e,n/e,n/e,n/e,626,,35,1,3364,,369,,n/e,n/e,n/e,n/e,1729,,n/e,n/e,4839,,277,,2,,2190,
10:00 - 11:00,348,,n/e,n/e,750,,12014,,434,,16,,n/e,n/e,n/e,n/e,625,,62,3,2612,,343,,n/e,n/e,n/e,n/e,1709,,n/e,n/e,5104,,278,,1,,2616,
11:00 - 12:00,356,,n/e,n/e,751,,11151,,433,,16,,n/e,n/e,n/e,n/e,625,,62,3,2299,,306,,n/e,n/e,n/e,n/e,1691,,n/e,n/e,4944,,281,,0,,3184,
12:00 - 13:00,354,,n/e,n/e,751,,11151,,433,,16,,n/e,n/e,n/e,n/e,626,,62,3,2203,,236,,n/e,n/e,n/e,n/e,1647,,n/e,n/e,4651,,283,,0,,3529,
13:00 - 14:00,364,,n/e,n/e,753,,12453,,433,,20,,n/e,n/e,n/e,n/e,627,,63,3,2257,,324,,n/e,n/e,n/e,n/e,1675,,n/e,n/e,4109,,301,,0,,3648,
14:00 - 15:00,367,,n/e,n/e,751,,13162,,434,,16,,n/e,n/e,n/e,n/e,627,,311,3,2695,,392,,n/e,n/e,n/e,n/e,1716,,n/e,n/e,2023,,302,,0,,4019,
15:00 - 16:00,367,,n/e,n/e,751,,13962,,434,,26,,n/e,n/e,n/e,n/e,631,,708,3,3518,,578,,n/e,n/e,n/e,n/e,1783,,n/e,n/e,275,,312,,4,,4144,
16:00 - 17:00,371,,n/e,n/e,750,,14476,,434,,16,,n/e,n/e,n/e,n/e,629,,959,1,4817,,820,,n/e,n/e,n/e,n/e,1769,,n/e,n/e,0,,313,,3,,4154,
17:00 - 18:00,371,,n/e,n/e,751,,14387,,434,,17,,n/e,n/e,n/e,n/e,629,,830,1,4570,,689,,n/e,n/e,n/e,n/e,1731,,n/e,n/e,0,,315,,2,,4611,
18:00 - 19:00,375,,n/e,n/e,750,,14218,,434,,27,,n/e,n/e,n/e,n/e,630,,684,1,4530,,590,,n/e,n/e,n/e,n/e,1749,,n/e,n/e,0,,318,,0,,4760,
19:00 - 20:00,378,,n/e,n/e,751,,13534,,433,,17,,n/e,n/e,n/e,n/e,629,,200,1,3949,,410,,n/e,n/e,n/e,n/e,1701,,n/e,n/e,0,,319,,2,,5010,
20:00 - 21:00,378,,n/e,n/e,752,,12082,,433,,17,,n/e,n/e,n/e,n/e,630,,189,1,2738,,366,,n/e,n/e,n/e,n/e,1562,,n/e,n/e,0,,325,,3,,5229,
21:00 - 22:00,380,,n/e,n/e,752,,9555,,422,,16,,n/e,n/e,n/e,n/e,630,,3,11,2354,,317,,n/e,n/e,n/e,n/e,1426,,n/e,n/e,0,,342,,1,,5377,
22:00 - 23:00,368,,n/e,n/e,750,,7586,,423,,16,,n/e,n/e,n/e,n/e,629,,,508,2140,,106,,n/e,n/e,n/e,n/e,1166,,n/e,n/e,0,,338,,0,,5482,
23:00 - 00:00,365,,n/e,n/e,771,,5685,,422,,17,,n/e,n/e,n/e,n/e,630,,,402,2095,,114,,n/e,n/e,n/e,n/e,962,,n/e,n/e,0,,345,,0,,5418,
00:00 - 01:00,372,,n/e,n/e,752,,4808,,424,,26,,n/e,n/e,n/e,n/e,630,,0,597,1836,,113,,n/e,n/e,n/e,n/e,862,,n/e,n/e,0,,348,,0,,5551,
01:00 - 02:00,369,,n/e,n/e,763,,4385,,424,,26,,n/e,n/e,n/e,n/e,631,,0,602,1761,,113,,n/e,n/e,n/e,n/e,858,,n/e,n/e,0,,347,,0,,6000,
02:00 - 03:00,372,,n/e,n/e,763,,4035,,424,,26,,n/e,n/e,n/e,n/e,630,,0,762,1774,,112,,n/e,n/e,n/e,n/e,834,,n/e,n/e,0,,350,,1,,6321,
03:00 - 04:00,373,,n/e,n/e,753,,4215,,424,,16,,n/e,n/e,n/e,n/e,628,,0,910,1787,,113,,n/e,n/e,n/e,n/e,877,,n/e,n/e,0,,343,,0,,6422,
04:00 - 05:00,375,,n/e,n/e,768,,4870,,427,,17,,n/e,n/e,n/e,n/e,628,,0,630,1864,,114,,n/e,n/e,n/e,n/e,957,,n/e,n/e,0,,334,,1,,6425,
05:00 - 06:00,377,,n/e,n/e,764,,6483,,432,,16,,n/e,n/e,n/e,n/e,628,,150,16,2016,,224,,n/e,n/e,n/e,n/e,1076,,n/e,n/e,0,,318,,4,,6404,
06:00 - 07:00,374,,n/e,n/e,761,,8766,,434,,16,,n/e,n/e,n/e,n/e,627,,152,5,2564,,394,,n/e,n/e,n/e,n/e,1313,,n/e,n/e,20,,319,,2,,6587,
07:00 - 08:00,373,,n/e,n/e,757,,10225,,434,,16,,n/e,n/e,n/e,n/e,627,,321,4,4244,,560,,n/e,n/e,n/e,n/e,1502,,n/e,n/e,401,,313,,7,,6552,
08:00 - 09:00,374,,n/e,n/e,753,,10552,,433,,16,,n/e,n/e,n/e,n/e,626,,152,3,3793,,542,,n/e,n/e,n/e,n/e,1569,,n/e,n/e,1588,,319,,10,,6583,
09:00 - 10:00,376,,n/e,n/e,752,,10056,,432,,16,,n/e,n/e,n/e,n/e,627,,150,3,2647,,438,,n/e,n/e,n/e,n/e,1523,,n/e,n/e,3343,,339,,6,,6834,
10:00 - 11:00,377,,n/e,n/e,754,,9066,,430,,16,,n/e,n/e,n/e,n/e,623,,150,3,2317,,380,,n/e,n/e,n/e,n/e,1388,,n/e,n/e,4042,,338,,5,,7115,
11:00 - 12:00,376,,n/e,n/e,750,,7652,,422,,16,,n/e,n/e,n/e,n/e,625,,124,18,2336,,265,,n/e,n/e,n/e,n/e,1362,,n/e,n/e,4932,,347,,5,,7218,
12:00 - 13:00,377,,n/e,n/e,751,,6998,,420,,16,,n/e,n/e,n/e,n/e,625,,59,151,2316,,255,,n/e,n/e,n/e,n/e,1309,,n/e,n/e,4698,,343,,17,,7257,
13:00 - 14:00,380,,n/e,n/e,755,,8397,,422,,16,,n/e,n/e,n/e,n/e,625,,60,149,2508,,260,,n/e,n/e,n/e,n/e,1398,,n/e,n/e,3231,,347,,10,,7305,
14:00 - 15:00,382,,n/e,n/e,757,,10239,,439,,16,,n/e,n/e,n/e,n/e,625,,239,104,2581,,380,,n/e,n/e,n/e,n/e,1423,,n/e,n/e,1367,,346,,26,,6848,
15:00 - 16:00,381,,n/e,n/e,752,,11203,,431,,16,,n/e,n/e,n/e,n/e,625,,464,1,3691,,527,,n/e,n/e,n/e,n/e,1610,,n/e,n/e,189,,347,,28,,6405,
16:00 - 17:00,384,,n/e,n/e,751,,12036,,424,,16,,n/e,n/e,n/e,n/e,626,,916,1,5241,,950,,n/e,n/e,n/e,n/e,1737,,n/e,n/e,0,,348,,28,,6251,
17:00 - 18:00,379,,n/e,n/e,755,,12252,,424,,16,,n/e,n/e,n/e,n/e,626,,753,1,5068,,682,,n/e,n/e,n/e,n/e,1721,,n/e,n/e,0,,348,,28,,6051,
18:00 - 19:00,384,,n/e,n/e,754,,12334,,424,,19,,n/e,n/e,n/e,n/e,627,,756,1,4730,,631,,n/e,n/e,n/e,n/e,1761,,n/e,n/e,0,,348,,19,,6093,
19:00 - 20:00,382,,n/e,n/e,759,,12054,,424,,19,,n/e,n/e,n/e,n/e,625,,375,1,3313,,527,,n/e,n/e,n/e,n/e,1700,,n/e,n/e,0,,344,,24,,6048,
20:00 - 21:00,382,,n/e,n/e,751,,10652,,424,,16,,n/e,n/e,n/e,n/e,626,,203,2,2677,,397,,n/e,n/e,n/e,n/e,1506,,n/e,n/e,0,,346,,11,,6286,
21:00 - 22:00,390,,n/e,n/e,758,,8122,,422,,16,,n/e,n/e,n/e,n/e,626,,0,8,2346,,300,,n/e,n/e,n/e,n/e,1306,,n/e,n/e,0,,370,,14,,6664,
22:00 - 23:00,385,,n/e,n/e,752,,5621,,423,,22,,n/e,n/e,n/e,n/e,626,,0,262,2147,,268,,n/e,n/e,n/e,n/e,1184,,n/e,n/e,0,,377,,5,,6750,
23:00 - 00:00,384,,n/e,n/e,752,,4445,,420,,16,,n/e,n/e,n/e,n/e,626,,0,262,2037,,180,,n/e,n/e,n/e,n/e,1021,,n/e,n/e,0,,379,,4,,6651,
00:00 - 01:00,386,,n/e,n/e,751,,4023,,422,,16,,n/e,n/e,n/e,n/e,624,,0,263,1932,,121,,n/e,n/e,n/e,n/e,929,,n/e,n/e,0,,379,,2,,6675,
01:00 - 02:00,384,,n/e,n/e,760,,3950,,425,,16,,n/e,n/e,n/e,n/e,625,,0,582,1823,,120,,n/e,n/e,n/e,n/e,924,,n/e,n/e,0,,377,,0,,6519,
02:00 - 03:00,364,,n/e,n/e,753,,3932,,427,,16,,n/e,n/e,n/e,n/e,626,,0,635,1813,,128,,n/e,n/e,n/e,n/e,920,,n/e,n/e,0,,379,,0,,6260,
03:00 - 04:00,360,,n/e,n/e,753,,4017,,424,,16,,n/e,n/e,n/e,n/e,626,,0,363,1890,,138,,n/e,n/e,n/e,n/e,923,,n/e,n/e,0,,376,,0,,6285,
04:00 - 05:00,364,,n/e,n/e,756,,4473,,426,,16,,n/e,n/e,n/e,n/e,626,,0,50,1973,,169,,n/e,n/e,n/e,n/e,1032,,n/e,n/e,0,,359,,0,,6286,
05:00 - 06:00,371,,n/e,n/e,767,,6267,,435,,26,,n/e,n/e,n/e,n/e,626,,154,3,2157,,364,,n/e,n/e,n/e,n/e,1237,,n/e,n/e,0,,351,,0,,6511,
06:00 - 07:00,379,,n/e,n/e,768,,8016,,438,,16,,n/e,n/e,n/e,n/e,626,,418,3,3358,,463,,n/e,n/e,n/e,n/e,1395,,n/e,n/e,83,,354,,0,,6532,
07:00 - 08:00,386,,n/e,n/e,766,,8400,,437,,16,,n/e,n/e,n/e,n/e,626,,472,3,4266,,535,,n/e,n/e,n/e,n/e,1483,,n/e,n/e,1011,,345,,0,,6455,
08:00 - 09:00,359,,n/e,n/e,785,,8069,,435,,16,,n/e,n/e,n/e,n/e,625,,659,3,4075,,467,,n/e,n/e,n/e,n/e,1511,,n/e,n/e,3506,,348,,0,,6211,
09:00 - 10:00,381,,n/e,n/e,774,,7345,,433,,21,,n/e,n/e,n/e,n/e,626,,29,1,3091,,336,,n/e,n/e,n/e,n/e,1451,,n/e,n/e,6106,,346,,0,,5982,
10:00 - 11:00,391,,n/e,n/e,760,,6582,,429,,26,,n/e,n/e,n/e,n/e,627,,4,1,2558,,282,,n/e,n/e,n/e,n/e,1378,,n/e,n/e,7465,,349,,0,,5931,
11:00 - 12:00,396,,n/e,n/e,766,,6217,,422,,26,,n/e,n/e,n/e,n/e,630,,69,197,2416,,266,,n/e,n/e,n/e,n/e,1301,,n/e,n/e,7707,,351,,0,,5938,
12:00 - 13:00,399,,n/e,n/e,771,,6864,,423,,16,,n/e,n/e,n/e,n/e,631,,157,294,2519,,348,,n/e,n/e,n/e,n/e,1291,,n/e,n/e,7023,,350,,2,,5917,
13:00 - 14:00,399,,n/e,n/e,752,,7718,,425,,16,,n/e,n/e,n/e,n/e,630,,165,264,2711,,388,,n/e,n/e,n/e,n/e,1460,,n/e,n/e,5213,,357,,24,,5746,
14:00 - 15:00,397,,n/e,n/e,747,,9691,,426,,16,,n/e,n/e,n/e,n/e,631,,240,2,2767,,421,,n/e,n/e,n/e,n/e,1559,,n/e,n/e,2356,,346,,21,,5129,
15:00 - 16:00,402,,n/e,n/e,738,,12001,,424,,16,,n/e,n/e,n/e,n/e,632,,483,1,3958,,565,,n/e,n/e,n/e,n/e,1573,,n/e,n/e,322,,348,,11,,4477,
16:00 - 17:00,403,,n/e,n/e,637,,12947,,390,,21,,n/e,n/e,n/e,n/e,633,,812,1,5042,,725,,n/e,n/e,n/e,n/e,1592,,n/e,n/e,0,,356,,1,,4028,
17:00 - 18:00,404,,n/e,n/e,594,,12976,,415,,26,,n/e,n/e,n/e,n/e,634,,1001,1,5612,,898,,n/e,n/e,n/e,n/e,1628,,n/e,n/e,0,,361,,0,,3789,
18:00 - 19:00,394,,n/e,n/e,597,,13082,,424,,26,,n/e,n/e,n/e,n/e,632,,1002,1,5381,,1061,,n/e,n/e,n/e,n/e,1616,,n/e,n/e,0,,361,,2,,3736,
19:00 - 20:00,385,,n/e,n/e,598,,12933,,424,,26,,n/e,n/e,n/e,n/e,632,,673,1,4468,,624,,n/e,n/e,n/e,n/e,1579,,n/e,n/e,0,,353,,3,,3358,
20:00 - 21:00,394,,n/e,n/e,603,,11951,,423,,26,,n/e,n/e,n/e,n/e,632,,359,1,3264,,557,,n/e,n/e,n/e,n/e,1464,,n/e,n/e,0,,354,,3,,3063,
21:00 - 22:00,396,,n/e,n/e,602,,10514,,389,,16,,n/e,n/e,n/e,n/e,631,,0,110,2569,,450,,n/e,n/e,n/e,n/e,1208,,n/e,n/e,0,,369,,2,,2988,
22:00 - 23:00,397,,n/e,n/e,601,,8950,,334,,16,,n/e,n/e,n/e,n/e,631,,0,190,2131,,356,,n/e,n/e,n/e,n/e,1048,,n/e,n/e,0,,363,,1,,2812,
23:00 - 00:00,383,,n/e,n/e,594,,6549,,353,,26,,n/e,n/e,n/e,n/e,632,,2,37,2047,,279,,n/e,n/e,n/e,n/e,852,,n/e,n/e,0,,368,,0,,2773,
00:00 - 01:00,386,,n/e,n/e,589,,5817,,428,,16,,n/e,n/e,n/e,n/e,632,,3,36,1936,,231,,n/e,n/e,n/e,n/e,852,,n/e,n/e,0,,374,,0,,3045,
01:00 - 02:00,383,,n/e,n/e,581,,5583,,398,,26,,n/e,n/e,n/e,n/e,632,,4,141,1814,,191,,n/e,n/e,n/e,n/e,842,,n/e,n/e,0,,378,,0,,2750,
02:00 - 03:00,380,,n/e,n/e,580,,5774,,424,,19,,n/e,n/e,n/e,n/e,632,,4,142,1785,,201,,n/e,n/e,n/e,n/e,830,,n/e,n/e,0,,376,,0,,2516,
03:00 - 04:00,385,,n/e,n/e,583,,5820,,424,,16,,n/e,n/e,n/e,n/e,632,,4,140,1842,,201,,n/e,n/e,n/e,n/e,870,,n/e,n/e,0,,367,,0,,2532,
04:00 - 05:00,377,,n/e,n/e,579,,6108,,462,,16,,n/e,n/e,n/e,n/e,631,,5,38,1920,,207,,n/e,n/e,n/e,n/e,924,,n/e,n/e,0,,362,,0,,3010,
05:00 - 06:00,381,,n/e,n/e,581,,7608,,483,,26,,n/e,n/e,n/e,n/e,631,,182,,2309,,362,,n/e,n/e,n/e,n/e,999,,n/e,n/e,0,,358,,1,,3678,
06:00 - 07:00,370,,n/e,n/e,590,,9581,,489,,16,,n/e,n/e,n/e,n/e,628,,312,,3867,,429,,n/e,n/e,n/e,n/e,1123,,n/e,n/e,68,,361,,3,,3601,
07:00 - 08:00,374,,n/e,n/e,601,,10749,,488,,29,,n/e,n/e,n/e,n/e,629,,789,,4577,,632,,n/e,n/e,n/e,n/e,1155,,n/e,n/e,909,,358,,9,,3613,
08:00 - 09:00,386,,n/e,n/e,608,,10849,,485,,58,,n/e,n/e,n/e,n/e,626,,1283,,4746,,754,,n/e,n/e,n/e,n/e,1177,,n/e,n/e,2010,,353,,8,,3732,
09:00 - 10:00,392,,n/e,n/e,595,,10933,,481,,45,,n/e,n/e,n/e,n/e,626,,720,,4239,,597,,n/e,n/e,n/e,n/e,1137,,n/e,n/e,2610,,356,,12,,3692,
10:00 - 11:00,392,,n/e,n/e,596,,10968,,443,,16,,n/e,n/e,n/e,n/e,624,,251,,4547,,547,,n/e,n/e,n/e,n/e,1043,,n/e,n/e,2613,,361,,27,,3964,
11:00 - 12:00,396,,n/e,n/e,583,,10845,,432,,23,,n/e,n/e,n/e,n/e,624,,387,,4562,,521,,n/e,n/e,n/e,n/e,1010,,n/e,n/e,2257,,357,,21,,4041,
12:00 - 13:00,393,,n/e,n/e,589,,10899,,414,,23,,n/e,n/e,n/e,n/e,624,,100,,4270,,415,,n/e,n/e,n/e,n/e,1006,,n/e,n/e,1841,,355,,16,,4114,
13:00 - 14:00,396,,n/e,n/e,579,,10930,,384,,66,,n/e,n/e,n/e,n/e,623,,483,,4471,,557,,n/e,n/e,n/e,n/e,1178,,n/e,n/e,1134,,358,,23,,4027,
14:00 - 15:00,406,,n/e,n/e,585,,11430,,456,,80,,n/e,n/e,n/e,n/e,625,,756,,4626,,730,,n/e,n/e,n/e,n/e,1308,,n/e,n/e,568,,350,,27,,3904,
15:00 - 16:00,395,,n/e,n/e,595,,12058,,478,,56,,n/e,n/e,n/e,n/e,626,,916,,5035,,726,,n/e,n/e,n/e,n/e,1370,,n/e,n/e,89,,351,,29,,3884,
16:00 - 17:00,405,,n/e,n/e,586,,11814,,474,,26,,n/e,n/e,n/e,n/e,625,,1386,,5591,,1096,,n/e,n/e,n/e,n/e,1383,,n/e,n/e,0,,358,,27,,4080,
17:00 - 18:00,406,,n/e,n/e,588,,11787,,489,,25,,n/e,n/e,n/e,n/e,625,,1328,,5694,,811,,n/e,n/e,n/e,n/e,1394,,n/e,n/e,0,,355,,29,,4126,
18:00 - 19:00,403,,n/e,n/e,588,,11566,,550,,16,,n/e,n/e,n/e,n/e,625,,1123,,5372,,631,,n/e,n/e,n/e,n/e,1341,,n/e,n/e,0,,355,,30,,4048,
19:00 - 20:00,405,,n/e,n/e,587,,11267,,550,,16,,n/e,n/e,n/e,n/e,624,,645,,4312,,497,,n/e,n/e,n/e,n/e,1317,,n/e,n/e,0,,353,,30,,4063,
20:00 - 21:00,410,,n/e,n/e,584,,10192,,549,,16,,n/e,n/e,n/e,n/e,624,,499,,3434,,430,,n/e,n/e,n/e,n/e,1296,,n/e,n/e,0,,356,,30,,4125,
21:00 - 22:00,404,,n/e,n/e,596,,8131,,539,,16,,n/e,n/e,n/e,n/e,623,,353,,2967,,411,,n/e,n/e,n/e,n/e,1180,,n/e,n/e,0,,374,,30,,4317,
22:00 - 23:00,400,,n/e,n/e,592,,6765,,448,,26,,n/e,n/e,n/e,n/e,624,,289,199,2481,,266,,n/e,n/e,n/e,n/e,1038,,n/e,n/e,0,,375,,30,,4631,
23:00 - 00:00,401,,n/e,n/e,578,,5929,,424,,16,,n/e,n/e,n/e,n/e,624,,235,,2395,,259,,n/e,n/e,n/e,n/e,1436,,n/e,n/e,0,,376,,30,,4763,
00:00 - 01:00,398,,n/e,n/e,573,,5424,,445,,16,,n/e,n/e,n/e,n/e,624,,43,,2296,,223,,n/e,n/e,n/e,n/e,1351,,n/e,n/e,0,,376,,30,,4605,
01:00 - 02:00,397,,n/e,n/e,579,,5477,,454,,17,,n/e,n/e,n/e,n/e,624,,6,2,2159,,232,,n/e,n/e,n/e,n/e,1203,,n/e,n/e,0,,371,,30,,4358,
02:00 - 03:00,394,,n/e,n/e,572,,5278,,459,,16,,n/e,n/e,n/e,n/e,624,,7,2,2110,,232,,n/e,n/e,n/e,n/e,1116,,n/e,n/e,0,,373,,30,,4389,
03:00 - 04:00,393,,n/e,n/e,560,,5116,,429,,26,,n/e,n/e,n/e,n/e,624,,4,2,2026,,224,,n/e,n/e,n/e,n/e,1081,,n/e,n/e,0,,366,,30,,4371,
04:00 - 05:00,394,,n/e,n/e,564,,5245,,431,,16,,n/e,n/e,n/e,n/e,624,,3,1,2055,,216,,n/e,n/e,n/e,n/e,1352,,n/e,n/e,0,,368,,30,,3926,
05:00 - 06:00,390,,n/e,n/e,566,,6218,,436,,16,,n/e,n/e,n/e,n/e,624,,54,1,2265,,232,,n/e,n/e,n/e,n/e,1300,,n/e,n/e,0,,359,,30,,3460,
06:00 - 07:00,395,,n/e,n/e,576,,6751,,477,,16,,n/e,n/e,n/e,n/e,627,,96,,2775,,266,,n/e,n/e,n/e,n/e,1580,,n/e,n/e,14,,358,,30,,3440,
07:00 - 08:00,395,,n/e,n/e,560,,6765,,535,,16,,n/e,n/e,n/e,n/e,627,,145,,2928,,329,,n/e,n/e,n/e,n/e,1644,,n/e,n/e,233,,357,,30,,3549,
08:00 - 09:00,396,,n/e,n/e,564,,7361,,577,,26,,n/e,n/e,n/e,n/e,629,,266,,3524,,405,,n/e,n/e,n/e,n/e,1606,,n/e,n/e,717,,352,,30,,3813,
09:00 - 10:00,397,,n/e,n/e,559,,8197,,580,,26,,n/e,n/e,n/e,n/e,628,,507,,3023,,504,,n/e,n/e,n/e,n/e,1604,,n/e,n/e,1266,,354,,30,,3861,
10:00 - 11:00,395,,n/e,n/e,559,,8242,,509,,26,,n/e,n/e,n/e,n/e,627,,628,,2881,,510,,n/e,n/e,n/e,n/e,1607,,n/e,n/e,1506,,353,,30,,3886,
11:00 - 12:00,377,,n/e,n/e,562,,8638,,519,,26,,n/e,n/e,n/e,n/e,627,,798,,3098,,513,,n/e,n/e,n/e,n/e,1613,,n/e,n/e,1441,,349,,30,,3675,
12:00 - 13:00,377,,n/e,n/e,560,,8244,,496,,26,,n/e,n/e,n/e,n/e,629,,332,2,2906,,425,,n/e,n/e,n/e,n/e,1519,,n/e,n/e,1080,,347,,27,,3645,
