,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,47.1724-8.5174-CH,0.012,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.1724,8.5174
,47.6291-8.6533-CH,0.25,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunnehofenergie GmbH,47.6291,8.6533
,46.2274-7.3556-CH,0.11,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ville de Sion,46.2274,7.3556
,47.60899999999999-9.0651-CH,0.11,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ernst Fillinger,47.60899999999999,9.0651
,47.2174-8.1549-CH,0.24,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hawisa GmbH,47.2174,8.1549
,47.5069-7.7313-CH,0.249,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amt für Industrielle Betriebe AIB,47.5069,7.7313
,46.5319-8.355-CH,0.045,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hotel Grimselblick Kleinkraftwerk Gemmet,46.5319,8.355
,46.7905-7.1172-CH,0.115,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEP Villars-s-Glâne,46.7905,7.1172
,47.479-8.2184-CH,0.12,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Kläranlage Brugg-Birrfeld,47.479,8.2184
,46.51600000000001-6.6328-CH,0.16,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Service de l`eau,46.51600000000001,6.6328
,46.8827-9.8761-CH,0.0836,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Repower AG,46.8827,9.8761
,47.0456-9.4232-CH,0.023,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.0456,9.4232
,46.5376-6.3336-CH,0.01,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.5376,6.3336
,46.2274-7.3556-CH,0.125,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ville de Sion,46.2274,7.3556
,47.1992-7.9696-CH,0.65,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biogas Altishofen GmbH,47.1992,7.9696
,47.6667-8.9833-CH,0.0075,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.6667,8.9833
,47.3691-8.3111-CH,0.235,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franz Jordi,47.3691,8.3111
,46.55-9.8833-CH,0.1,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zweckgemeinschaft ARA Sax  Samedan / Bever,46.55,9.8833
,47.7472-8.7072-CH,0.2,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winzeler GmbH,47.7472,8.7072
,46.4914-7.5603-CH,0.075,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Licht- und Wasserwerk Adelboden AG (LWA),46.4914,7.5603
,47.4965-8.9533-CH,0.156,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sprenger Bioenergie-Gewinnung,47.4965,8.9533
,46.1524-8.9799-CH,0.03,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl Scherer,46.1524,8.9799
,47.4155-9.2548-CH,0.113,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bieri Energie GmbH Baar,47.4155,9.2548
,47.4183-8.6188-CH,0.06,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Flach,47.4183,8.6188
,47.5056-8.7241-CH,0.151,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nordstrom GmbH ,47.5056,8.7241
,47.3096-8.7203-CH,0.019,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.3096,8.7203
,47.2153-7.7961-CH,0.097,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Axpo Kompogas AG,47.2153,7.7961
,47.1685-8.0662-CH,0.205,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lampart A&D Biogas & Kompostierung,47.1685,8.0662
,46.4955-9.9013-CH,0.015,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.4955,9.9013
,47.1298-7.5584-CH,0.331,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kompogas Utzenstorf AG,47.1298,7.5584
,46.5998-6.6431-CH,0.1,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Services industriels de Lausanne (SiL),46.5998,6.6431
,47.1646-7.7986-CH,0.3,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biopower Schürch AG,47.1646,7.7986
,46.4914-7.5603-CH,0.0134,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.4914,7.5603
,46.2843-7.7992-CH,1.19,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augstbord Energie AG,46.2843,7.7992
,47.108-7.8303-CH,0.008,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.108,7.8303
,46.1842-8.8142-CH,0.02,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.1842,8.8142
,46.7739-7.5725-CH,0.83,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARA Thunersee,46.7739,7.5725
,46.525-7.0582-CH,0.18,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chabloz Energie SA,46.525,7.0582
,47.443-8.6736-CH,0.5,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BGL Bio Gas Lindau,47.443,8.6736
,46.7471-8.1994-CH,0.032,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Einwohnergemeinde Hasliberg,46.7471,8.1994
,46.7364-9.4056-CH,0.0461,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Cazis,46.7364,9.4056
,47.0456-9.4232-CH,0.0029,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.0456,9.4232
,46.172-7.0343-CH,0.052,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commune de Collonges,46.172,7.0343
,47.0047-9.5312-CH,0.068,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG Elektrizitätswerk Maienfeld,47.0047,9.5312
,47.4309-9.6345-CH,0.3,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zweckverband Abwasserwerk Rosenbergsau,47.4309,9.6345
,46.4821-6.778-CH,0.28,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Biogaz Sàrl,46.4821,6.778
,46.4821-6.778-CH,0.28,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georges Martin,46.4821,6.778
,46.684-6.5671-CH,0.014,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural person,46.684,6.5671
,47.0007-9.086-CH,0.03,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Glarus Süd,47.0007,9.086
,47.0978-9.0636-CH,0.89,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Technische Betriebe Glarus Nord (TBGN),47.0978,9.0636
,46.9899-9.5008-CH,0.12,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ortsgemeinde Valens,46.9899,9.5008
,46.8923-7.2277-CH,0.41,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Schnyder,46.8923,7.2277
,47.5018-9.4385-CH,0.787,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Morgental,47.5018,9.4385
,47.2476-9.1706-CH,1.8,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraftwerk Trempel AG,47.2476,9.1706
,47.2569-8.6989-CH,0.14,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZSA Pfannenstiel,47.2569,8.6989
,47.4017-8.4001-CH,0.38,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limeco,47.4017,8.4001
,47.4588-8.4366-CH,0.04,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kläranlageverband Buchs-Dällikon,47.4588,8.4366
,47.3212-8.381-CH,0.027,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.3212,8.381
,47.0326-9.4329-CH,0.083,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wasserversorgung Vilters-Wangs,47.0326,9.4329
,46.3181-6.9646-CH,0.06,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commune d'Aigle,46.3181,6.9646
,46.066-7.2183-CH,0.35,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Services Industriels de Bagnes (SIB),46.066,7.2183
,47.3207-7.8999-CH,0.09,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hansruedi Jerman,47.3207,7.8999
,46.6021-9.9597-CH,0.075,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ForzAgricula GmbH,46.6021,9.9597
,47.1917-8.682-CH,0.011,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.1917,8.682
,46.9135-7.9343-CH,0.0225,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.9135,7.9343
,47.0456-9.4232-CH,0.27,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Politische Gemeinde Mels, Elektrizitäts- & Wasserwerk",47.0456,9.4232
,47.011-8.6454-CH,0.526,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGRO Energie Schwyz AG,47.011,8.6454
,47.5578-8.8989-CH,0.325,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isento Wasserkraft AG,47.5578,8.8989
,46.7591-9.0485-CH,0.4,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Breil/Brigels Stromversorgung,46.7591,9.0485
,47.1253-8.3488-CH,0.035,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeindeverband ARA Oberseetal,47.1253,8.3488
,47.4153-7.0752-CH,0.5,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Prairie Biogaz,47.4153,7.0752
,46.6994-7.0103-CH,0.52,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meinrad Cotting & Fils SA,46.6994,7.0103
,47.1358-8.1915-CH,0.06,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeindeverband Abwasserreinigung Sempach-Neuenkirch,47.1358,8.1915
,47.5836-8.2488-CH,0.625,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kompogas Bioriko AG,47.5836,8.2488
,47.2153-7.7961-CH,0.032,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlossfabrik Heusser AG,47.2153,7.7961
,46.7761-7.1646-CH,0.08,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Association Gérine-Nesslera,46.7761,7.1646
,47.3717-8.6387-CH,0.175,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zweckverband VSFM / ARA Bachwis,47.3717,8.6387
,47.2062-8.6969-CH,0.065,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Richterswil,47.2062,8.6969
,47.5423-9.1499-CH,0.45,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thurkraftwerk AG,47.5423,9.1499
,46.9755-6.879-CH,0.012,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.9755,6.879
,47.2137-9.0259-CH,0.013,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.2137,9.0259
,46.1615-7.451-CH,0.2,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Administration communale,46.1615,7.451
,46.2146-9.0455-CH,0.05,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azienda Acqua Potabile,46.2146,9.0455
,46.312-7.8003-CH,0.6,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWKW Trinkwasserkraftwerke Niedergesteln AG ,46.312,7.8003
,47.06100000000001-7.3373-CH,0.11,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Stähli,47.06100000000001,7.3373
,47.471-9.4228-CH,0.09,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Watt Energie GmbH,47.471,9.4228
,46.6333-7.1573-CH,0.06,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chartreuse de la Valsainte,46.6333,7.1573
,47.0275-7.7453-CH,0.026,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural person,47.0275,7.7453
,47.0456-9.4232-CH,0.044,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Politische Gemeinde Mels, Elektrizitäts- & Wasserwerk",47.0456,9.4232
,46.7047-8.2288-CH,0.008,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.7047,8.2288
,46.8877-8.4173-CH,0.016,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.8877,8.4173
,46.2183-7.0032-CH,0.0004,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural person,46.2183,7.0032
,46.7452-9.776-CH,0.1,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARA Davos,46.7452,9.776
,46.4796-6.4599-CH,0.027,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.4796,6.4599
,46.8092-6.5504-CH,0.095,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karlen Frères,46.8092,6.5504
,47.2298-8.8388-CH,0.213,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Axpo Kompogas AG,47.2298,8.8388
,46.5752-6.5372-CH,0.01,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural person,46.5752,6.5372
,47.4622-8.9976-CH,0.106,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EW Sirnach AG,47.4622,8.9976
,47.2598-8.5978-CH,0.065,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeindeverwaltung Horgen,47.2598,8.5978
,46.9528-9.4773-CH,0.034,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ortsgemeinde Valens,46.9528,9.4773
,47.1667-8.3944-CH,0.425,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reusshof Naturenergie,47.1667,8.3944
,45.9983-7.176-CH,0.056,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commune De Liddes,45.9983,7.176
,47.4694-7.8725-CH,0.25,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biopower Nordwestschweiz AG,47.4694,7.8725
,46.9566-8.5147-CH,0.013,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.9566,8.5147
,46.8757-7.7957-CH,0.013,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural person,46.8757,7.7957
,47.4636-8.9638-CH,0.35,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,öko-energie gmbh riethof,47.4636,8.9638
,47.2298-8.8388-CH,0.18,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braendlin AG,47.2298,8.8388
,47.4397-8.44-CH,0.488,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martina & Simon Knoepfel,47.4397,8.44
,47.4397-8.44-CH,0.488,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGROGAS Furttal AG,47.4397,8.44
,46.8278-7.8599-CH,0.022,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.8278,7.8599
,46.312-7.8003-CH,0.34,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWKW Trinkwasserkraftwerke Niedergesteln AG ,46.312,7.8003
,47.2782-7.3695-CH,0.21,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bleue-Verte SA,47.2782,7.3695
,46.9223-7.8452-CH,0.06,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin und Stefan Götschi ,46.9223,7.8452
,47.0906-9.343-CH,0.065,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Seez,47.0906,9.343
,47.3531-9.3623-CH,0.06,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amt für Umweltschutz,47.3531,9.3623
,46.9843-8.3094-CH,0.0179,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.9843,8.3094
,46.9843-8.3094-CH,0.0127,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,46.9843,8.3094
,46.2886-7.5328-CH,0.099,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Société simple exploitation Mini-centrales,46.2886,7.5328
,47.276-8.914-CH,0.035,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinde Wald ZH/Klärwerk,47.276,8.914
,47.6593-8.8596-CH,0.06,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abwasserverband Stein am Rhein,47.6593,8.8596
,47.0505-8.3064-CH,0.783,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weiherhus-Kompost AG,47.0505,8.3064
,47.0882-7.7913-CH,0.021,1.0,CH,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juridical person,47.0882,7.7913
,46.9743-7.4828-CH,0.75,1.0,CH,,,Other or unspecified technology,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Wyss,46.9743,7.4828
,46.2274-7.3556-CH,0.088,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ville de Sion,46.2274,7.3556
,47.0262-8.9419-CH,0.035,1.0,CH,,,Other or unspecified technology,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bleicherei Streiff AG,47.0262,8.9419
