Fuel,Technology,Type / Class,Age bin,PowerCapacity,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,RampingCost,PartLoadMin,StartUpTime,CHPType,NoLoadCost_pu,MinEfficiency,CO2Intensity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
WHT,WHEN,,,0.4999999999,0.13,5,2.5,0.06,0.06,100,5,0.3,1.25,,,,,,,
SUN,SCSP,parabolic trough,,200,0.23,3,2,0.1,0.1,150,7.5,0.3,100,,,,,0.008,,
SUN,SCSP,parabolic trough,,199.9999999999,0.205,3,2,0.1,0.1,150,7.5,0.3,100,,,,,0.008,,
SUN,SCSP,parabolic trough,,50,0.205,3,2,0.1,0.1,150,7.5,0.3,100,,,,,0.008,,
SUN,SCSP,parabolic trough,,49.9999999999,0.18,3,2,0.1,0.1,150,7.5,0.3,100,,,,,0.008,,
SUN,SCSP,solar tower ,,200,0.23,2.5,1.75,0.14,0.14,150,7.5,0.3,100,,,,,0.005,,
SUN,SCSP,solar tower ,,199.9999999999,0.205,2.5,1.75,0.14,0.14,150,7.5,0.3,100,,,,,0.005,,
SUN,SCSP,solar tower ,,50,0.205,2.5,1.75,0.14,0.14,150,7.5,0.3,100,,,,,0.005,,
SUN,SCSP,solar tower ,,49.9999999999,0.18,2.5,1.75,0.14,0.14,150,7.5,0.3,100,,,,,0.005,,
SUN,SCSP,linear fresnel,,200,0.23,3.75,2.75,0.065,0.065,150,7.5,0.3,100,,,,,0.012,,
SUN,SCSP,linear fresnel,,199.9999999999,0.205,3.75,2.75,0.065,0.065,150,7.5,0.3,100,,,,,0.012,,
SUN,SCSP,linear fresnel,,50,0.205,3.75,2.75,0.065,0.065,150,7.5,0.3,100,,,,,0.012,,
SUN,SCSP,linear fresnel,,49.9999999999,0.18,3.75,2.75,0.065,0.065,150,7.5,0.3,100,,,,,0.012,,
ELE,BATS,,,5,0.935,0,0,1,1,0,0,0,0,,,,0,0.0008,5,0.935
ELE,BATS,,,4.9999999999,0.92,0,0,1,1,0,0,0,0,,,,0,0.0008,4.9999999999,0.92
ELE,BATS,,,0.1,0.92,0,0,1,1,0,0,0,0,,,,0,0.0008,0.1,0.92
ELE,BATS,,,0.0999999999,0.9,0,0,1,1,0,0,0,0,,,,0,0.0008,0.0999999999,0.9
OTH,P2BS,Power-to-Liquids,,200,0.5,24,12,0.03,0.03,500,17.5,0.35,4,,15,0.35,0,,,0.5
OTH,P2BS,Power-to-Liquids,,10,0.5,24,12,0.03,0.03,500,17.5,0.35,4,,15,0.35,0,,,0.5
OTH,DMFC,Direct Methanol Fuel Cell,,0.1,0.35,20.25,1.1,0.5,0.5,40,3.5,,0.166666667,,6,0.29,0,,,
OTH,DMFC,Direct Methanol Fuel Cell,,0.1,0.9,20.25,1.1,0.5,0.5,40,3.5,,0.166666667,back-pressure,6,0.29,0,,,
OTH,P2BS,Power-to-Chemicals,,500,0.55,48,39,0.0225,0.0225,1600,24,0.5,6,,18.75,0.4,0,,,0.55
OTH,P2BS,Power-to-Chemicals,,50,0.55,48,39,0.0225,0.0225,1600,24,0.5,6,,18.75,0.4,0,,,0.55
OTH,P2GS,Power-to-Gas,,100,0.6,24,19.5,5,5,800,14.5,0.45,3,,12,0.45,0,,,0.6
OTH,P2GS,Power-to-Gas,,1,0.6,24,19.5,5,5,800,14.5,0.45,3,,12,0.45,0,,,0.6
HYD,PEME,PEM Electrolyzer,,200,0.7,2.25,1,0.6,0.6,20,3.5,0.2,0.083333333,,6,0.55,0,,,0.7
HYD,PEME,PEM Electrolyzer,,1,0.7,2.25,1,0.6,0.6,20,3.5,0.2,0.083333333,,6,0.55,0,,,0.7
HYD,PEME,PEM Electrolyzer,,200,0.7,2.25,1,0.6,0.6,20,3.5,0.2,0.083333333,back-pressure,6,0.55,0,,,0.7
HYD,PEME,PEM Electrolyzer,,1,0.7,2.25,1,0.6,0.6,20,3.5,0.2,0.083333333,back-pressure,6,0.55,0,,,0.7
HYD,ALKE,Alkaline Electrolyzer,,100,0.65,7,4.5,0.175,0.175,100,9,0.3,1,,12.5,0.575,0,,,0.65
HYD,ALKE,Alkaline Electrolyzer,,1,0.65,7,4.5,0.175,0.175,100,9,0.3,1,,12.5,0.575,0,,,0.65
HYD,ALKE,Alkaline Electrolyzer,,100,0.925,7,4.5,0.175,0.175,100,9,0.3,1,back-pressure,12.5,0.575,0,,,0.925
HYD,ALKE,Alkaline Electrolyzer,,1,0.925,7,4.5,0.175,0.175,100,9,0.3,1,back-pressure,12.5,0.575,0,,,0.925
HYD,SOXE,Solid Oxide Electrolyzer,,100,0.85,14,7,0.06,0.06,400,15,0.4,2,,25,0.7,0,,,0.85
HYD,SOXE,Solid Oxide Electrolyzer,,0.1,0.85,14,7,0.06,0.06,400,15,0.4,2,,25,0.7,0,,,0.85
HYD,SOXE,Solid Oxide Electrolyzer,,100,1.075,14,7,0.06,0.06,400,15,0.4,2,extraction,25,0.7,0,,,1
HYD,SOXE,Solid Oxide Electrolyzer,,0.1,1.075,14,7,0.06,0.06,400,15,0.4,2,extraction,25,0.7,0,,,1
HYD,PEFC,Polymer Electrolyte Fuel Cell,,5,0.5,0.5,1.05,0.6,0.6,30,6,0.2,0.083333333,,7.5,0.44,0,,,
HYD,PEFC,Polymer Electrolyte Fuel Cell,,5,0.9,0.5,1.05,0.6,0.6,30,6,0.2,0.083333333,back-pressure,7.5,0.44,0,,,
HYD,SOFC,Solid Oxide Fuel Cell,,100,0.6,14,7,0.075,0.075,300,12,0.3,1,,19,0.54,0,,,
HYD,SOFC,Solid Oxide Fuel Cell,,100,0.9,14,7,0.075,0.075,300,12,0.3,1,extraction,19,0.54,0,,,
HYD,MCFC,Molten Carbonate Fuel Cell,,5,0.55,24,14,0.065,0.065,600,18,0.35,4,,31,0.49,0,,,
HYD,MCFC,Molten Carbonate Fuel Cell,,0.3,0.55,24,14,0.065,0.065,600,18,0.35,4,,31,0.49,0,,,
HYD,MCFC,Molten Carbonate Fuel Cell,,5,0.9,24,14,0.065,0.065,600,18,0.35,4,extraction,31,0.49,0,,,
HYD,MCFC,Molten Carbonate Fuel Cell,,0.3,0.9,24,14,0.065,0.065,600,18,0.35,4,extraction,31,0.49,0,,,
HYD,PAFC,Phosphoric Acid Fuel Cell,,5,0.45,7,3.5,0.25,0.25,200,9,0.25,0.5,,15.5,0.39,0,,,
HYD,PAFC,Phosphoric Acid Fuel Cell,,0.1,0.45,7,3.5,0.25,0.25,200,9,0.25,0.5,,15.5,0.39,0,,,
HYD,PAFC,Phosphoric Acid Fuel Cell,,5,0.9,7,3.5,0.25,0.25,200,9,0.25,0.5,back-pressure,15.5,0.39,0,,,
HYD,PAFC,Phosphoric Acid Fuel Cell,,0.1,0.9,7,3.5,0.25,0.25,200,9,0.25,0.5,back-pressure,15.5,0.39,0,,,
HYD,ALFC,Alkaline Fuel Cell,,0.5,0.55,4.5,2.25,0.375,0.375,100,6,0.3,100,,10,0.49,0,,,
HYD,ALFC,Alkaline Fuel Cell,,0.5,0.95,4.5,2.25,0.375,0.375,100,6,0.3,100,back-pressure,10,0.49,0,,,
HYD,REFC,Regenerative Fuel Cell,,1,0.45,2.25,1.1,0.25,0.25,60,6,0.25,0.166666667,,7.5,0.44,0,0.0005,1,0.45
HYD,REFC,Regenerative Fuel Cell,,1,0.9,2.25,1.1,0.25,0.25,60,6,0.25,0.166666667,back-pressure,7.5,0.44,0,0.0005,1,0.9
AMO,HBBS,Haber-Bosch,,500,0.75,36,18,0.6,0.6,4000,30,0.6,12,,37.5,0.6,0,,,
AMO,HBBS,Haber-Bosch,,10,0.75,36,18,0.6,0.6,4000,30,0.6,12,,37.5,0.6,0,,,
AMO,HBBS,Haber-Bosch,,500,1,36,18,0.6,0.6,4000,30,0.6,12,extraction,37.5,0.6,0,,,
AMO,HBBS,Haber-Bosch,,10,1,36,18,0.6,0.6,4000,30,0.6,12,extraction,37.5,0.6,0,,,
ELE,BEVS,Li-ion,,5000,0.9,0,0,1,1,0,1.05,0,0,,1.05,0.85,0,0.0001,5000,0.97
ELE,BEVS,Li-ion,,200,0.9,0,0,1,1,0,1.05,0,0,,1.05,0.85,0,0.0001,200,0.97
ELE,BEVS,Li-ion,,199.9999999999,0.9,0,0,1,1,0,1.05,0,0,,1.05,0.85,0,0.0001,199.9999999999,0.97
ELE,BEVS,Li-ion,,10,0.9,0,0,1,1,0,1.05,0,0,,1.05,0.85,0,0.0001,10,0.97
ELE,BEVS,Li-ion,,9.9999999999,0.9,0,0,1,1,0,1.05,0,0,,1.05,0.85,0,0.0001,9.9999999999,0.97
ELE,BEVS,Li-ion,,0.1,0.9,0,0,1,1,0,1.05,0,0,,1.05,0.85,0,0.0001,0.1,0.97
ELE,ASHP,Residential rural air heat pump,,0.012,1,0.125,0.125,1,1,0,0,0.15,0.0416666666666667,p2h,,1,0,,,
ELE,ASHP,Residential urban decentral air heat pump,,0.008,1,0.125,0.125,1,1,0,0,0.175,0.0416666666666667,p2h,,1,0,,,
ELE,ASHP,Services rural air heat pump,,0.05,1,0.175,0.175,0.9,0.9,0,0,0.2,0.166666666666667,p2h,,1,0,,,
ELE,ASHP,Services urban Decentral air heat pump,,0.04,1,0.175,0.175,0.925,0.79,2.5,0,0.325,0.125,p2h,,1,0,,,
ELE,ASHP,Urban central air heat pump,,10,1,0.375,0.375,0.6,0.6,125,0,0.3,0.75,p2h,,1,0,,,
ELE,GSHP,Residential rural ground heat pump,,0.012,1,0.125,0.125,0.8,0.8,0,0,0.2,0.25,p2h,,1,0,,,
ELE,GSHP,Services rural ground heat pump,,0.1,1,0.125,0.125,0.8,0.8,0,0,0.2,0.25,p2h,,1,0,,,
ELE,REHE,Residential rural resistive heater,,0.006,1,0,0,1,1,0,0,0.1,0,p2h,,1,0,,,
ELE,REHE,Residential urban decentral resistive heater,,0.004,1,0,0,1,1,0,0,0.1,0,p2h,,1,0,,,
ELE,REHE,Services rural resistive heater,,0.1,1,0,0,1,1,0,0,0.15,0,p2h,,1,0,,,
ELE,REHE,Services urban decentral resistive heater,,0.02,1,0,0,1,1,0,0,0.15,0,p2h,,1,0,,,
ELE,P2BS,urban central resistive heater,,0.006,1,0,0,1,1,0,0,0,0,,0,1,0,,,
ELE,P2BS,Residential rural resistive heater,,0.006,1,0,0,1,1,0,0,0,0,,0,1,0,,,
ELE,P2BS,Residential urban decentral resistive heater,,0.006,1,0,0,1,1,0,0,0,0,,0,1,0,,,
ELE,P2BS,services urban decentral resistive heater,,0.006,1,0,0,1,1,0,0,0,0,,0,1,0,,,
ELE,P2BS,services rural resistive heater,,0.006,1,0,0,1,1,0,0,0,0,,0,1,0,,,
