index,EL -> TR,EL -> MK,EL -> AL
2022-01-04 19:00:00+0000,0.0,0.0,79.0
2022-01-04 20:00:00+0000,0.0,2.0,114.0
2022-01-04 21:00:00+0000,0.0,1.0,110.0
2022-01-04 22:00:00+0000,0.0,0.0,78.0
2022-01-04 23:00:00+0000,0.0,1.0,125.0
2022-01-05 00:00:00+0000,0.0,0.0,92.0
2022-01-05 01:00:00+0000,0.0,0.0,32.0
2022-01-05 02:00:00+0000,0.0,0.0,20.0
2022-01-05 03:00:00+0000,0.0,0.0,19.0
2022-01-05 04:00:00+0000,0.0,0.0,6.0
2022-01-05 05:00:00+0000,0.0,0.0,1.0
2022-01-05 06:00:00+0000,0.0,0.0,34.0
2022-01-05 07:00:00+0000,0.0,46.0,123.0
2022-01-05 08:00:00+0000,0.0,206.0,234.0
2022-01-05 09:00:00+0000,0.0,310.0,307.0
2022-01-05 10:00:00+0000,0.0,337.0,323.0
2022-01-05 11:00:00+0000,0.0,373.0,326.0
2022-01-05 12:00:00+0000,0.0,322.0,280.0
2022-01-05 13:00:00+0000,0.0,183.0,206.0
2022-01-05 14:00:00+0000,0.0,81.0,139.0
2022-01-05 15:00:00+0000,0.0,55.0,118.0
2022-01-05 16:00:00+0000,0.0,9.0,96.0
2022-01-05 17:00:00+0000,0.0,0.0,71.0
2022-01-05 18:00:00+0000,0.0,3.0,105.0
2022-01-05 19:00:00+0000,0.0,28.0,158.0
2022-01-05 20:00:00+0000,0.0,8.0,109.0
2022-01-05 21:00:00+0000,0.0,0.0,80.0
2022-01-05 22:00:00+0000,0.0,0.0,83.0
2022-01-05 23:00:00+0000,0.0,1.0,52.0
2022-01-06 00:00:00+0000,0.0,0.0,19.0
2022-01-06 01:00:00+0000,0.0,0.0,4.0
2022-01-06 02:00:00+0000,0.0,0.0,9.0
2022-01-06 03:00:00+0000,0.0,0.0,3.0
2022-01-06 04:00:00+0000,0.0,0.0,46.0
2022-01-06 05:00:00+0000,0.0,4.0,57.0
2022-01-06 06:00:00+0000,0.0,105.0,100.0
2022-01-06 07:00:00+0000,0.0,517.0,329.0
2022-01-06 08:00:00+0000,0.0,621.0,415.0
2022-01-06 09:00:00+0000,0.0,499.0,362.0
2022-01-06 10:00:00+0000,0.0,424.0,318.0
2022-01-06 11:00:00+0000,0.0,300.0,242.0
2022-01-06 12:00:00+0000,0.0,401.0,300.0
2022-01-06 13:00:00+0000,0.0,329.0,242.0
2022-01-06 14:00:00+0000,0.0,531.0,340.0
2022-01-06 15:00:00+0000,0.0,680.0,442.0
2022-01-06 16:00:00+0000,0.0,512.0,384.0
2022-01-06 17:00:00+0000,0.0,415.0,339.0
2022-01-06 18:00:00+0000,0.0,325.0,277.0
2022-01-06 19:00:00+0000,0.0,44.0,127.0
2022-01-06 20:00:00+0000,0.0,108.0,125.0
2022-01-06 21:00:00+0000,0.0,5.0,26.0
2022-01-06 22:00:00+0000,0.0,12.0,87.0
2022-01-06 23:00:00+0000,0.0,0.0,3.0
2022-01-07 00:00:00+0000,0.0,0.0,15.0
2022-01-07 01:00:00+0000,0.0,0.0,0.0
2022-01-07 02:00:00+0000,0.0,0.0,0.0
2022-01-07 03:00:00+0000,0.0,0.0,0.0
2022-01-07 04:00:00+0000,0.0,0.0,0.0
2022-01-07 05:00:00+0000,0.0,0.0,0.0
2022-01-07 06:00:00+0000,0.0,0.0,0.0
2022-01-07 07:00:00+0000,0.0,0.0,0.0
2022-01-07 08:00:00+0000,0.0,0.0,0.0
2022-01-07 09:00:00+0000,0.0,0.0,0.0
2022-01-07 10:00:00+0000,0.0,0.0,0.0
2022-01-07 11:00:00+0000,0.0,0.0,0.0
2022-01-07 12:00:00+0000,0.0,0.0,0.0
2022-01-07 13:00:00+0000,0.0,0.0,0.0
2022-01-07 14:00:00+0000,0.0,0.0,0.0
2022-01-07 15:00:00+0000,0.0,0.0,0.0
2022-01-07 16:00:00+0000,0.0,0.0,1.0
2022-01-07 17:00:00+0000,0.0,0.0,0.0
2022-01-07 18:00:00+0000,0.0,0.0,0.0
2022-01-07 19:00:00+0000,0.0,0.0,71.0
2022-01-07 20:00:00+0000,0.0,6.0,150.0
2022-01-07 21:00:00+0000,0.0,0.0,91.0
2022-01-07 22:00:00+0000,0.0,0.0,106.0
2022-01-07 23:00:00+0000,0.0,1.0,106.0
2022-01-08 00:00:00+0000,0.0,0.0,56.0
2022-01-08 01:00:00+0000,0.0,0.0,43.0
2022-01-08 02:00:00+0000,0.0,0.0,22.0
2022-01-08 03:00:00+0000,0.0,0.0,10.0
2022-01-08 04:00:00+0000,0.0,0.0,45.0
2022-01-08 05:00:00+0000,0.0,0.0,37.0
2022-01-08 06:00:00+0000,0.0,0.0,8.0
2022-01-08 07:00:00+0000,0.0,0.0,29.0
2022-01-08 08:00:00+0000,0.0,1.0,106.0
2022-01-08 09:00:00+0000,0.0,0.0,95.0
2022-01-08 10:00:00+0000,0.0,1.0,103.0
2022-01-08 11:00:00+0000,0.0,0.0,111.0
2022-01-08 12:00:00+0000,0.0,0.0,105.0
2022-01-08 13:00:00+0000,0.0,0.0,94.0
2022-01-08 14:00:00+0000,0.0,0.0,92.0
2022-01-08 15:00:00+0000,0.0,0.0,70.0
2022-01-08 16:00:00+0000,0.0,0.0,67.0
2022-01-08 17:00:00+0000,0.0,0.0,59.0
2022-01-08 18:00:00+0000,0.0,0.0,75.0
2022-01-08 19:00:00+0000,0.0,0.0,55.0
2022-01-08 20:00:00+0000,0.0,2.0,156.0
2022-01-08 21:00:00+0000,0.0,18.0,215.0
2022-01-08 22:00:00+0000,0.0,12.0,194.0
2022-01-08 23:00:00+0000,0.0,9.0,184.0
2022-01-09 00:00:00+0000,0.0,0.0,81.0
2022-01-09 01:00:00+0000,0.0,0.0,12.0
2022-01-09 02:00:00+0000,0.0,0.0,1.0
2022-01-09 03:00:00+0000,0.0,0.0,0.0
2022-01-09 04:00:00+0000,0.0,0.0,11.0
2022-01-09 05:00:00+0000,0.0,0.0,51.0
2022-01-09 06:00:00+0000,0.0,0.0,90.0
2022-01-09 07:00:00+0000,0.0,0.0,41.0
2022-01-09 08:00:00+0000,0.0,0.0,7.0
2022-01-09 09:00:00+0000,0.0,0.0,0.0
2022-01-09 10:00:00+0000,0.0,0.0,27.0
2022-01-09 11:00:00+0000,0.0,0.0,57.0
2022-01-09 12:00:00+0000,0.0,0.0,53.0
2022-01-09 13:00:00+0000,0.0,0.0,43.0
2022-01-09 14:00:00+0000,0.0,0.0,46.0
2022-01-09 15:00:00+0000,0.0,0.0,39.0
2022-01-09 16:00:00+0000,0.0,0.0,6.0
2022-01-09 17:00:00+0000,0.0,0.0,5.0
2022-01-09 18:00:00+0000,0.0,0.0,29.0
2022-01-09 19:00:00+0000,0.0,0.0,63.0
2022-01-09 20:00:00+0000,0.0,0.0,101.0
2022-01-09 21:00:00+0000,0.0,4.0,147.0
2022-01-09 22:00:00+0000,0.0,14.0,159.0
2022-01-09 23:00:00+0000,0.0,0.0,108.0
2022-01-10 00:00:00+0000,0.0,0.0,63.0
2022-01-10 01:00:00+0000,0.0,0.0,46.0
2022-01-10 02:00:00+0000,0.0,0.0,35.0
2022-01-10 03:00:00+0000,0.0,0.0,16.0
2022-01-10 04:00:00+0000,0.0,0.0,20.0
2022-01-10 05:00:00+0000,0.0,0.0,18.0
2022-01-10 06:00:00+0000,0.0,14.0,6.0
2022-01-10 07:00:00+0000,0.0,361.0,178.0
2022-01-10 08:00:00+0000,0.0,343.0,140.0
2022-01-10 09:00:00+0000,0.0,293.0,109.0
2022-01-10 10:00:00+0000,0.0,224.0,68.0
2022-01-10 11:00:00+0000,0.0,208.0,56.0
2022-01-10 12:00:00+0000,0.0,217.0,79.0
2022-01-10 13:00:00+0000,0.0,209.0,79.0
2022-01-10 14:00:00+0000,0.0,194.0,104.0
2022-01-10 15:00:00+0000,0.0,165.0,116.0
2022-01-10 16:00:00+0000,0.0,159.0,125.0
2022-01-10 17:00:00+0000,0.0,130.0,111.0
2022-01-10 18:00:00+0000,0.0,108.0,115.0
2022-01-10 19:00:00+0000,0.0,70.0,136.0
2022-01-10 20:00:00+0000,0.0,92.0,171.0
2022-01-10 21:00:00+0000,0.0,69.0,190.0
2022-01-10 22:00:00+0000,0.0,19.0,156.0
2022-01-10 23:00:00+0000,0.0,170.0,209.0
2022-01-11 00:00:00+0000,0.0,100.0,157.0
2022-01-11 01:00:00+0000,0.0,79.0,152.0
2022-01-11 02:00:00+0000,0.0,72.0,156.0
2022-01-11 03:00:00+0000,0.0,61.0,172.0
2022-01-11 04:00:00+0000,0.0,36.0,145.0
2022-01-11 05:00:00+0000,0.0,7.0,119.0
2022-01-11 06:00:00+0000,0.0,205.0,151.0
2022-01-11 07:00:00+0000,0.0,460.0,272.0
2022-01-11 08:00:00+0000,0.0,478.0,257.0
2022-01-11 09:00:00+0000,0.0,435.0,214.0
2022-01-11 10:00:00+0000,0.0,351.0,187.0
2022-01-11 11:00:00+0000,0.0,311.0,155.0
2022-01-11 12:00:00+0000,0.0,299.0,157.0
2022-01-11 13:00:00+0000,0.0,303.0,155.0
2022-01-11 14:00:00+0000,0.0,311.0,163.0
2022-01-11 15:00:00+0000,0.0,413.0,169.0
2022-01-11 16:00:00+0000,0.0,441.0,229.0
2022-01-11 17:00:00+0000,0.0,422.0,236.0
2022-01-11 18:00:00+0000,0.0,367.0,211.0
2022-01-11 19:00:00+0000,0.0,369.0,236.0
2022-01-11 20:00:00+0000,0.0,395.0,224.0
2022-01-11 21:00:00+0000,0.0,416.0,295.0
2022-01-11 22:00:00+0000,0.0,317.0,278.0
2022-01-11 23:00:00+0000,0.0,339.0,302.0
2022-01-12 00:00:00+0000,0.0,325.0,300.0
2022-01-12 01:00:00+0000,0.0,274.0,277.0
2022-01-12 02:00:00+0000,0.0,255.0,255.0
2022-01-12 03:00:00+0000,0.0,291.0,266.0
2022-01-12 04:00:00+0000,0.0,332.0,299.0
2022-01-12 05:00:00+0000,0.0,288.0,270.0
2022-01-12 06:00:00+0000,0.0,575.0,363.0
2022-01-12 07:00:00+0000,0.0,740.0,424.0
2022-01-12 08:00:00+0000,0.0,639.0,363.0
2022-01-12 09:00:00+0000,0.0,537.0,329.0
2022-01-12 10:00:00+0000,0.0,507.0,307.0
2022-01-12 11:00:00+0000,0.0,567.0,343.0
2022-01-12 12:00:00+0000,0.0,595.0,342.0
2022-01-12 13:00:00+0000,0.0,541.0,333.0
2022-01-12 14:00:00+0000,0.0,404.0,264.0
2022-01-12 15:00:00+0000,0.0,573.0,343.0
2022-01-12 16:00:00+0000,0.0,352.0,227.0
2022-01-12 17:00:00+0000,0.0,321.0,229.0
2022-01-12 18:00:00+0000,0.0,311.0,251.0
2022-01-12 19:00:00+0000,0.0,332.0,362.0
2022-01-12 20:00:00+0000,0.0,419.0,393.0
2022-01-12 21:00:00+0000,0.0,452.0,406.0
2022-01-12 22:00:00+0000,0.0,344.0,290.0
2022-01-12 23:00:00+0000,0.0,215.0,243.0
2022-01-13 00:00:00+0000,0.0,115.0,193.0
2022-01-13 01:00:00+0000,0.0,114.0,171.0
2022-01-13 02:00:00+0000,0.0,180.0,195.0
2022-01-13 03:00:00+0000,0.0,231.0,232.0
2022-01-13 04:00:00+0000,0.0,266.0,210.0
2022-01-13 05:00:00+0000,0.0,349.0,302.0
2022-01-13 06:00:00+0000,0.0,525.0,274.0
2022-01-13 07:00:00+0000,0.0,620.0,313.0
2022-01-13 08:00:00+0000,0.0,663.0,355.0
2022-01-13 09:00:00+0000,0.0,525.0,272.0
2022-01-13 10:00:00+0000,0.0,390.0,234.0
2022-01-13 11:00:00+0000,0.0,494.0,315.0
2022-01-13 12:00:00+0000,0.0,552.0,339.0
2022-01-13 13:00:00+0000,0.0,458.0,282.0
2022-01-13 14:00:00+0000,0.0,426.0,264.0
2022-01-13 15:00:00+0000,0.0,452.0,269.0
2022-01-13 16:00:00+0000,0.0,453.0,304.0
2022-01-13 17:00:00+0000,0.0,417.0,348.0
2022-01-13 18:00:00+0000,0.0,292.0,294.0
2022-01-13 19:00:00+0000,0.0,73.0,184.0
2022-01-13 20:00:00+0000,0.0,130.0,249.0
2022-01-13 21:00:00+0000,0.0,153.0,242.0
2022-01-13 22:00:00+0000,0.0,125.0,216.0
2022-01-13 23:00:00+0000,0.0,74.0,208.0
2022-01-14 00:00:00+0000,0.0,12.0,160.0
2022-01-14 01:00:00+0000,0.0,2.0,126.0
2022-01-14 02:00:00+0000,0.0,0.0,80.0
2022-01-14 03:00:00+0000,0.0,0.0,81.0
2022-01-14 04:00:00+0000,0.0,1.0,56.0
2022-01-14 05:00:00+0000,0.0,14.0,133.0
2022-01-14 06:00:00+0000,0.0,147.0,165.0
2022-01-14 07:00:00+0000,0.0,241.0,221.0
2022-01-14 08:00:00+0000,0.0,65.0,117.0
2022-01-14 09:00:00+0000,0.0,0.0,57.0
2022-01-14 10:00:00+0000,0.0,0.0,67.0
2022-01-14 11:00:00+0000,0.0,0.0,61.0
2022-01-14 12:00:00+0000,0.0,0.0,56.0
2022-01-14 13:00:00+0000,0.0,0.0,29.0
2022-01-14 14:00:00+0000,0.0,0.0,25.0
2022-01-14 15:00:00+0000,0.0,0.0,20.0
2022-01-14 16:00:00+0000,0.0,0.0,67.0
2022-01-14 17:00:00+0000,0.0,0.0,86.0
2022-01-14 18:00:00+0000,0.0,0.0,95.0
2022-01-14 19:00:00+0000,0.0,1.0,106.0
2022-01-14 20:00:00+0000,0.0,11.0,70.0
2022-01-14 21:00:00+0000,0.0,41.0,117.0
2022-01-14 22:00:00+0000,0.0,62.0,154.0
2022-01-14 23:00:00+0000,0.0,137.0,215.0
2022-01-15 00:00:00+0000,0.0,56.0,161.0
2022-01-15 01:00:00+0000,0.0,12.0,131.0
2022-01-15 02:00:00+0000,0.0,10.0,124.0
2022-01-15 03:00:00+0000,0.0,17.0,149.0
2022-01-15 04:00:00+0000,0.0,7.0,153.0
2022-01-15 05:00:00+0000,0.0,17.0,180.0
2022-01-15 06:00:00+0000,0.0,101.0,222.0
2022-01-15 07:00:00+0000,0.0,236.0,279.0
2022-01-15 08:00:00+0000,0.0,564.0,452.0
2022-01-15 09:00:00+0000,0.0,536.0,431.0
2022-01-15 10:00:00+0000,0.0,446.0,376.0
2022-01-15 11:00:00+0000,0.0,436.0,378.0
2022-01-15 12:00:00+0000,0.0,396.0,353.0
2022-01-15 13:00:00+0000,0.0,310.0,284.0
2022-01-15 14:00:00+0000,0.0,155.0,188.0
2022-01-15 15:00:00+0000,0.0,199.0,184.0
2022-01-15 16:00:00+0000,0.0,298.0,281.0
2022-01-15 17:00:00+0000,0.0,171.0,231.0
2022-01-15 18:00:00+0000,0.0,160.0,237.0
2022-01-15 19:00:00+0000,0.0,176.0,272.0
2022-01-15 20:00:00+0000,0.0,155.0,261.0
2022-01-15 21:00:00+0000,0.0,251.0,341.0
2022-01-15 22:00:00+0000,0.0,244.0,308.0
2022-01-15 23:00:00+0000,0.0,202.0,258.0
2022-01-16 00:00:00+0000,0.0,56.0,172.0
2022-01-16 01:00:00+0000,0.0,11.0,151.0
2022-01-16 02:00:00+0000,0.0,11.0,162.0
2022-01-16 03:00:00+0000,0.0,9.0,173.0
2022-01-16 04:00:00+0000,0.0,4.0,172.0
2022-01-16 05:00:00+0000,0.0,0.0,149.0
2022-01-16 06:00:00+0000,0.0,5.0,188.0
2022-01-16 07:00:00+0000,0.0,4.0,185.0
2022-01-16 08:00:00+0000,0.0,15.0,168.0
2022-01-16 09:00:00+0000,0.0,90.0,239.0
2022-01-16 10:00:00+0000,0.0,75.0,166.0
2022-01-16 11:00:00+0000,0.0,44.0,135.0
2022-01-16 12:00:00+0000,0.0,25.0,137.0
2022-01-16 13:00:00+0000,0.0,1.0,65.0
2022-01-16 14:00:00+0000,0.0,2.0,12.0
2022-01-16 15:00:00+0000,0.0,13.0,5.0
2022-01-16 16:00:00+0000,0.0,65.0,48.0
2022-01-16 17:00:00+0000,0.0,63.0,83.0
2022-01-16 18:00:00+0000,0.0,141.0,163.0
2022-01-16 19:00:00+0000,0.0,7.0,77.0
2022-01-16 20:00:00+0000,0.0,4.0,70.0
2022-01-16 21:00:00+0000,0.0,84.0,191.0
2022-01-16 22:00:00+0000,0.0,102.0,225.0
2022-01-16 23:00:00+0000,0.0,8.0,96.0
2022-01-17 00:00:00+0000,0.0,0.0,110.0
2022-01-17 01:00:00+0000,0.0,0.0,58.0
2022-01-17 02:00:00+0000,0.0,0.0,66.0
2022-01-17 03:00:00+0000,0.0,0.0,37.0
2022-01-17 04:00:00+0000,0.0,0.0,6.0
2022-01-17 05:00:00+0000,0.0,1.0,70.0
2022-01-17 06:00:00+0000,0.0,131.0,155.0
2022-01-17 07:00:00+0000,0.0,287.0,247.0
2022-01-17 08:00:00+0000,0.0,226.0,215.0
2022-01-17 09:00:00+0000,0.0,157.0,209.0
2022-01-17 10:00:00+0000,0.0,197.0,231.0
2022-01-17 11:00:00+0000,0.0,212.0,210.0
2022-01-17 12:00:00+0000,0.0,180.0,183.0
2022-01-17 13:00:00+0000,0.0,137.0,162.0
2022-01-17 14:00:00+0000,0.0,86.0,143.0
2022-01-17 15:00:00+0000,0.0,94.0,136.0
2022-01-17 16:00:00+0000,0.0,5.0,95.0
2022-01-17 17:00:00+0000,0.0,4.0,113.0
2022-01-17 18:00:00+0000,0.0,7.0,135.0
2022-01-17 19:00:00+0000,0.0,0.0,113.0
2022-01-17 20:00:00+0000,0.0,16.0,160.0
2022-01-17 21:00:00+0000,0.0,24.0,144.0
2022-01-17 22:00:00+0000,0.0,30.0,136.0
2022-01-17 23:00:00+0000,0.0,171.0,198.0
2022-01-18 00:00:00+0000,0.0,36.0,140.0
2022-01-18 01:00:00+0000,0.0,3.0,99.0
2022-01-18 02:00:00+0000,0.0,1.0,88.0
2022-01-18 03:00:00+0000,0.0,0.0,61.0
2022-01-18 04:00:00+0000,0.0,0.0,67.0
2022-01-18 05:00:00+0000,0.0,4.0,112.0
2022-01-18 06:00:00+0000,0.0,305.0,250.0
2022-01-18 07:00:00+0000,0.0,491.0,302.0
2022-01-18 08:00:00+0000,0.0,495.0,294.0
2022-01-18 09:00:00+0000,0.0,417.0,273.0
2022-01-18 10:00:00+0000,0.0,387.0,266.0
2022-01-18 11:00:00+0000,0.0,494.0,318.0
2022-01-18 12:00:00+0000,0.0,528.0,333.0
2022-01-18 13:00:00+0000,0.0,520.0,329.0
2022-01-18 14:00:00+0000,0.0,297.0,193.0
2022-01-18 15:00:00+0000,0.0,227.0,165.0
2022-01-18 16:00:00+0000,0.0,183.0,159.0
2022-01-18 17:00:00+0000,0.0,172.0,194.0
2022-01-18 18:00:00+0000,0.0,165.0,222.0
2022-01-18 19:00:00+0000,0.0,45.0,222.0
2022-01-18 20:00:00+0000,0.0,90.0,211.0
2022-01-18 21:00:00+0000,0.0,139.0,215.0
2022-01-18 22:00:00+0000,0.0,138.0,204.0
2022-01-18 23:00:00+0000,0.0,151.0,276.0
2022-01-19 00:00:00+0000,0.0,54.0,205.0
2022-01-19 01:00:00+0000,0.0,21.0,142.0
2022-01-19 02:00:00+0000,0.0,3.0,107.0
2022-01-19 03:00:00+0000,0.0,9.0,133.0
2022-01-19 04:00:00+0000,0.0,3.0,174.0
2022-01-19 05:00:00+0000,0.0,37.0,198.0
2022-01-19 06:00:00+0000,0.0,88.0,113.0
2022-01-19 07:00:00+0000,0.0,1.0,13.0
2022-01-19 08:00:00+0000,0.0,85.0,151.0
2022-01-19 09:00:00+0000,0.0,132.0,169.0
2022-01-19 10:00:00+0000,0.0,86.0,155.0
2022-01-19 11:00:00+0000,0.0,56.0,135.0
2022-01-19 12:00:00+0000,0.0,5.0,89.0
2022-01-19 13:00:00+0000,0.0,0.0,1.0
2022-01-19 14:00:00+0000,0.0,0.0,0.0
2022-01-19 15:00:00+0000,0.0,0.0,0.0
2022-01-19 16:00:00+0000,0.0,0.0,0.0
2022-01-19 17:00:00+0000,0.0,0.0,0.0
2022-01-19 18:00:00+0000,0.0,0.0,0.0
2022-01-19 19:00:00+0000,0.0,0.0,0.0
2022-01-19 20:00:00+0000,0.0,0.0,2.0
2022-01-19 21:00:00+0000,0.0,1.0,26.0
2022-01-19 22:00:00+0000,0.0,1.0,37.0
2022-01-19 23:00:00+0000,0.0,7.0,108.0
2022-01-20 00:00:00+0000,0.0,0.0,83.0
2022-01-20 01:00:00+0000,0.0,0.0,67.0
2022-01-20 02:00:00+0000,0.0,0.0,92.0
2022-01-20 03:00:00+0000,0.0,0.0,67.0
2022-01-20 04:00:00+0000,0.0,0.0,18.0
2022-01-20 05:00:00+0000,0.0,0.0,0.0
2022-01-20 06:00:00+0000,0.0,3.0,12.0
2022-01-20 07:00:00+0000,0.0,6.0,25.0
2022-01-20 08:00:00+0000,0.0,183.0,171.0
2022-01-20 09:00:00+0000,0.0,206.0,236.0
2022-01-20 10:00:00+0000,0.0,206.0,275.0
2022-01-20 11:00:00+0000,0.0,216.0,288.0
2022-01-20 12:00:00+0000,0.0,184.0,273.0
2022-01-20 13:00:00+0000,0.0,103.0,218.0
2022-01-20 14:00:00+0000,0.0,273.0,268.0
2022-01-20 15:00:00+0000,0.0,272.0,266.0
2022-01-20 16:00:00+0000,0.0,19.0,133.0
2022-01-20 17:00:00+0000,0.0,1.0,106.0
2022-01-20 18:00:00+0000,0.0,1.0,118.0
2022-01-20 19:00:00+0000,0.0,0.0,84.0
2022-01-20 20:00:00+0000,0.0,3.0,168.0
2022-01-20 21:00:00+0000,0.0,68.0,211.0
2022-01-20 22:00:00+0000,0.0,44.0,155.0
2022-01-20 23:00:00+0000,0.0,42.0,136.0
2022-01-21 00:00:00+0000,0.0,4.0,117.0
2022-01-21 01:00:00+0000,0.0,0.0,66.0
2022-01-21 02:00:00+0000,0.0,0.0,26.0
2022-01-21 03:00:00+0000,0.0,0.0,38.0
2022-01-21 04:00:00+0000,0.0,6.0,70.0
2022-01-21 05:00:00+0000,0.0,0.0,0.0
2022-01-21 06:00:00+0000,0.0,89.0,1.0
2022-01-21 07:00:00+0000,0.0,202.0,10.0
2022-01-21 08:00:00+0000,0.0,176.0,0.0
2022-01-21 09:00:00+0000,0.0,187.0,2.0
2022-01-21 10:00:00+0000,0.0,258.0,47.0
2022-01-21 11:00:00+0000,0.0,218.0,55.0
2022-01-21 12:00:00+0000,0.0,169.0,60.0
2022-01-21 13:00:00+0000,0.0,35.0,0.0
2022-01-21 14:00:00+0000,0.0,1.0,0.0
2022-01-21 15:00:00+0000,0.0,3.0,0.0
2022-01-21 16:00:00+0000,0.0,11.0,0.0
2022-01-21 17:00:00+0000,0.0,0.0,0.0
2022-01-21 18:00:00+0000,0.0,0.0,0.0
2022-01-21 19:00:00+0000,0.0,0.0,0.0
2022-01-21 20:00:00+0000,0.0,0.0,0.0
