Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Sector1,EfficiencySector1,ChargingEfficiencySector1,Sector2,EfficiencySector2,ChargingEfficiencySector2
,links V2G_UK,19965.24684,1,UK,,,BEVS,ELE,0.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,,,,,,,,,139756.72787999996,0.0,2276.0,0.95,,,,,,,,
,links ammonia cracker_UK,0.0366646318963164,1,UK,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links battery discharger_UK,968.9186332489112,1,UK,,,BATS,ELE,0.935,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,1967.018051630739,0.0008,5.0,0.935,,,,,,,,
,links methanolisation_UK,0.1889968871363115,1,UK,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links nuclear_UK,10650.039233675434,1,UK,,,STUR,NUC,0.45,8.0,6.0,0.0007565441,0.0007565441,2000.0,0.0,0.0,0.2,0.45,7.0,0.0,,,,,,,,,,,,,,,,,,,,
,links urban central gas CHP_UK_1,3936.019931821729,1,UK,,,COMC,GAS,0.525,5.0,1.0,0.0055710723,0.0055710723,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,1.0,0.0,3936.019931821729,,,,,,,,,,,,,,,,
,links urban central gas CHP_UK_2,1968.0099659108648,1,UK,,,GTUR,GAS,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,1.5,0.0,1312.0066439405764,,,,,,,,,,,,,,,,
,links urban central gas CHP_UK_3,984.0049829554324,1,UK,,,STUR,GAS,1.0,24.0,24.0,0.003333333,0.003333333,,,0.0,0.5,1.0,12.0,0.0,,1.5,0.0,656.0033219702882,,,,,,,,,,,,,,,,
,links urban central gas CHP_UK_4,492.00249147771615,1,UK,,,ICEN,GAS,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,,2.0,0.0,246.00124573885807,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_UK_1,1406.4065886520668,1,UK,,,STUR,BIO,0.465,7.335,7.335,0.2300784034,0.2300784034,0.0,0.0,0.0,0.3,0.465,0.0,0.0,,1.5,0.0,937.6043924347111,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_UK_2,703.2032943260334,1,UK,,,ICEN,BIO,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,,2.0,0.0,351.6016471630167,,,,,,,,,,,,,,,,
,storage_units PHS_UK,440.0,1,UK,,,HPHS,WAT,0.86,0.0,0.0,0.6593406593,0.6593406593,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,,,,,,,6999.998469730104,0.0,440.0,0.86,,,,,,,,
,storage_units hydro_UK,221.5,1,UK,,,HDAM,WAT,0.85,0.0,0.0,0.3982300885,0.3982300885,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,,,,,,,149629.32576401604,0.0,0.0,0.85,,,,,,,,
,links CCGT_UK_1,31313.35069621927,1,UK,,,COMC,GAS,0.525,5.0,1.0,0.0012681653,0.0012681653,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links CCGT_UK_3,2722.9000605408064,1,UK,,,COMC,BIO,0.525,5.0,1.0,0.0055710723,0.0055710723,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links OCGT_UK_1,8266.67522933703,1,UK,,,GTUR,GAS,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
,links OCGT_UK_3,972.5500269808272,1,UK,,,GTUR,OIL,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
,links OCGT_UK_5,486.2750134904136,1,UK,,,GTUR,BIO,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
