Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Sector1,EfficiencySector1,ChargingEfficiencySector1,Sector2,EfficiencySector2,ChargingEfficiencySector2
,links H2 Fuel Cell_UK_5,0.001392741859221492,1,UK,,,ALFC,HYD,0.75,4.5,2.25,0.375,0.375,100.0,10.0,6.0,0.3,0.49,100.0,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_UK_6,0.000696370929610746,1,UK,,,REFC,HYD,0.675,2.25,1.1,0.25,0.25,60.0,7.5,6.0,0.25,0.44,0.166666667,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_UK_1,0.13740710392600583,1,UK,,,GTUR,HYD,0.24,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.6979286075,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_UK_2,0.06870355196300292,1,UK,,,COMC,HYD,0.525,5.0,1.0,0.2482222222,0.2482222222,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_UK_3,0.03435177598150146,1,UK,,,ICEN,HYD,0.49,0.0,0.0,1.0,1.0,,,0.0,0.3,0.49,0.0,0.489795918367347,,,,,,,,,,,,,,,,,,,,
,links Haber-Bosch_UK,121.97023017108894,1,UK,,,HBBS,ELE,0.875,36.0,18.0,0.6,0.6,4000.0,37.5,30.0,0.6,0.6,12.0,0.0,,,,,,,,,,,,,,,,,,,,
,links V2G_UK,183014.76269999996,1,UK,,,BEVS,ELE,0.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,,,,,,,,,1281103.3388999999,0.0,2276.0,0.95,,,,,,,,
,links ammonia cracker_UK,0.4119228279472376,1,UK,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links battery discharger_UK,14067.326963484908,1,UK,,,BATS,ELE,0.935,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,106644.16430832198,0.0008,5.0,0.935,,,,,,,,
,links methanolisation_UK,96.28898764119313,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links nuclear_UK,5284.07367808708,1,UK,,,STUR,NUC,0.395,8.0,6.0,0.0011953144,0.0011953144,117242.17,0.0,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,links residential rural air heat pump_UK,0.0690770734815712,1,UK,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links residential rural biomass boiler_UK,1.2358653387078102,1,UK,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links residential rural gas boiler_UK,8623.171335950914,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links residential rural ground heat pump_UK,2158.395928137077,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links residential rural resistive heater_UK,544.225823312276,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links residential urban decentral air heat pump_UK,10547.210025384866,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links residential urban decentral biomass boiler_UK,2077.5030015551292,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links residential urban decentral gas boiler_UK,44669.57951460727,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links residential urban decentral resistive heater_UK,6256.924075357494,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links services rural air heat pump_UK,0.0682418677300417,1,UK,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links services rural biomass boiler_UK,1.230545979157029,1,UK,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links services rural ground heat pump_UK,763.8381431004057,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links services rural resistive heater_UK,613.650297049699,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links services urban decentral air heat pump_UK,2803.711182846896,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links services urban decentral biomass boiler_UK,222.31423512380593,1,UK,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links services urban decentral gas boiler_UK,12590.287355543633,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links services urban decentral resistive heater_UK,3292.087509786742,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links urban central air heat pump_UK,1364.9117604513415,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links urban central gas CHP_UK_1,7718.3433550829295,1,UK,,,COMC,GAS,0.525,5.0,1.0,0.0013141176,0.0013141176,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,back-pressure,1.0,0.0,7718.3433550829295,,,,,,,,,,,,,,,,
,links urban central gas CHP_UK_2,3859.1716775414648,1,UK,,,GTUR,GAS,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,back-pressure,1.5,0.0,2572.7811183609765,,,,,,,,,,,,,,,,
,links urban central gas CHP_UK_3,1929.5858387707324,1,UK,,,STUR,GAS,0.41,8.0,6.0,0.0025693731,0.0025693731,35280.965,0.0,0.0,0.3,0.41,7.0,0.79,back-pressure,1.5,0.0,1286.3905591804883,,,,,,,,,,,,,,,,
,links urban central gas CHP_UK_4,964.7929193853662,1,UK,,,ICEN,GAS,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,back-pressure,2.0,0.0,482.3964596926831,,,,,,,,,,,,,,,,
,links urban central gas boiler_UK,5114.612791243341,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links urban central resistive heater_UK,31265.044786347335,1,UK,,,P2BS,ELE,0.55,48.0,39.0,0.0225,0.0225,1600.0,18.75,24.0,0.5,0.4,6.0,0.0,,,,,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_UK_1,1406.5495480211548,1,UK,,,STUR,BIO,0.405,24.0,24.0,0.0024326241,0.0024326241,200000.0,0.0,0.0,0.9,0.405,72.0,0.0,back-pressure,1.5,0.0,937.6996986807699,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_UK_2,703.2747740105774,1,UK,,,ICEN,BIO,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,back-pressure,2.0,0.0,351.6373870052887,,,,,,,,,,,,,,,,
,storage_units PHS_UK,440.0,1,UK,,,HPHS,WAT,0.86,0.0,0.0,0.6593406593,0.6593406593,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,,,,,,,6999.999912987054,0.0,440.0,0.86,,,,,,,,
,storage_units hydro_UK,221.5,1,UK,,,HDAM,WAT,0.85,0.0,0.0,0.3982300885,0.3982300885,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,,,,,,,156206.61054509113,0.0,0.0,0.85,,,,,,,,
,links CCGT_UK_1,10447.259418475041,1,UK,,,COMC,GAS,0.525,5.0,1.0,0.0012681653,0.0012681653,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links CCGT_UK_3,908.4573407369602,1,UK,,,COMC,BIO,0.525,5.0,1.0,0.012853855,0.012853855,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links OCGT_UK_1,11764.775098947366,1,UK,,,GTUR,GAS,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
,links OCGT_UK_3,1384.091188111455,1,UK,,,GTUR,OIL,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
,links OCGT_UK_5,692.0455940557275,1,UK,,,GTUR,BIO,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
