name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,p_init,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,overnight_cost,discount_rate,fom_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt
NL1 0  onwind-2010,NL1 0,PQ,,785.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.025336767894518924,0.0,True,2010,30.0,115719.822257147,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,785.0
NL1 0  solar-2010,NL1 0,PQ,,39.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.019243508710946107,0.0,True,2010,40.0,52359.079122601375,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,39.0
NL1 0  offwind-ac-2015,NL1 0,PQ,,129.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.025538794674147925,0.0,True,2015,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,129.0
NL1 0  onwind-2015,NL1 0,PQ,,1024.8400000000001,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.025584598603689182,0.0,True,2015,30.0,115719.822257147,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1024.8400000000001
NL1 0  solar-2015,NL1 0,PQ,,1436.26,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.01936325768534765,0.0,True,2015,40.0,52359.079122601375,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1436.26
NL1 0  offwind-ac-2020,NL1 0,PQ,,2102.5,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.0259780690147906,0.0,True,2020,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,2102.5
NL1 0  onwind-2020,NL1 0,PQ,,1209.6599999999999,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.025004432670645574,0.0,True,2020,30.0,115719.82225714701,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1209.6599999999999
NL1 0  solar-2020,NL1 0,PQ,,9582.17,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.020615582172580315,0.0,True,2020,40.0,52359.07912260138,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,9582.17
NL1 0  offwind-ac-2025,NL1 0,PQ,,111.5,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,offwind,0.02507900964510747,0.0,True,2025,30.0,207408.24037726465,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,111.5
NL1 0  onwind-2025,NL1 0,PQ,,1987.62,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.024194076317277727,0.0,True,2025,30.0,115719.82225714704,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1987.62
NL1 0  solar-2025,NL1 0,PQ,,7740.259999999998,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,solar,0.019416496593477876,0.0,True,2025,40.0,52359.07912260137,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,7740.259999999998
NL1 0 load,NL1 0,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010301500733,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 oil load,NL1 0 oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009748584365,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 co2 stored load,NL1 0 co2 stored,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009731438252,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 co2 sequestered load,NL1 0 co2 sequestered,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0090523932104,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 gas load,NL1 0 gas,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0104219973873,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 H2 load,NL1 0 H2,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0107457578288,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 battery load,NL1 0 battery,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0106921096763,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 EV battery load,NL1 0 EV battery,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0091696445547,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 land transport oil load,NL1 0 land transport oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0094509267205,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 residential rural heat load,NL1 0 residential rural heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010864701323,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 residential rural water tanks load,NL1 0 residential rural water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009961778088,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 services rural heat load,NL1 0 services rural heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010714306116,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 services rural water tanks load,NL1 0 services rural water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010623906625,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 residential urban decentral heat load,NL1 0 residential urban decentral heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009484439613,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 residential urban decentral water tanks load,NL1 0 residential urban decentral water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0094122302576,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 services urban decentral heat load,NL1 0 services urban decentral heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0109186904506,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 services urban decentral water tanks load,NL1 0 services urban decentral water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009184372195,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 urban central heat load,NL1 0 urban central heat,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0094310108943,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 urban central water tanks load,NL1 0 urban central water tanks,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0103879694057,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 biogas load,NL1 0 biogas,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.00940080263,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 solid biomass load,NL1 0 solid biomass,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0109073942385,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 solid biomass for industry load,NL1 0 solid biomass for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010350070254,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 gas for industry load,NL1 0 gas for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0095403525347,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 shipping methanol load,NL1 0 shipping methanol,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009559604037,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 shipping oil load,NL1 0 shipping oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009967778078,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 naphtha for industry load,NL1 0 naphtha for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.010235319954,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 kerosene for aviation load,NL1 0 kerosene for aviation,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0107267067033,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 process emissions load,NL1 0 process emissions,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.0109441964905,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 coal for industry load,NL1 0 coal for industry,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009165305352,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 agriculture machinery oil load,NL1 0 agriculture machinery oil,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009205759771,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
NL1 0 low voltage load,NL1 0 low voltage,PQ,,1000000.0,0.0,False,0.0,inf,,0.0,1.0,,,-inf,inf,0.0,1.0,load,3000.009560953961,0.0,True,0,inf,0.0,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,1000000.0
