Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Company
,KW Hastedt,155.0,1.0,DE,,,STUR,GAS,0.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,swb Erzeugung GmbH & Co. KG
,Egger Kraftwerk Brilon,13.5,1.0,DE,,,GTUR,GAS,0.3696,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Egger Holzwerkstoffe Brilon GmbH & Co. KG
,Burghausen 01 - GT,120.0,1.0,DE,,,COMC,GAS,0.5445,5.0,,,,,,,,,,,,,,350.0,,,,,,,,,,,Wacker Chemie AG
,Burghausen 01 - DT,50.0,1.0,DE,,,STUR,GAS,0.3619,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Wacker Chemie AG
,Industriepark Werk Gendorf,73.1,1.0,DE,,,STUR,GAS,0.3872,0.0,,,,,,,,,,,,,,,,,,,,,,,,,InfraServ GmbH & Co. Gendorf KG
,HKW Chemnitz  Nord II,57.2,1.0,DE,,,STUR,GAS,0.3696,0.0,,,,,,,,,,,,,,,,,,,,,,,,,eins - energie in sachsen GmbH & Co. KG
,Kraftwerk Dessau,39.0,1.0,DE,,,STUR,GAS,0.3806,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Fernwärmeversorgungs-GmbH Dessau
,Dormagen,586.0,1.0,DE,,,COMC,GAS,0.54,5.0,,,,,,,,,,,,,,480.0,,,,,,,,,,,RWE Generation SE
,Dortmund,26.0,1.0,DE,,,STUR,GAS,0.3894,0.0,,,,,,,,,,,,,,,,,,,,,,,,,RWE Generation SE
,HKW Dresden-Nossener Brücke,260.0,1.0,DE,,,COMC,GAS,0.5175,5.0,,,,,,,,,,,,,,455.0,,,,,,,,,,,DREWAG Stadtwerke Dresden GmbH
,HKW III/A,40.0,1.0,DE,,,STUR,GAS,0.3872,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Duisburg AG
,HKW III/B,234.0,1.0,DE,,,COMC,GAS,0.5625,5.0,,,,,,,,,,,,,,167.0,,,,,,,,,,,Stadtwerke Duisburg AG
,GuD,695.0,2.0,DE,,,COMC,GAS,0.5760000000000001,5.0,,,,,,,,,,,,,,75.0,,,,,,,,,,,Stadtwerke Düsseldorf AG
,GT,64.7,1.0,DE,,,GTUR,GAS,0.315,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Düsseldorf AG
,GT,66.7,1.0,DE,,,GTUR,GAS,0.3124,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Düsseldorf AG
,Gasblock,293.0,1.0,DE,,,STUR,GAS,0.3597,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Düsseldorf AG
,Werkskraftwerk Sappi Ehingen,4.0,1.0,DE,,,STUR,GAS,0.3597,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Sappi Ehingen GmbH
,Kombikraftwerk,46.6,1.0,DE,,,STUR,GAS,0.3773,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Stora Enso Sachsen GmbH
,Huntorf,321.0,1.0,DE,,,GTUR,GAS,0.3956,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Uniper Kraftwerke GmbH 
,HKW Eltmann,57.0,1.0,DE,,,STUR,GAS,0.3927,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Palm Power GmbH & Co. KG
,Emden Gas,433.0,1.0,DE,,,STUR,GAS,0.3553,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Statkraft Markets GmbH
,HKW Iderhoffstraße,11.0,1.0,DE,,,STUR,GAS,0.3806,1.0,,,,,,,,,,,,,,,,,,,,,,,,,SWE Energie GmbH
,HKW Erfurt-Ost,109.1,2.0,DE,,,COMC,GAS,0.56925,5.0,,,,,,,,,,,,,,264.0,,,,,,,,,,,SWE Energie GmbH
,HKW Erlangen,21.6,1.0,DE,,,COMC,GAS,0.5625,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Erlanger Stadtwerke AG
,HKW Erlangen,6.7,1.0,DE,,,COMC,GAS,0.603,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Erlanger Stadtwerke AG
,Heizkraftwerk FFO,48.0,1.0,DE,,,COMC,GAS,0.5265,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Frankfurt (Oder) GmbH
,HKW Niederrad,126.0,2.0,DE,,,STUR,GAS,0.3894,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,Mainova AG
,HKW West,99.0,1.0,DE,,,STUR,GAS,0.3784,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Mainova AG
,GuD Anlage WVK,38.6,1.0,DE,,,COMC,GAS,0.531,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Rhodia Acetow GmbH
,Heizkraftwerk Gera-Nord,74.0,1.0,DE,,,STUR,GAS,0.3806,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Energieversorgung Gera GmbH
,HKW Göttingen,18.8,1.0,DE,,,STUR,GAS,0.3828,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Georg-August-Universität Göttingen Stiftung Öffentlichen Rechts
,"HKW ""Helmshäger Berg""",14.7,1.0,DE,,,GTUR,GAS,0.3696,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Greifswald GmbH
,Kraftwerk Grenzach-Wyhlen,30.0,1.0,DE,,,STUR,GAS,0.4037,0.0,,,,,,,,,,,,,,,,,,,,,,,,,KGW - Kraftwerk Grenzach-Wyhlen GmbH
,Staudinger,572.0,1.0,DE,,,STUR,GAS,0.3597,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Uniper Kraftwerke GmbH 
,Energiezentrum Mohn Media,25.0,1.0,DE,,,STUR,GAS,0.3784,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Mohn Media Mohndruck GmbH
,Heizkraftwerk Hagen-Kabel,230.0,1.0,DE,,,STUR,GAS,0.363,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Mark-E AG
,HKW Halle Trotha,97.0,1.0,DE,,,STUR,GAS,0.3905,0.0,,,,,,,,,,,,,,,,,,,,,,,,,EVH GmbH
,HKW Halle Trotha,56.1,1.0,DE,,,COMC,GAS,0.5985,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Heizkraftwerk Halle-Trotha GmbH
,GuD Tiefstack,127.0,1.0,DE,,,COMC,GAS,0.5805,5.0,,,,,,,,,,,,,,170.0,,,,,,,,,,,Wärme Hamburg GmbH
,Heizkraftwerk,22.5,1.0,DE,,,STUR,GAS,0.3773,0.0,,,,,,,,,,,,,,,,,,,,,,,,,ADM Hamburg Aktiengesellschaft
,Trianel Gaskraftwerk ,817.0,2.0,DE,,,COMC,GAS,0.576,5.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,Trianel Gaskraftwerk Hamm GmbH & Co. KG 
,GKL,230.0,1.0,DE,,,COMC,GAS,0.5985,5.0,,,,,,,,,,,,,,185.0,,,,,,,,,,,enercity AG
,KWH,102.0,1.0,DE,,,STUR,GAS,0.3575,0.0,,,,,,,,,,,,,,,,,,,,,,,,,enercity AG
,Cuno Heizkraftwerk Herdecke,417.0,1.0,DE,,,COMC,GAS,0.5715,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Mark-E AG / Statkraft Markets
,Wintershall,69.0,1.0,DE,,,COMC,GAS,0.5805,5.0,,,,,,,,,,,,,,299.0,,,,,,,,,,,K+S AG
,ADS-Anlage,96.5,1.0,DE,,,STUR,GAS,0.3982,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Infraserv GmbH & Co. Höchst KG
,Heizkraftwerk,86.0,1.0,DE,,,STUR,GAS,0.3883,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Infraserv GmbH & Co. Höchst KG
,HKW Jena,182.0,1.0,DE,,,COMC,GAS,0.522,5.0,,,,,,,,,,,,,,225.0,,,,,,,,,,,TEAG Thüringer Energie AG
,HKW Karcherstr.,11.6,1.0,DE,,,STUR,GAS,0.3729,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"SWK Stadtwerke Kaiserslautern, Versorgungs-AG"
,Rheinhafen-Dampfkraftwerk,353.0,1.0,DE,,,COMC,GAS,0.531,5.0,,,,,,,,,,,,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG
,Heizkraftwerk West,37.0,1.0,DE,,,STUR,GAS,0.3674,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Karlsruhe GmbH
,Kombi-HKW,48.31,1.0,DE,,,STUR,GAS,0.3718,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Städtische Werke Energie + Wärme GmbH
,HKW Humboldtstr.,21.5,1.0,DE,,,STUR,GAS,0.3905,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Kiel AG
,KW Kirchlengern,125.0,1.0,DE,,,COMC,GAS,0.4545,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Energieservice Westfalen Weser GmbH
,HKW Südstadt,35.0,1.0,DE,,,COMC,GAS,0.513,5.0,,,,,,,,,,,,,,,,,,,,,,,,,RheinEnergie AG
,HKW Niehl 2,413.0,1.0,DE,,,COMC,GAS,0.576,5.0,,,,,,,,,,,,,,370.0,,,,,,,,,,,RheinEnergie AG
,HKW Merkenich,108.0,1.0,DE,,,COMC,GAS,0.558,5.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,RheinEnergie AG
,Knapsack Gas I,800.0,1.0,DE,,,COMC,GAS,0.5715,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Knapsack Power GmbH & Co. KG
,Knapsack Gas II,430.0,1.0,DE,,,COMC,GAS,0.5985,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Statkraft Markets GmbH
,KWK-Anlage Krefeld DT,25.8,1.0,DE,,,STUR,GAS,0.3839,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Cargill Deutschland GmbH
,KWK-Anlage Krefeld VM,14.0,1.0,DE,,,ICEN,GAS,0.4406,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Cargill Deutschland GmbH
,Landesbergen Gas,56.0,1.0,DE,,,GTUR,GAS,0.3098,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Statkraft Markets GmbH
,Landesbergen Gas,431.0,1.0,DE,,,STUR,GAS,0.3553,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Statkraft Markets GmbH
,Heizkraftwerk Leipzig-Nord,167.0,1.0,DE,,,COMC,GAS,0.585,5.0,,,,,,,,,,,,,,200.0,,,,,,,,,,,Stadtwerke Leipzig GmbH
,GuD Leuna,39.0,1.0,DE,,,COMC,GAS,0.531,5.0,,,,,,,,,,,,,,,,,,,,,,,,,InfraLeuna GmbH
,ILK-GuD,35.0,1.0,DE,,,COMC,GAS,0.513,5.0,,,,,,,,,,,,,,,,,,,,,,,,,InfraLeuna GmbH
,ILK-GuD,35.0,1.0,DE,,,COMC,GAS,0.513,5.0,,,,,,,,,,,,,,,,,,,,,,,,,TOTAL Raffinerie Mitteldeutschland GmbH
,ILK-GuD,37.0,1.0,DE,,,COMC,GAS,0.513,5.0,,,,,,,,,,,,,,,,,,,,,,,,,InfraLeuna GmbH
,X-Kraftwerk,25.0,1.0,DE,,,STUR,GAS,0.3641,0.0,,,,,,,,,,,,,,138.8671875,,,,,,,,,,,Currenta GmbH & Co. OHG
,Emsland,1837.0,5.0,DE,,,COMC,GAS,0.4535999999999999,5.0,,,,,,,,,,,,,,124.0,,,,,,,,,,,RWE Generation SE
,KW Mitte,47.0,1.0,DE,,,GTUR,GAS,0.3592,0.0,,,,,,,,,,,,,,,,,,,,,,,,,BASF SE
,Kraftwerk Mitte,497.5,1.0,DE,,,COMC,GAS,0.5625,5.0,,,,,,,,,,,,,,540.0,,,,,,,,,,,BASF SE
,Kraftwerk Süd,410.0,1.0,DE,,,COMC,GAS,0.5265,2.0,,,,,,,,,,,,,,420.0,,,,,,,,,,,BASF SE
,Kraftwerk Mainz,769.2,2.0,DE,,,COMC,GAS,0.486,5.0,,,,,,,,,,,,,,160.0,,,,,,,,,,,Kraftwerke Mainz-Wiesbaden AG
,Kraftwerk III,138.7,2.0,DE,,,COMC,GAS,0.5535,5.0,,,,,,,,,,,,,,390.0,,,,,,,,,,,Evonik Degussa GmbH
,Freimann GT 1,80.0,1.0,DE,,,GTUR,GAS,0.56,4.0,,,,,,,,,,,,,,,,,,,,,,,,,SWM Services GmbH
,Freimann GT 2,80.0,1.0,DE,,,GTUR,GAS,0.56,4.0,,,,,,,,,,,,,,,,,,,,,,,,,SWM Services GmbH
,Süd DT1,79.7,1.0,DE,,,COMC,GAS,0.45,5.0,,,,,,,,,,,,,,75.21597096188748,,,,,,,,,,,SWM Services GmbH
,Süd GT3,97.9,1.0,DE,,,COMC,GAS,0.45,5.0,,,,,,,,,,,,,,92.39201451905626,,,,,,,,,,,SWM Services GmbH
,Süd GT2,97.9,1.0,DE,,,COMC,GAS,0.45,5.0,,,,,,,,,,,,,,92.39201451905626,,,,,,,,,,,SWM Services GmbH
,Süd GT 61,124.9,1.0,DE,,,COMC,GAS,0.558,5.0,,,,,,,,,,,,,,153.63629117959618,,,,,,,,,,,SWM Services GmbH
,Süd GT 62,123.9,1.0,DE,,,COMC,GAS,0.558,5.0,,,,,,,,,,,,,,152.40621679064827,,,,,,,,,,,SWM Services GmbH
,Süd DT60,127.6,1.0,DE,,,COMC,GAS,0.558,5.0,,,,,,,,,,,,,,156.95749202975557,,,,,,,,,,,SWM Services GmbH
,Heizkraftwerk Hafen,104.14,1.0,DE,,,COMC,GAS,0.5625,5.0,,,,,,,,,,,,,,120.0,,,,,,,,,,,Stadtwerke Münster GmbH
,GuD-HKW Neubrandenburg,75.0,1.0,DE,,,COMC,GAS,0.5265,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Neubrandenburger Stadtwerke GmbH
,Cogeneration,25.4,1.0,DE,,,STUR,GAS,0.3806,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Bayernoil Raffineriegesellschaft mbH
,Thyrow,296.0,8.0,DE,,,GTUR,GAS,0.34724,5.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,Lausitz Energie Kraftwerke AG
,HKW Sandreuth,75.0,1.0,DE,,,COMC,GAS,0.5625,5.0,,,,,,,,,,,,,,142.85714285714286,,,,,,,,,,,N-ERGIE AG
,HKW Sandreuth,75.0,1.0,DE,,,COMC,GAS,0.5625,5.0,,,,,,,,,,,,,,142.85714285714286,,,,,,,,,,,N-ERGIE AG
,Franken 1,823.0,2.0,DE,,,COMC,GAS,0.42525,5.0,,,,,,,,,,,,,,30.0,,,,,,,,,,,Uniper Kraftwerke GmbH 
,HKW 1,23.1,1.0,DE,,,STUR,GAS,0.3531,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Energieversorgung Oberhausen AG
,HKW 2,24.5,1.0,DE,,,STUR,GAS,0.3806,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Energieversorgung Oberhausen AG
,Obernburg,100.0,2.0,DE,,,COMC,GAS,0.34875,5.0,,,,,,,,,,,,,,112.0,,,,,,,,,,,Kraftwerk Obernburg GmbH
,Heizkraftwerk Pforzheim GmbH,11.3,1.0,DE,,,STUR,GAS,0.38,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Heizkraftwerk Pforzheim GmbH
,Heizkraftwerk Pforzheim GmbH,41.2,1.0,DE,,,COMC,GAS,0.45,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Heizkraftwerk Pforzheim GmbH
,Hattorf,52.0,1.0,DE,,,STUR,GAS,0.3993,0.0,,,,,,,,,,,,,,,,,,,,,,,,,K+S AG
,Kraftwerk Plattling,118.5,1.0,DE,,,COMC,GAS,0.585,2.0,,,,,,,,,,,,,,150.0,,,,,,,,,,,Kraftwerk Platting GmbH
,Kraftwerk Veltheim,65.0,1.0,DE,,,GTUR,GAS,0.3124,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Uniper Kraftwerke GmbH 
,Kraftwerk Veltheim,335.0,1.0,DE,,,STUR,GAS,0.3575,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Uniper Kraftwerke GmbH 
,HKW Potsdam-Süd,81.8,1.0,DE,,,STUR,GAS,0.3806,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Energie und Wasser Potsdam GmbH
,BHKW-Hauffstraße,9.84,1.0,DE,,,ICEN,GAS,0.4574,0.0,,,,,,,,,,,,,,,,,,,,,,,,,FairEnergie GmbH
,Solvay Kraftwerk Rheinberg,79.0,1.0,DE,,,STUR,GAS,0.3421,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Solvay Chemicals GmbH
,Gasmotore,9.81,1.0,DE,,,ICEN,GAS,0.4574,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Rosenheim GmbH & Co. KG
,Gasmotor 4,9.2,1.0,DE,,,ICEN,GAS,0.4602,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Rosenheim GmbH & Co. KG
,Gasmotor 5,4.3,1.0,DE,,,ICEN,GAS,0.4588,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Rosenheim GmbH & Co. KG
,GuD Marienehe,108.0,1.0,DE,,,COMC,GAS,0.522,5.0,,,,,,,,,,,,,,120.0,,,,,,,,,,,Stadtwerke Rostock AG
,HKW Schwarza,26.5,1.0,DE,,,STUR,GAS,0.3146,0.0,,,,,,,,,,,,,,,,,,,,,,,,,TWS Thüringer Wärme Service GmbH
,GuD-Anlage Rüsselsheim,112.1,1.0,DE,,,COMC,GAS,0.5355,5.0,,,,,,,,,,,,,,88.0,,,,,,,,,,,Opel Automobile GmbH 
,HKW Römerbrücke,75.0,1.0,DE,,,COMC,GAS,0.5625,5.0,,,,,,,,,,,,,,141.0,,,,,,,,,,,Energie SaarLorLux AG
,GuD Schwarzheide,122.0,1.0,DE,,,COMC,GAS,0.513,5.0,,,,,,,,,,,,,,209.0,,,,,,,,,,,BASF Schwarzheide GmbH
,HKW Schwerin Süd,44.9,1.0,DE,,,STUR,GAS,0.3784,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Energieversorgung Schwerin GmbH & Co. Erzeugung KG
,HKW Schwerin Lankow,23.0,1.0,DE,,,STUR,GAS,0.3784,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Energieversorgung Schwerin GmbH & Co. Erzeugung KG
,GuD Anlage Spreetal,50.0,1.0,DE,,,COMC,GAS,0.57,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Alpiq Spreetal GmbH
,Dow Stade,190.0,1.0,DE,,,STUR,GAS,0.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Dow Deutschland Anlagengesellschaft mbH
,Dow Stade,157.0,1.0,DE,,,COMC,GAS,0.6075,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Dow Deutschland Anlagengesellschaft mbH
,GuD-Ikw Staßfurt,109.0,2.0,DE,,,COMC,GAS,0.6075,5.0,,,,,,,,,,,,,,160.0,,,,,,,,,,,CIECH Energy Deutschland GmbH
,Heizkraftwerk Stuttgart-Gaisburg,55.0,1.0,DE,,,GTUR,GAS,0.425,0.0,,,,,,,,,,,,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG
,BHKW Obere Viehweide,13.4,1.0,DE,,,STUR,GAS,0.385,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Tübingen GmbH
,Gemeinschaftskraftwerk Irsching ,846.0,1.0,DE,,,COMC,GAS,0.585,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinschaftskraftwerk Irsching GmbH
,Ulrich Hartmann (Irsching),561.0,1.0,DE,,,COMC,GAS,0.5895,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Uniper Kraftwerke GmbH 
,Weisweiler,200.0,1.0,DE,,,GTUR,GAS,0.3956,5.0,,,,,,,,,,,,,,,,,,,,,,,,,RWE Power AG
,Weisweiler,200.0,1.0,DE,,,GTUR,GAS,0.3956,5.0,,,,,,,,,,,,,,,,,,,,,,,,,RWE Power AG
,Gersteinwerk,55.0,1.0,DE,,,COMC,GAS,0.4185,2.0,,,,,,,,,,,,,,,,,,,,,,,,,RWE Generation SE
,Gersteinwerk,55.0,1.0,DE,,,COMC,GAS,0.4185,2.0,,,,,,,,,,,,,,,,,,,,,,,,,RWE Generation SE
,Gersteinwerk,55.0,1.0,DE,,,STUR,GAS,0.3553,0.0,,,,,,,,,,,,,,,,,,,,,,,,,RWE Generation SE
,Gersteinwerk,55.0,1.0,DE,,,STUR,GAS,0.3553,0.0,,,,,,,,,,,,,,,,,,,,,,,,,RWE Generation SE
,Gersteinwerk,355.0,1.0,DE,,,STUR,GAS,0.3553,4.0,,,,,,,,,,,,,,,,,,,,,,,,,RWE Generation SE
,Gersteinwerk,355.0,1.0,DE,,,COMC,GAS,0.4185,5.0,,,,,,,,,,,,,,,,,,,,,,,,,RWE Generation SE
,Gersteinwerk,355.0,1.0,DE,,,COMC,GAS,0.4185,5.0,,,,,,,,,,,,,,,,,,,,,,,,,RWE Generation SE
,Gersteinwerk,112.0,1.0,DE,,,GTUR,GAS,0.3384,4.0,,,,,,,,,,,,,,,,,,,,,,,,,RWE Generation SE
,Wi-Biebrich,25.015,1.0,DE,,,STUR,GAS,0.3916,0.0,,,,,,,,,,,,,,,,,,,,,,,,,InfraServ GmbH & Co. Wiesbaden KG
,Spitzenlastkraftwerk Wolfen,40.0,1.0,DE,,,STUR,GAS,0.3817,0.0,,,,,,,,,,,,,,,,,,,,,,,,,envia THERM GmbH
,HKW Wörth,59.0,1.0,DE,,,STUR,GAS,0.3927,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Palm Power GmbH & Co. KG
,HKW Barmen,88.019,1.0,DE,,,COMC,GAS,0.5625,5.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,WSW Energie & Wasser AG
,Heizkraftwerke an der Friedensbrücke,23.0,1.0,DE,,,STUR,GAS,0.3531,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Heizkraftwerk Würzburg GmbH
,Heizkraftwerke an der Friedensbrücke,25.0,1.0,DE,,,STUR,GAS,0.3773,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Heizkraftwerk Würzburg GmbH
,Heizkraftwerke an der Friedensbrücke,29.5,1.0,DE,,,GTUR,GAS,0.4034,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Heizkraftwerk Würzburg GmbH
,Heizkraftwerke an der Friedensbrücke,44.5,1.0,DE,,,GTUR,GAS,0.393,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Heizkraftwerk Würzburg GmbH
,Zielitz,27.0,1.0,DE,,,STUR,GAS,0.3806,0.0,,,,,,,,,,,,,,,,,,,,,,,,,K+S AG
,Gaskraftwerk,28.3,2.0,DE,,,STUR,GAS,0.3772999999999999,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,Smurfit Kappa Zülpich Papier GmbH
,UPM Augsburg,29.0,1.0,DE,,,STUR,GAS,0.3487,0.0,,,,,,,,,,,,,,,,,,,,,,,,,UPM GmbH Werk Augsburg
,Heizkraftwerk,20.4,1.0,DE,,,STUR,GAS,0.3586,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Augsburg Energie GmbH
,HKW Bad Salzungen,9.7,1.0,DE,,,STUR,GAS,0.3784,1.0,,,,,,,,,,,,,,,,,,,,,,,,,TEAG Thüringer Energie AG
,Industriekraftwerk Breuberg,11.4,1.0,DE,,,STUR,GAS,0.3839,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Pirelli Deutschland GmbH
,Energiezentrale,10.2,1.0,DE,,,GTUR,GAS,0.3566,0.0,,,,,,,,,,,,,,,,,,,,,,,,,RÜTGERS Germany GmbH
,Energiezentrale,0.9,1.0,DE,,,STUR,GAS,0.3905,1.0,,,,,,,,,,,,,,,,,,,,,,,,,RÜTGERS Germany GmbH
,Heizkraftwerk,10.0,1.0,DE,,,GTUR,GAS,0.3774,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Merck KGaA
,GHD,13.4,2.0,DE,,,GTUR,GAS,0.3722,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,GHD Bayernwerk Natur GmbH & Co. KG
,"MT, Düren",14.0,1.0,DE,,,STUR,GAS,0.319,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Metsä Tissue GmbH (Werk Düren)
,BHKW an Klinkerweg,10.2,1.0,DE,,,STUR,GAS,0.385,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Erkrath GmbH
,KWKK Heidelberg,13.5,1.0,DE,,,STUR,GAS,0.3861,1.0,,,,,,,,,,,,,,,,,,,,,,,,,innogy SE
,P&L Werk Appeldorn,11.4,1.0,DE,,,STUR,GAS,0.3872,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Pfeifer & Langen GmbH & Co. KG
,HKW Merkenich,15.5,1.0,DE,,,STUR,GAS,0.396,1.0,,,,,,,,,,,,,,28.6784140969163,,,,,,,,,,,RheinEnergie AG
,HKW Merheim,15.8,1.0,DE,,,COMC,GAS,0.5445,5.0,,,,,,,,,,,,,,,,,,,,,,,,,RheinEnergie AG
,P&L Werk Lage,10.2,1.0,DE,,,STUR,GAS,0.4037,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Pfeifer & Langen GmbH & Co. KG
,HKW-West,12.6,1.0,DE,,,STUR,GAS,0.3861,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Lemgo GmbH
,BHKW Ludwigshafen,12.5,1.0,DE,,,STUR,GAS,0.3938,1.0,,,,,,,,,,,,,,,,,,,,,,,,,MVV Energie AG
,Industriekraftwerk Ludwigshafen,11.96,1.0,DE,,,COMC,GAS,0.5535,5.0,,,,,,,,,,,,,,,,,,,,,,,,,MVV Energie AG
,GuD-Kraftwerk,17.2,1.0,DE,,,COMC,GAS,0.5625,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Energie- und Medienversorgung Sandhofer Straße GmbH & Co. KG
,PWG,10.6,2.0,DE,,,STUR,GAS,0.3718,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,Peißenberger Wärmegesellschaft mbH
,Kraftwerk Meggle,15.1,1.0,DE,,,STUR,GAS,0.385,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Molkerei MEGGLE Wasserburg GmbH & Co. KG
,UPM Schongau,64.0,1.0,DE,,,STUR,GAS,0.3344,0.0,,,,,,,,,,,,,,,,,,,,,,,,,UPM GmbH
,HKW3 UPM Schongau,76.0,1.0,DE,,,STUR,GAS,0.4004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,UPM GmbH
,Heizkraftwerk Sindelfingen,95.0,1.0,DE,,,STUR,GAS,0.3993,0.0,,,,,,,,,,,,,,102.0,,,,,,,,,,,Daimler AG
,HKW Bohrhügel,13.5,1.0,DE,,,STUR,GAS,0.3795,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Suhl/Zella-Mehlis GmbH
,Unterbreizbach,20.0,1.0,DE,,,STUR,GAS,0.3795,1.0,,,,,,,,,,,,,,,,,,,,,,,,,K+S AG
,Co-Generation,11.5,1.0,DE,,,STUR,GAS,0.3751,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Grace GmbH
