,CCGT,CHP,H2 turbine,Imports_Exports,battery storage,distribution network,offshore wind,onshore wind,power-to-gas,solar,solar curtailment,onshore curtailment,offshore curtailment,V2G
2013-01-02 04:00:00,5.20122610566393E-07,1.9852368326415E-06,7.84572016826742E-07,-22.332371585927,-0.000193200576993704,-28.6137807793451,49.0325177070698,22.08717392041,-20.1733350690584,0,0,-4.78306944285123E-06,-7.50217851429183E-06,5.11120493398444E-06
2013-01-02 05:00:00,5.20088770701539E-07,1.98539535375401E-06,7.84166897962004E-07,-22.5019494919367,-0.000262773622305262,-31.3280600223447,48.8934373173231,23.0472130085397,-18.1103670912063,0,0,-4.79659995028214E-06,-7.48843585868596E-06,5.16019070917168E-06
2013-01-02 06:00:00,5.19920789676009E-07,1.9849637714052E-06,7.83360313984187E-07,-22.5166065301506,-0.000429414982937669,-32.9620395789339,47.7399121360116,21.5631071395768,-13.8239310265116,0,0,-4.77958574913373E-06,-7.42244128917016E-06,5.18635436150462E-06
2013-01-02 07:00:00,5.21649280164434E-07,2.11942777634877E-06,7.93801055316593E-07,-18.1491934954919,1.06194193726803,-34.2664810528935,44.2362428823158,20.1198593088034,-13.0023579535301,0,0,-4.53644429046562E-06,-6.97111240535964E-06,4.97677508651729E-06
2013-01-02 08:00:00,5.21998240718086E-07,2.12338601890528E-06,7.94189457488251E-07,-18.0806719959938,7.64058262587952,-34.3751999412292,39.8084980661326,18.0091613970529,-13.0023606473918,0,0,-4.50947175954752E-06,-6.84627422854908E-06,5.00301844554287E-06
2013-01-02 09:00:00,5.22218146746217E-07,2.04511778346502E-06,7.93542043831587E-07,-17.527932386602,-0.0545488127530674,-22.6155384130101,35.4304452401756,15.4544398622291,-15.2440203636683,4.55717483543631,-9.84537781837978E-06,-4.65158245026487E-06,-6.92342449400531E-06,5.21412718075437E-06
2013-01-02 10:00:00,5.22235958161097E-07,2.05397239615285E-06,7.94030334796977E-07,-16.7647009408725,-0.0511908991269745,-19.3730232391166,39.7595998659462,12.8320925983155,-22.1342911851281,5.73153613374644,-1.22548676403862E-05,-4.57764629305757E-06,-6.95024859921548E-06,5.1994496574666E-06
2013-01-02 11:00:00,5.2213688705665E-07,2.04663270048849E-06,7.92496203075717E-07,-20.1887775223257,-0.0404477904453573,-19.6440488541685,36.2694952814816,11.2692617825565,-13.2025410633351,5.53708802926359,-1.97736020736629E-05,-4.53314565294249E-06,-7.00664536981908E-06,5.19867830547684E-06
2013-01-02 12:00:00,5.22311302140275E-07,2.04798513759581E-06,7.93158107526051E-07,-17.1203987721389,-0.0599089512576532,-20.3147883037597,39.5185128492797,14.2510826511267,-21.504050128799,5.22958482701516,-2.38641495515481E-05,-4.61463595047462E-06,-7.1176349825415E-06,5.19398115851597E-06
2013-01-02 13:00:00,5.2223162003812E-07,2.04235847483113E-06,7.92735901627514E-07,-20.9143858729032,-0.0615163517025094,-25.0949036715841,47.3138118737519,15.4199889494612,-19.9645676925643,3.30160041161127,-1.52568726556468E-05,-4.64504751391814E-06,-7.28824772986959E-06,5.20583256078569E-06
2013-01-02 14:00:00,5.22114939452839E-07,2.02077260212602E-06,7.89510058842217E-07,-20.2113055939936,-0.0729129518575411,-29.7202056005382,48.5773234255719,16.6095186674409,-16.6714254910688,1.48902908022928,-8.98913299403598E-06,-4.67734631513395E-06,-7.40206251725327E-06,5.20768985910475E-06
2013-01-02 15:00:00,5.21330877901666E-07,2.10148115168376E-06,7.91655169485494E-07,-20.3324624627508,0.000207487744246441,-34.1585488072773,48.8212110102872,18.6719871764487,-13.0023824281806,0,0,-4.58328766455907E-06,-7.23459312460714E-06,5.05329463595234E-06
2013-01-02 16:00:00,5.20024908380719E-07,2.87469427563484E-06,7.83392578674714E-07,-20.4549715009003,-0.0809201054500014,-35.3951895166285,49.1150236708976,20.9553502766258,-14.1392792632596,0,0,-4.77103839557458E-06,-7.51156041496132E-06,3.56536340700896E-06
2013-01-02 17:00:00,5.20085560661915E-07,1.98644526926844E-06,7.83919761397206E-07,-20.5614475078019,-0.0878249491495222,-35.0896294697782,49.1771746679332,23.4452353308846,-16.883495294634,0,0,-4.80237152362406E-06,-7.51502076657124E-06,5.26803361525435E-06
2013-01-02 18:00:00,5.20132435679593E-07,1.98725865828368E-06,7.8448242621633E-07,-20.7178396796756,-0.0899048074838831,-34.3383130969119,49.2162551163799,26.1509026313242,-20.2210873473993,0,0,-4.83651297520282E-06,-7.51787280730706E-06,5.24614753187267E-06
2013-01-02 19:00:00,5.20164677080613E-07,1.98846616652868E-06,7.85074927061874E-07,-20.7613124971714,-0.0912231083708948,-32.8593016110438,49.2197480875556,29.343744843357,-24.851644739858,0,0,-4.87464041236763E-06,-7.51667681762546E-06,5.22929578433994E-06
2013-01-02 20:00:00,5.20142011942839E-07,1.9898632701071E-06,7.85572160090168E-07,-20.5880843464219,-0.0923505970570938,-30.7591744510255,49.2203229609562,32.2123202524996,-29.9930227901054,0,0,-4.90853110841272E-06,-7.51590632197649E-06,5.20684623297449E-06
2013-01-02 21:00:00,5.2007698368951E-07,1.99127335084588E-06,7.85975094096175E-07,-20.6517252691487,-0.0935636610824125,-28.5473338019535,49.2203977332072,35.2320718693616,-35.1598357810258,0,0,-4.9451565362233E-06,-7.5155277729082E-06,5.18222603044201E-06
2013-01-02 22:00:00,5.20053139636064E-07,1.99245910796474E-06,7.86333097624291E-07,-21.680913034878,-0.096788919199642,-26.5260372705634,49.2204023177911,38.7451370201732,-39.6617889802327,0,0,-4.96657231065001E-06,-7.50629851927035E-06,5.15698351715778E-06
2013-01-02 23:00:00,5.20042001647834E-07,1.99377990415658E-06,7.86712966790436E-07,-21.8496965397462,-0.101024025451474,-25.0043135561664,49.2203863556161,38.7823527090353,-41.0476937799323,0,0,-4.96643929784568E-06,-7.50575759088738E-06,5.12448462829858E-06
2013-01-03 00:00:00,5.20033693657915E-07,1.99500582766878E-06,7.87045030146843E-07,-19.4594867457564,-1.5523851302892,-23.066585961677,49.2200199362831,38.6542561201491,-43.7958070151726,0,0,-4.96541250026894E-06,-7.50605583017669E-06,5.08285149338865E-06
2013-01-03 01:00:00,5.20043797623798E-07,1.99611456558357E-06,7.8734557141285E-07,-19.2973840569794,-1.93744218260227,-22.6337226758635,49.2197673758421,38.4398945683017,-43.7911017918959,0,0,-4.96314368569983E-06,-7.50598767407135E-06,5.04539296170108E-06
2013-01-03 02:00:00,5.20059965734242E-07,1.99711713290823E-06,7.87600626287993E-07,-19.0982628582903,-1.55308479041724,-22.7127079940125,49.2196289352224,37.9195730196433,-43.7751350689956,0,0,-4.95788057878599E-06,-7.5062922057557E-06,5.03245298566572E-06
2013-01-03 03:00:00,5.20057907866113E-07,1.99810816745442E-06,7.87790652686901E-07,-19.0590571580951,-0.343030963057414,-23.5140060141209,49.2194908033775,37.3561477692956,-43.6595332088852,0,0,-4.97159818053206E-06,-7.51477465396297E-06,5.05950616038409E-06
2013-01-03 04:00:00,5.20093131612852E-07,1.99852596316593E-06,7.87863765893871E-07,-19.009979369778,-0.1434574992292,-25.2924309828492,49.2194420915462,36.2827038655903,-41.0562669489639,0,0,-4.95811764062637E-06,-7.51496284487609E-06,5.11689242387685E-06
2013-01-03 05:00:00,5.20138217368294E-07,1.99881885504967E-06,7.87786841344019E-07,-19.9238891557713,-0.157288620311936,-28.1126610775231,49.2194809369863,35.8524923728936,-36.8781233551275,0,0,-4.95264446783494E-06,-7.5148163744522E-06,5.16727536106385E-06
2013-01-03 06:00:00,5.20113395992726E-07,1.99880835765809E-06,7.87436630202012E-07,-22.4611520014438,-0.183481809750587,-30.6184144225168,49.2194923088912,35.8226753779611,-31.7791064666335,0,0,-4.95329380646581E-06,-7.51585703994727E-06,5.19147617177659E-06
2013-01-03 07:00:00,5.20092748757805E-07,1.99874352178265E-06,7.86977860319686E-07,-22.8091850588786,-0.225294321089988,-35.3833702720214,49.2191767427651,35.2411319172909,-26.0424460472013,0,0,-4.94694930728201E-06,-7.51619066398166E-06,5.21782224085199E-06
2013-01-03 08:00:00,5.20149741511662E-07,1.99977709219029E-06,7.86695983871597E-07,-22.5457417004427,-0.302117619685106,-35.3887451106251,49.2189283953555,33.6043718414575,-24.5866847873911,0,0,-4.92682027424962E-06,-7.51485903800428E-06,5.23194886998627E-06
2013-01-03 09:00:00,5.22201317548834E-07,2.02653877575011E-06,7.92972728124957E-07,-18.7022790818245,-0.442540615108344,-35.3909030418361,49.2192612696811,32.9129720961683,-28.8288032863469,1.23231242925955,-8.86729683807256E-06,-4.89955377361184E-06,-7.47911137594799E-06,5.22390729644193E-06
2013-01-03 10:00:00,5.22470093394177E-07,2.0317720062095E-06,7.93800344958911E-07,-23.0556703666505,-0.838293717219907,-35.3919426109285,49.1926659429617,31.1674880475596,-22.5505724680709,1.47634520896596,-9.00945695829403E-06,-4.8774491893937E-06,-7.47298952006321E-06,5.22100866444899E-06
2013-01-03 11:00:00,5.22578306608048E-07,2.03695240928037E-06,7.94742633622177E-07,-25.610031956811,-0.312910418918297,-35.3925527404709,49.1587833229678,30.6120088525941,-20.1987742336568,1.74349772620638,-9.14461906208542E-06,-4.87298318637386E-06,-7.47057262594372E-06,5.21990017362886E-06
2013-01-03 12:00:00,5.23145723243279E-07,2.00565583141214E-06,7.82261076448114E-07,-28.8715797902399,-0.000173592123349835,-28.112613325919,49.1608977292304,31.0206061114896,-24.7473278949621,1.5502115745433,-8.89993384227481E-06,-4.79149415718894E-06,-7.343086009135E-06,5.12898881898291E-06
2013-01-03 13:00:00,5.2621256852074E-07,1.88469287624787E-06,7.29279987541552E-07,-28.5696608217811,0.000202441838214938,-28.8909216264278,49.1584604198458,30.7968071967665,-23.7322197839774,1.23734854382676,-8.06657226991503E-06,-4.39767642433253E-06,-6.76886018974469E-06,4.70498348951066E-06
2013-01-03 14:00:00,5.25508629978259E-07,1.87871923666984E-06,7.27846197369417E-07,-30.8748099226147,4.8159987390549E-05,-30.2971157957952,49.211576039694,31.5202152757153,-20.2851645147992,0.725266567634692,-7.6745983813851E-06,-4.42950104650208E-06,-6.80759997045946E-06,4.7208102900068E-06
2013-01-03 15:00:00,5.2404053775069E-07,1.85560629230996E-06,7.21018316850001E-07,-32.8597576826835,8.45063012485632E-06,-32.0894393962346,49.21017006138,31.9992126457252,-16.2601874963608,0,0,-4.44124978025684E-06,-6.82061897296382E-06,4.71274213358864E-06
2013-01-03 16:00:00,5.24797397563773E-07,1.90332085188793E-06,7.25458277045799E-07,-31.4651255038808,0.000251358603011135,-33.114568806925,49.106530545975,28.4753087986916,-13.0023903515697,0,0,-4.31899989825979E-06,-6.68938176522013E-06,4.62913891735859E-06
2013-01-03 17:00:00,5.24867395465126E-07,1.91042104234892E-06,7.26523005667671E-07,-27.9168513157707,0.00020135957757905,-32.6442425395799,48.9920955892328,24.5711944716032,-13.0023916240754,0,0,-4.27051129156553E-06,-6.67313271659157E-06,4.62734074482686E-06
2013-01-03 18:00:00,5.25171440794236E-07,1.93112617152861E-06,7.28747927799315E-07,-25.692225614165,0.000867438528212795,-31.8972603504626,48.8623417268833,21.7286631028646,-13.002380558655,0,0,-4.20620428269558E-06,-6.61817142842071E-06,4.60025776656556E-06
2013-01-03 19:00:00,5.25224370996016E-07,1.93666699536577E-06,7.29585887262768E-07,-25.3092087557276,0.00110518919318271,-30.5943471161406,48.7071035738866,20.1977320910561,-13.0023792934865,0,0,-4.1831846384639E-06,-6.60053683351026E-06,4.5918143457127E-06
2013-01-03 20:00:00,5.24760728329187E-07,1.91252220271826E-06,7.27889062124444E-07,-24.9591500120968,7.99957885185861E-05,-28.7789828788569,48.3942477145444,18.3462152155769,-13.0024041611954,0,0,-4.20711618187397E-06,-6.66993856149326E-06,4.62847002485993E-06
2013-01-03 21:00:00,5.247608144639E-07,1.91427268099783E-06,7.28267141505368E-07,-26.5798082389119,8.84038666011786E-05,-26.8634601415906,48.2218446836245,18.22373796492,-13.0023967562197,0,0,-4.20373992790246E-06,-6.69679323798212E-06,4.60732055833001E-06
2013-01-03 22:00:00,5.247223948439E-07,1.91506776742515E-06,7.28549640812707E-07,-27.654179774979,8.32167842594357E-05,-25.1215636557384,47.080163026554,18.6978943800151,-13.0023912593806,0,0,-4.21354925464357E-06,-6.68766951207063E-06,4.58795653792482E-06
2013-01-03 23:00:00,5.23829102184182E-07,1.86275226313305E-06,7.24300016175284E-07,-29.7536487712217,-0.000140921311757278,-23.6942310592587,48.585372488937,17.8661970844926,-13.0035424478102,0,0,-4.29163563774182E-06,-6.85618854563606E-06,4.66295193434178E-06
2013-01-04 00:00:00,5.23760335484336E-07,1.8601225342506E-06,7.24240369068169E-07,-28.8659768239442,-0.000190177464171518,-23.0620001574422,49.126034311954,16.6997604765564,-13.897621215323,0,0,-4.27653738711342E-06,-6.86925022254304E-06,4.63626639063077E-06
2013-01-04 01:00:00,5.23743671660175E-07,1.86040767636634E-06,7.24386282153787E-07,-28.6030230543361,-0.000214443563758232,-22.7011974155369,49.1747085662853,17.6231744436587,-15.49344162667,0,0,-4.29516120226481E-06,-6.87506191036843E-06,4.60638384546446E-06
2013-01-04 02:00:00,5.23727456907889E-07,1.86036016302378E-06,7.24408320134534E-07,-28.7100928090469,-0.000245083333494408,-22.8008564227834,49.2155403753009,21.0611610315533,-18.7655005477712,0,0,-4.34532620658956E-06,-6.87664023060174E-06,4.59440363226566E-06
2013-01-04 03:00:00,5.237479680552E-07,1.86063877665796E-06,7.24476218350056E-07,-30.9364197791217,-0.000289029671950906,-25.1866493281666,49.2170560498878,24.1325716790791,-17.2262630286798,0,0,-4.38521646810841E-06,-6.87610629236944E-06,4.61520855613654E-06
2013-01-04 04:00:00,5.23760521987176E-07,1.86083734782794E-06,7.24473991540038E-07,-31.4889494549321,-0.00035850636056545,-28.2911340566104,49.2075744458277,24.1917196265244,-13.6188455159611,0,0,-4.38743571396572E-06,-6.87712505174346E-06,4.66258602911591E-06
2013-01-04 05:00:00,5.23813950506828E-07,1.86187811165508E-06,7.24537228285785E-07,-31.5813765013351,-0.000461251033852312,-30.7952047322153,49.1959519523873,26.1903117243412,-13.0092146671764,0,0,-4.41232799630598E-06,-6.87526163954765E-06,4.70297377964595E-06
2013-01-04 06:00:00,5.23851958366339E-07,1.8628816342783E-06,7.24486206453598E-07,-32.1264932298675,-0.00077701782420053,-32.5250422489623,49.0774727109386,28.5808352496514,-13.0059886833055,0,0,-4.44380060912408E-06,-6.86821532131142E-06,4.72478248008098E-06
2013-01-04 07:00:00,5.24967353370151E-07,1.93219520486793E-06,7.30084813573889E-07,-31.5206960798594,2.2736094046928E-05,-31.9081269106748,48.8043959072289,27.626798755881,-13.0023882565874,0,0,-4.31459486719632E-06,-6.66558455988762E-06,4.6202131703517E-06
2013-01-04 08:00:00,5.24967754967848E-07,1.93132302210619E-06,7.29463622262265E-07,-29.728456152297,-1.69734304299778E-05,-32.1756993056988,48.6757903728822,26.2307812886141,-13.0023931816022,0,0,-4.30739989099038E-06,-6.66376661354258E-06,4.63754472767477E-06
2013-01-04 09:00:00,5.25843760635462E-07,1.9458986519749E-06,7.32080728490639E-07,-30.7424136668391,-3.47053946474329E-05,-31.5129663225691,48.462353039052,26.1527271371374,-13.0023899726528,0.642737847149324,-7.35069968279374E-06,-4.29988599842091E-06,-6.62751968813545E-06,4.62562521395299E-06
2013-01-04 10:00:00,5.27007876374698E-07,1.97820676278388E-06,7.35762870917022E-07,-30.7098536710812,-1.30106303488439E-06,-30.1016506520538,48.7707723253644,24.27393281915,-13.0023754472618,0.769190028173386,-7.4842024990361E-06,-4.2383665536363E-06,-6.59533058590777E-06,4.58455018302788E-06
2013-01-04 11:00:00,5.27008894036443E-07,1.97945800128871E-06,7.35688207416952E-07,-32.4107764774188,-3.1703454560146E-05,-30.1656024876239,48.2941472552475,26.535608734056,-13.0023751384769,0.749043880394461,-7.45623594134733E-06,-4.26757511957021E-06,-6.55578037865247E-06,4.57775201415562E-06
2013-01-04 12:00:00,5.27030848020819E-07,1.9823327567956E-06,7.36122319385134E-07,-28.6229950077265,-8.63465241042257E-05,-31.4779538082566,47.9402442707992,24.3533545644107,-13.0023764588975,0.809826865750528,-7.52059270881498E-06,-4.24886267967395E-06,-6.52662931820926E-06,4.57724384109332E-06
2013-01-04 13:00:00,5.27162219252177E-07,1.98891880410417E-06,7.37256281002734E-07,-30.8449651129447,-0.000231804265772015,-31.209825698862,48.0672353090279,26.0234963246487,-13.0023760595166,0.966681361120129,-7.66726026710698E-06,-4.27600687601171E-06,-6.55046304430819E-06,4.57719613321786E-06
2013-01-04 14:00:00,5.28171960216378E-07,1.95278824140144E-06,7.19780370973355E-07,-31.7417246233392,-8.01337298190406E-05,-30.6669860585148,48.0400829247262,26.4385573092879,-13.0023706137962,0.932535006264973,-7.46592907151397E-06,-4.19168947450999E-06,-6.40321813194112E-06,4.48802198767171E-06
2013-01-04 15:00:00,5.90203831785812E-07,1.18785830763443E-06,3.22235374340298E-07,-26.744752071933,0.000124188957916745,-32.7960373437982,47.8553154914533,24.6876992621123,-13.0023527012844,0,0,-1.81676057434288E-06,-2.83266698986856E-06,1.97958242793215E-06
2013-01-04 16:00:00,5.89948027105521E-07,1.18805315708857E-06,3.22254876614683E-07,-27.106004859889,4.11423739956225E-05,-33.4835421790112,47.9223898704714,25.6694657514791,-13.002352884405,0,0,-1.82786108018718E-06,-2.84296623461232E-06,1.98819395102363E-06
2013-01-04 17:00:00,5.89885912409959E-07,1.18862864037712E-06,3.22453287905366E-07,-28.6624593300745,1.79840479483807E-05,-32.9056804506242,47.935261336914,26.6352104781856,-13.0023531654698,0,0,-1.83779106600923E-06,-2.85002548455269E-06,1.99524741792633E-06
2013-01-04 18:00:00,5.89867149555901E-07,1.18910025146368E-06,3.22648909425118E-07,-29.2070295172594,4.21515615559243E-06,-32.0245892799081,47.9629381372468,26.2710265159844,-13.002353216959,0,0,-1.83906881636631E-06,-2.85590446274114E-06,2.0042298334375E-06
2013-01-04 19:00:00,5.89854773307898E-07,1.18939652730641E-06,3.22830521240983E-07,-29.3071733636649,-7.54875015940928E-06,-30.6848838830921,47.9049083212099,25.0895065033992,-13.0023531719137,0,0,-1.83508035627256E-06,-2.86539382103422E-06,2.00945688532333E-06
2013-01-04 20:00:00,5.89889259122994E-07,1.18979911071117E-06,3.23059749862511E-07,-30.0338880662756,-1.99929272292017E-05,-28.8820462484993,46.5538220447146,25.3644821963315,-13.00235306585,0,0,-1.8395445523538E-06,-2.87017093210124E-06,2.00988246281338E-06
2013-01-04 21:00:00,5.89859086648121E-07,1.19176113494504E-06,3.23256598831373E-07,-30.1340020955857,-4.13711004604318E-05,-27.0208038876402,44.7191058493755,25.4380914298836,-13.002353048163,0,0,-1.8439913541215E-06,-2.8724888695013E-06,2.00782027645777E-06
2013-01-04 22:00:00,5.92935183939189E-07,1.23575291059366E-06,3.26604362827171E-07,-24.8496747723997,3.4324767867044E-05,-24.902353031001,41.519127152371,21.2351986478202,-13.002335734053,0,0,-1.77926727690192E-06,-2.80920213564482E-06,1.96268029387473E-06
2013-01-04 23:00:00,5.9469550376911E-07,1.24779538686386E-06,3.28463524628019E-07,-21.9864817449657,0.00015563856186576,-23.7556051578808,39.5737073087785,18.5948848367258,-12.4266644431684,0,0,-1.74149999264728E-06,-2.76312775339665E-06,1.93520949818345E-06
2013-01-05 00:00:00,5.94515590727547E-07,1.24866856749069E-06,3.28613536707149E-07,-22.0232387202123,8.2822245107661E-05,-23.1470797552953,41.1546666186808,15.1836217479317,-11.1680562923522,0,0,-1.7173717057517E-06,-2.76402636628728E-06,1.93503095377882E-06
