,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,PALUEL 3,1330.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PALUEL 1,1330.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BELLEVILLE 2,1310.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BELLEVILLE 1,1310.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GOLFECH 2,1310.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GOLFECH 1,1310.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NOGENT 1,1310.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NOGENT 2,1310.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CATTENOM 1,1300.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CATTENOM 4,1300.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CATTENOM 3,1300.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CATTENOM 2,1300.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRICASTIN 1,915.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRICASTIN 2,915.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ST LAURENT 2,915.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CRUAS 4,915.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CRUAS 3,915.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CRUAS 2,915.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRICASTIN 4,915.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CRUAS 1,915.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ST LAURENT 1,915.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRICASTIN 3,915.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRAVELINES 4,910.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRAVELINES 3,910.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRAVELINES 1,910.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRAVELINES 2,910.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BLAYAIS 3,910.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BLAYAIS 2,910.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BUGEY 3,910.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BLAYAIS 4,910.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BLAYAIS 1,910.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRAVELINES 6,910.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BUGEY 2,910.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRAVELINES 5,910.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHINON 1,905.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHINON 4,905.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHINON 3,905.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHINON 2,905.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DAMPIERRE 1,890.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DAMPIERRE 2,890.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DAMPIERRE 4,890.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DAMPIERRE 3,890.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BUGEY 5,880.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BUGEY 4,880.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RANCE,240.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BESS_AFD7_BARBAN_SAUCATS,105.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CYCOFOS TV2,62.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FESSENHEIM 2,,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FESSENHEIM 1,,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAVRE 4,,1.0,FR,,,STUR,HRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
