,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,Clauscentrale (C4),510.0,1.0,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ESSENT ENERGY TRADING B.V.,51.15409,5.90803
,Delesto (Del1),180.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ESSENT ENERGY TRADING B.V.,53.31953000000001,6.948110000000001
,Delesto (Del2),350.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ESSENT ENERGY TRADING B.V.,53.31953000000001,6.948110000000001
,Dongecentrale,0.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ESSENT ENERGY TRADING B.V.,51.695,4.84652
,EDH,112.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,EON BENELUX,52.07659,4.29065
,EHV,0.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ESSENT ENERGY TRADING B.V.,51.44944,5.45296
,ELSTA,456.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,DELTA ENERGY B.V.,51.33319,3.78947
,ENSCH,0.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ESSENT ENERGY TRADING B.V.,52.21397,6.82872
,ERICA,63.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ESSENT ENERGY TRADING B.V.,52.69631999999999,6.914110000000001
,Eemscentrale (EC20),131.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ELECTRABEL NEDERLAND NV,53.43949,6.86165
,Eemscentrale (EC3),359.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ELECTRABEL NEDERLAND NV,53.43949,6.86165
,Eemscentrale (EC4),359.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ELECTRABEL NEDERLAND NV,53.43949,6.86165
,Eemscentrale (EC5),361.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ELECTRABEL NEDERLAND NV,53.43949,6.86165
,Eemscentrale (EC6),359.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ELECTRABEL NEDERLAND NV,53.43949,6.86165
,Eemscentrale (EC7),360.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ELECTRABEL NEDERLAND NV,53.43949,6.86165
,HM12,0.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ESSENT ENERGY TRADING B.V.,51.46341,5.68837
,HTB,32.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ESSENT ENERGY TRADING B.V.,51.701640000000005,5.28009
,KLAZI,63.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ESSENT ENERGY TRADING B.V.,52.73792,7.01368
,LD12,83.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,EON BENELUX,52.16385,4.494190000000001
,LWE5,0.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,NUON,52.102920000000005,5.07137
,MK11,103.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,NUON,52.10157,5.07982
,Magnum Centrale (10),437.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,VATTENFALL,53.45149,6.85268
,Magnum Centrale (20),437.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,VATTENFALL,53.45149,6.85268
,Magnum Centrale (30),437.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,VATTENFALL,53.45149,6.85268
,Maxima Centrale (FL30),0.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ELECTRABEL NEDERLAND NV,52.57753,5.52959
,Maxima Centrale (FL4),435.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ELECTRABEL NEDERLAND NV,52.57753,5.52959
,Maxima Centrale (FL5),437.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ELECTRABEL NEDERLAND NV,52.57753,5.52959
,Moerdijk 1,348.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,RWE SUPPLY & TRADING NL B.V.,51.68506,4.58094
,Moerdijk 2,426.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,RWE SUPPLY & TRADING NL B.V.,51.68506,4.58094
,PU-1,67.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,NUON,52.51608,4.99524
,ROC1,24.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,EON BENELUX,51.95369,4.5616
,ROC2,24.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,EON BENELUX,51.95369,4.5616
,Rijnmond II,428.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,PVNED,51.89326,4.34721
,Rijnmond1,800.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,UNIPER BENELUX N.V.,,
,SAL,60.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,ESSENT ENERGY TRADING B.V.,52.24587,6.794789999999999
,Sloecentrale (unit 10),432.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,EPZ,51.44796,3.69252
,Sloecentrale (unit 20),432.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,EPZ,51.44796,3.69252
,UCML,79.0,1.0,NL,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,EON BENELUX,51.95861,4.02609
,corus,38.0,1.0,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tennet.org/english/operational_management/export_data.aspx,CORUS STAAL B.V.,52.47708000000001,4.58981
,PROVENCE 4 BIOMASSE,150.0,1.0,FR,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,
,AMFARD14,130.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,
,AMFARD15,130.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,,
,BLENOD 5,427.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.86959,6.08377
,BOUCHAIN 7,585.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,50.297740000000005,3.31429
,COMBIGOLFE,425.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,43.41616,4.86974
,CYCOFOS,428.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,43.42801,4.88652
,Croix-de-Metz,413.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.69336,5.914680000000001
,DK6,796.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,51.04628,2.31835
,EMILE HUCHET 7,413.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,49.15412,6.7047
,EMILE HUCHET 8,413.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,49.15412,6.7047
,FR-GA-MORANT1,401.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,46.27282,3.30095
,GENNEVILLIERS 1,203.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.93699,2.2614400000000003
,MARTIGUES PONTEAU 5,465.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,43.35822,5.02112
,MARTIGUES PONTEAU 6,465.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,43.35822,5.02112
,Pont-sur-Sambre,412.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,50.22915,3.86807
,SPEM,435.0,1.0,FR,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,47.30265,-2.14028
,ARRIGHI 1,125.0,1.0,FR,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.79151,2.41593
,ARRIGHI 2,129.0,1.0,FR,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.79151,2.41593
,BRENNILIS 1,85.0,1.0,FR,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.35702,-3.870530000000001
,BRENNILIS 2,85.0,1.0,FR,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.35702,-3.870530000000001
,BRENNILIS 3,134.0,1.0,FR,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.35702,-3.870530000000001
,DIRINON 1,85.0,1.0,FR,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.39036,-4.263730000000001
,DIRINON 2,85.0,1.0,FR,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.39036,-4.263730000000001
,MONTEREAU 5,185.0,1.0,FR,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.38045,2.85108
,MONTEREAU 6,185.0,1.0,FR,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.38045,2.85108
,VAIRES 1,181.0,1.0,FR,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.87349,2.65533
,VAIRES 2,179.0,1.0,FR,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.87349,2.65533
,VAIRES 3,182.0,1.0,FR,,,,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,48.87349,2.65533
,CYCOFOS TV2,62.0,1.0,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html,,43.42801,4.88652
,Bełchatów B02,370.0,1.0,PL,,,,Lignite,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,	PGE Górnictwo i Energetyka Konwencjonalna S.A.,51.26719,19.31765
,Bełchatów B03,380.0,1.0,PL,,,,Lignite,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,	PGE Górnictwo i Energetyka Konwencjonalna S.A.,51.26719,19.31765
,Bełchatów B04,380.0,1.0,PL,,,,Lignite,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://gpi.tge.pl/en/wykaz-jednostek,	PGE Górnictwo i Energetyka Konwencjonalna S.A.,51.26719,19.31765
