,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon
,Marchwood,898.0,1.0,UK,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,Marchwood Power,50.899567,-1.43809
,Riverside,80.0,1.0,UK,,,,Non-renewable waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,Riverside Resource Recovery,,
,Markinch CHP *,65.0,1.0,UK,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,,
,Aberthaw B,1559.0,1.0,UK,,,,Hard coal,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,51.387471000000005,-3.406652
,Aberthaw GT,51.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,51.387471000000005,-3.406652
,Cowes,140.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,50.746935,-1.286168
,Didcot GT,100.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,51.6248,-1.268305
,Little Barford GT,17.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,52.204863,-0.269038
,Auchtertyre,0.6,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,56.42485,-4.671236
,Black Rock,3.5,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,57.696842,-4.457313
,Blantyre,0.6,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,55.801128000000006,-4.082644
,Braevallich,2.3,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,56.214789,-5.293785
,Carnoch,1.4,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,56.687854,-5.51635
,Cia Aig,3.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,,
,Croesor,0.5,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,52.984633,-4.032915
,Cwm Dyli,9.9,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,53.066247,-4.011430000000001
,Dolgarrog High Head,17.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,53.191512,-3.842965
,Dolgarrog Low Head,15.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,53.191512,-3.842965
,Douglas Water,3.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,56.201767,-5.137847
,Dulyn,0.5,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,53.18977,-3.911098
,Garnedd,0.6,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,53.044496,-3.921795
,Garrogie,2.4,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,57.185429000000006,-4.482321
,Garry Gualach,0.8,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,57.058665000000005,-5.018488
,Glen Tarbert,0.9,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,56.688026,-5.486661
,Grudie,2.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,,
,Inverbain,1.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,,
,Inverlael,2.5,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,57.821875,-5.050058
,Kielder,6.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,55.185139,-2.45771
,Maldie,4.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,58.26121,-4.982508
,River E,3.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,57.214223,-4.451958
,Selset,0.8,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,54.585667,-2.124333
,Stanley Mill,0.8,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,56.479236,-3.43767
,Didcot B,1450.0,1.0,UK,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,51.624573,-1.26646
,Great Yarmouth,420.0,1.0,UK,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,52.584075,1.7336470000000002
,Little Barford,723.0,1.0,UK,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,52.204863,-0.269038
,Pembroke,2199.0,1.0,UK,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,51.684356,-4.996698
,Staythorpe C,1772.0,1.0,UK,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,RWE Npower,53.07373199999999,-0.858784
,Seabank,1234.0,1.0,UK,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,Seabank Power,,
,Wilton 10 *,33.3,1.0,UK,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,Sembcorp Utilities,,
,Wilton GT *,120.0,1.0,UK,,,,Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,Sembcorp Utilities,,
,Wilton 11 EfW,49.0,1.0,UK,,,,Non-renewable waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,Sembcorp Utilities,,
,Slough Heat & Power *,35.0,1.0,UK,,,,Bioenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Fiddler’s Ferry,1961.0,1.0,UK,,,,Hard coal,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,53.372319,-2.68695
,Arnish,10.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Barra,2.5,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.733565000000006,-4.780882
,Bowmore,6.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,55.760587,-6.27336
,Fiddler’s Ferry GT,35.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,53.372319,-2.68695
,Five Oaks,9.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,51.050115000000005,-0.422073
,Keadby GT,25.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,53.594692,-0.749312
,Kirkwall,16.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,58.982347,-2.964408
,Lerwick,67.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,60.167184,-1.164261
,"Loch Carnan, South Uist",11.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.364812,-7.27048
,Stornoway,23.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,58.203151,-6.372753
,Thatcham,9.0,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,51.394535,-1.242002
,Tiree,2.5,1.0,UK,,,,Mixed fossil fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.49764,-6.882377
,Achanalt,3.1,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.614552,-4.834735
,Aigas,20.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.457415000000005,-4.544402
,Allt-na-Lairige,6.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Awe Barrage - A,0.9,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Beannachran Dam,0.2,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.41384300000001,-4.789349
,Cashlie,11.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.545761,-4.429198
,Cassley,10.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,58.168903,-4.727687
,Ceannacroc (plus Comp Set),20.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Chliostair,1.3,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.981161,-6.959031
,Clachan,40.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.27739,-4.921665
,Cladach Dam,0.2,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,55.603612,-5.162045
,Cluanie Dam,0.3,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.14381899999999,-5.002231
,Clunie,61.2,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.716814,-3.777832
,Clunie Dam,0.2,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.716814,-3.777832
,Cuaich (plus Comp Set),2.5,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Culligran,17.1,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.425697,-4.7019660000000005
,Culligran Comp Set,2.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Dalchonzie,4.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.373295,-4.040369
,Deanie,38.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.408844,-4.992706
,Duchally,0.5,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,58.141289,-4.773841
,Dundreggan Dam,0.2,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Errochty,75.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.708896,-4.006863
,Fasnakyle,69.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.325985,-4.794452
,Fasnakyle Comp Set,7.7,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Finlarig,16.5,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.481747,-4.298421
,Foyers Falls,5.2,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.25538,-4.493042
,Gaur,7.9,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.678376,-4.508843
,Gisla,0.7,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,58.122669,-6.934258
,Glendoe,100.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.093,-4.556
,Glenmoriston,37.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.201652,-4.720786
,Grudie Bridge,18.7,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.619382,-4.830479
,Inverawe,25.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.439758,-5.217784
,Invergarry,20.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.07227099999999,-4.773157
,Invergarry Dam,0.2,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.07726,-4.845555
,Kerry Falls,1.3,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.684857,-5.642699
,Kilmelford,2.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Kilmelford Comp Set,0.1,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Kilmorack,20.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.46334399999999,-4.512308
,Kingairloch,3.5,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.632902,-5.571777
,Lairg,3.5,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,58.028772,-4.413805
,Lednock,3.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.434823,-4.065314
,Livishie,15.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.204607,-4.727847
,Loch Dubh,1.2,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.954205,-5.119845
,Loch Ericht,2.2,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.823662,-4.371775
,Loch Gair,6.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.065326,-5.335656
,Lochay,46.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.484452000000005,-4.362674
,Lochay Comp Set,2.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Lochay Fish Pass,0.1,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Loyne Tunnel,0.6,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Lubreoch,4.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.542219,-4.516817
,Luichart,34.0,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.574691,-4.686832
,Luichart Dam,0.1,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.582825,-4.698347
,Lussa (plus Comp Set),2.4,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Meig Dam,0.1,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.565006,-4.717085
,Misgeach,0.4,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Morar,0.8,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,,
,Mossford,18.7,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,57.628295,-4.7972220000000005
,Mucomir,1.9,1.0,UK,,,,Hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gov.uk/government/statistics/electricity-chapter-5-digest-of-united-kingdom-energy-statistics-dukes#content,SSE,56.910344,-4.984838
