electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,county,commissioning_date,site_name,se_vindbrukskollen_id,manufacturer
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.5528453282157,57.6476158323694,Gotland,Gotlands län,1990-06-05,Fole Stora Ryftes - Ryftes,0980-V-024,WindWorld
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2545777582698,57.1218666865259,Gotland,Gotlands län,1990-06-08,Näs Sigsarve Sladdkvenni,0980-V-019,
0.09,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.6161332206485,58.1725406568998,Falköping,Västra Götalands län,1990-10-01,Snösbäck 1,1499-V-036,
0.2,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.8813777199147,57.4236299261985,Gotland,Gotlands län,1991-04-05,Östergarn Bengts,0980-V-021,
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,12.377987209372,56.9408384793136,Falkenberg,Hallands län,1991-07-12,Galtås Nord,1382-V-041,Vestas
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,12.3783137138754,56.9396962018597,Falkenberg,Hallands län,1991-07-12,Galtås Syd,1382-V-040,Vestas
0.03,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.719781797958,58.3834036957217,Grästorp,Västra Götalands län,1991-08-22,Rudberga,1444-V-015,
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.284462912899,55.6963046518428,Lund,Skåne län,1992-01-17,Hardeberga,1281-V-015,
0.4,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.3091274804378,55.6897199595811,Lund,Skåne län,1992-01-17,Hardeberga,1281-V-013,Vestas
0.09,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,16.3937232826329,56.9123713536957,Mönsterås,Kalmar län,1992-02-25,Södra Bäckebo,0861-V-050,DVT
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.1939970748059,55.7648286680979,Lund,Skåne län,1992-04-01,Maria,1281-V-021,WindWorld
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.4530503352955,58.7306709488153,Mellerud,Västra Götalands län,1992-04-07,Nordkärrshögar,1461-V-031,Vestas
0.45,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.3950154830147,58.3137282361588,Lysekil,Västra Götalands län,1992-06-01,Lyse Bonus,1484-V-005,Bonus
0.99,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.6908878059348,58.2030035920237,Orust,Västra Götalands län,1992-06-22,Henån/Häröd,1421-V-010,
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE124,15.1209491454876,59.191312105599,Örebro,Örebro län,1992-06-26,Elmer 1 - vindkraftverk,1880-V-002,Vestas
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,12.9847964263224,56.4349935170493,Laholm,Hallands län,1992-07-02,Skottorp,1381-V-014,WindWorld
0.25,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE121,17.1765599767711,59.5201945310449,Enköping,Uppsala län,1992-08-10,Silvia af,0381-V-008,NEG Micon
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.4355095022614,57.5524508701575,Gotland,Gotlands län,1992-09-03,Barlingbo Stave Stafva,0980-V-022,
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.6481149945177,57.2241445091999,Gotland,Gotlands län,1992-10-28,När Öndarve Närvind Johan,0980-V-023,
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.6447702666582,57.2233315933205,Gotland,Gotlands län,1992-10-28,När Öndarve Närvind Johan,0980-V-023,
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.2483437960733,55.3954159554208,Trelleborg,Skåne län,1992-12-15,Bösarp,1287-V-007,Vestas
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,14.3452253998045,55.5367770956411,Simrishamn,Skåne län,1993-01-01,Simris1,1291-V-011,Vestas
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,14.343000772056,55.5367550339876,Simrishamn,Skåne län,1993-01-01,Simris1,1291-V-011,Vestas
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,14.3407524595057,55.5367281318766,Simrishamn,Skåne län,1993-01-01,Simris1,1291-V-011,Vestas
0.01,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.3248192392815,58.2680388921025,Trollhättan,Västra Götalands län,1993-01-01,Halltorp,1488-V-004,
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2160458900387,57.0684439103851,Gotland,Gotlands län,1993-01-20,Skåls vindpark,0980-V-007,Vestas
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.220875144872,57.0666261897354,Gotland,Gotlands län,1993-02-09,Skåls vindpark,0980-V-007,Vestas
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.243937778672,55.367621656294,Trelleborg,Skåne län,1993-04-22,Råborg,1287-V-013,WindWorld
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE123,15.3190037090821,58.3833876675015,Mjölby,Östergötlands län,1993-05-15,"Skorteby, Lillebror",0586-V-021,WindWorld
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,13.0442048855233,56.5372509633736,Laholm,Hallands län,1993-07-10,Seglaberga 4,1381-V-011,Vestas
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.6497716352737,57.2222665348247,Gotland,Gotlands län,1993-07-12,När Öndarve Närvind Johan,0980-V-023,
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.4321903457301,58.2203569385699,Trollhättan,Västra Götalands län,1993-08-19,Velanda gård,1488-V-008,WindWorld
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.4806158335784,58.0817438527763,Orust,Västra Götalands län,1993-09-23,Mollösund,1421-V-011,
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,12.9871597530666,56.4806973395017,Laholm,Hallands län,1993-10-01,Vindkraftverk Forslund,1381-V-021,WindWorld
0.01,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.9949854950858,58.6438842833333,Töreboda,Västra Götalands län,1993-11-20,Bert,1473-V-009,
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2241225823449,57.0653418148685,Gotland,Gotlands län,1993-12-20,Skåls vindpark,0980-V-007,Vestas
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.2276071473242,57.0674484469476,Gotland,Gotlands län,1993-12-21,Skåls vindpark,0980-V-007,
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,13.0069043821892,56.5471530442163,Laholm,Hallands län,1994-01-22,Kärragård,1381-V-031,WindWorld
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.8733027480185,58.4131097653068,Lidköping,Västra Götalands län,1994-02-02,Almetorps Säteri,1494-V-012,Vestas
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.4429199132538,57.7597266968191,Gotland,Gotlands län,1994-03-01,Lummelunda Tjauls,0980-V-025,
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.6684219202132,58.3607758438617,Grästorp,Västra Götalands län,1994-04-28,3951 Sven Vind,1444-V-001,
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,12.9310131243532,56.6327315982589,Halmstad,Hallands län,1994-06-23,Elvira Vind,1380-V-002,Vestas
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,12.3770187292592,56.9588327230654,Falkenberg,Hallands län,1994-09-30,Rosendal 1,1382-V-013,Vestas
0.49,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.291184966985,55.7884833788575,Eslöv,Skåne län,1994-10-12,Aeolus,1285-V-016,WindWorld
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.9405468370116,55.7823269148098,Kävlinge,Skåne län,1994-10-17,Barsebäck,1261-V-009,Vestas
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.5654339312746,57.9421347975683,Tjörn,Västra Götalands län,1994-10-21,Hällemöllan I,1419-V-019,Vestas
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.4257121296355,57.117919776646,Gotland,Gotlands län,1994-11-15,Grötlingbo Sigsarve Vindudd IV,0980-V-026,
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.4297184766103,57.1180606105471,Gotland,Gotlands län,1994-11-15,Grötlingbo Skradsarve Vindudd V,0980-V-027,
0.49,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.1822285994942,57.3864696051092,Gotland,Gotlands län,1994-11-29,Lanthamnen Klinte,0980-V-030,WindWorld
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.7011496312327,57.9027462316621,Gotland,Gotlands län,1994-12-15,Lärbro Hall Hägvards I Hägvards Hall,0980-V-028,
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE121,16.856012956227,59.6702017676386,Enköping,Uppsala län,1995-01-01,Bred,0381-V-013,
0.49,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,16.37326731094,56.4576650714714,Mörbylånga,Kalmar län,1995-01-01,Kastlösa,0840-V-100,WindWorld
0.01,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE31,SE311,13.0537772936395,59.0548713278931,Säffle,Värmlands län,1995-01-20,Stora Herrestad,1785-V-010,
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.2949776862245,58.3814203226505,Sotenäs,Västra Götalands län,1995-01-31,Sophie Hogenäset,1427-V-003,Vestas
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE123,14.7172734118445,58.4001187309597,Vadstena,Östergötlands län,1995-02-09,Häckenäs Betty,0563-V-014,Vestas
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.8863178687034,58.0919341622441,Stenungsund,Västra Götalands län,1995-04-04,Hälle vindkraftverk,1415-V-010,WindWorld
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.4475119788008,58.2942394761146,Lysekil,Västra Götalands län,1995-04-05,Lys-Vind,1484-V-006,WindWorld
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.7678286016019,56.4243244307363,Båstad,Skåne län,1995-04-06,Sönnertorp,1278-V-002,Vestas
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.7648854963695,56.425240674099,Båstad,Skåne län,1995-04-06,Sönnertorp,1278-V-002,Vestas
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.2922485717617,58.3821055802241,Sotenäs,Västra Götalands län,1995-06-01,"Hovenäset, Ingeborg",1427-V-004,Vestas
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,13.0159121176961,56.4588582046187,Laholm,Hallands län,1995-06-15,Vallberga Gård Mölla,1381-V-020,WindWorld
0.49,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.176320195392,57.1452658743237,Gotland,Gotlands län,1995-08-01,Hablingbo Stjups Hablingbovind,0980-V-031,WindWorld
0.49,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.1742752867961,57.1472587521502,Gotland,Gotlands län,1995-08-01,Hablingbo Stjups Hablingbovind,0980-V-031,WindWorld
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.3151111163089,58.5332814856668,Vänersborg,Västra Götalands län,1995-08-24,Nuntorpskolans vindkraftverk,1487-V-016,Vestas
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.5224085642094,58.6131601771827,Mellerud,Västra Götalands län,1995-08-25,Rödjans Gård,1461-V-033,WindWorld
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.5686120678571,57.9414090900597,Tjörn,Västra Götalands län,1995-09-18,Rönnäng,1419-V-021,Vestas
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.4906941396462,58.596503593229,Mellerud,Västra Götalands län,1995-09-27,Nygården,1461-V-030,WindWorld
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.6970703607179,58.8045321822563,Mariestad,Västra Götalands län,1995-10-19,Bromöllan,1493-V-009,Vestas
0.25,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,13.0606986696648,56.566110534368,Laholm,Hallands län,1995-11-23,Äng-EL,1381-V-023,WindWorld
0.25,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,13.0456828052363,56.5805094193971,Laholm,Hallands län,1995-11-24,Ax-El,1381-V-026,WindWorld
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.1210583357309,55.7128304054347,Lund,Skåne län,1995-12-05,Hansamöllan,1281-V-011,Vestas
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE31,SE311,13.4319796484605,59.3294492229888,Hammarö,Värmlands län,1995-12-13,"Lucia, Boholmen",1761-V-002,WindWorld
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.9535717124288,57.7338019570095,Gotland,Gotlands län,1995-12-15,Smöjen vindpark 1 [Slitevind XX],0980-V-002,
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,19.013614294967,57.7564565047624,Gotland,Gotlands län,1995-12-19,Rute Furillen Slitevind XI & XII,0980-V-060,Enercon
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.0193644871545,55.8604420224198,Landskrona,Skåne län,1995-12-20,Annelöv,1282-V-002,WindWorld
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,19.0130394808972,57.7544605490323,Gotland,Gotlands län,1995-12-20,Rute Furillen Slitevind XI & XII,0980-V-060,Enercon
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.4485018006227,58.2910257004479,Lysekil,Västra Götalands län,1995-12-21,Si-Vind,1484-V-008,WindWorld
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.9488999021291,57.7343582815561,Gotland,Gotlands län,1995-12-22,Smöjen vindpark 1 [Slitevind XX],0980-V-002,
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,16.4167660474155,56.2881162177707,Mörbylånga,Kalmar län,1995-12-31,Ventlinge,0840-V-041,Vestas
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,16.4160968629723,56.2895932838568,Mörbylånga,Kalmar län,1995-12-31,Ventlinge,0840-V-041,Vestas
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,16.415624518049,56.2911952412724,Mörbylånga,Kalmar län,1995-12-31,Ventlinge,0840-V-041,Vestas
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,16.4150148381119,56.2926804257672,Mörbylånga,Kalmar län,1995-12-31,Ventlinge,0840-V-041,Vestas
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE213,16.4139975413288,56.2953676779196,Mörbylånga,Kalmar län,1995-12-31,Ventlinge,0840-V-041,Vestas
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.7444353879327,55.4296490413912,Ystad,Skåne län,1996-01-16,Ruuthsbo I,1286-V-030,Enercon
0.15,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE1,SE12,SE123,14.9417241535753,58.3565686892252,Vadstena,Östergötlands län,1996-01-19,Frideborg,0563-V-013,Vestas
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.976855743331,56.1712643641178,Åstorp,Skåne län,1996-02-16,Sånna,1277-V-018,Vestas
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.9757832933213,56.1696404076835,Åstorp,Skåne län,1996-02-16,Sånna,1277-V-018,Vestas
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.016386972109,55.8587391632281,Landskrona,Skåne län,1996-03-07,Annelöv 1,1282-V-007,WindWorld
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,14.0891059100298,55.5233169462591,Tomelilla,Skåne län,1996-03-20,Ingel 1,1270-V-016,Vestas
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,14.0869020481247,55.5230164906105,Tomelilla,Skåne län,1996-03-20,Ingel 2,1270-V-017,Vestas
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE3,SE32,SE321,17.9523149828184,62.6092092748359,Härnösand,Västernorrland län,1996-05-01,Vårdkasberget,2280-V-007,Vestas
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,14.0230798050018,55.4646447785187,Ystad,Skåne län,1996-05-13,Larsbo,1286-V-028,Enercon
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,14.0242628215966,55.462604821678,Ystad,Skåne län,1996-05-13,Larsbo,1286-V-028,Enercon
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.6687668826663,55.4822075239843,Ystad,Skåne län,1996-05-15,Slitevind Rynge,1286-V-024,Enercon
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.6676537958345,55.4798296095311,Ystad,Skåne län,1996-05-15,Slitevind Rynge,1286-V-024,Enercon
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,12.4713894281826,56.8902830955208,Falkenberg,Hallands län,1996-05-18,Lövstaviken,1382-V-010,Vestas
0.25,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,13.0606737141999,56.4404849584116,Laholm,Hallands län,1996-05-22,Värestorps Vind,1381-V-045,WindWorld
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.6872100892588,55.8123358583421,Hörby,Skåne län,1996-05-23,Årröd,1266-V-018,WindWorld
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.4164872124593,58.3374196215499,Lysekil,Västra Götalands län,1996-06-01,Humlekärr,1484-V-011,Enercon
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.4145927636871,58.3386090283378,Lysekil,Västra Götalands län,1996-06-01,Humlekärr,1484-V-011,Enercon
0.49,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.612353235465,56.2274374378344,Höganäs,Skåne län,1996-06-06,Glimminge,1284-V-010,WindWorld
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,13.0092806873128,56.4767350009382,Laholm,Hallands län,1996-06-06,Månstorps Gård,1381-V-042,WindWorld
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE231,13.0455456469568,56.5360111155383,Laholm,Hallands län,1996-06-19,Seglaberga 5,1381-V-012,Vestas
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.5652674736992,56.2375167849659,Höganäs,Skåne län,1996-06-20,Kullen,1284-V-006,WindWorld
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.5648124999694,56.2396525616853,Höganäs,Skåne län,1996-06-20,Kullen,1284-V-006,WindWorld
0.22,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.3523235648566,58.2765753135567,Trollhättan,Västra Götalands län,1996-07-01,Hullsjön 1,1488-V-001,
0.75,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,13.0963011174828,58.1792451265449,Vara,Västra Götalands län,1996-07-01,Edum,1470-V-039,
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.5441625957582,57.8120693660285,Gotland,Gotlands län,1996-07-03,Stenkyrka Stora Bjärs 1 & 2,0980-V-059,
0.25,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.6145663720891,56.2299209065459,Höganäs,Skåne län,1996-07-09,Glimminge,1284-V-010,WindWorld
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.1457612225638,55.7085971601758,Lund,Skåne län,1996-07-11,Värpinge Clara,1281-V-012,Vestas
0.25,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.4473839379806,57.7606164209879,Gotland,Gotlands län,1996-07-18,Lummelunda Tjauls Agro 1,0980-V-029,
0.25,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.4387484832248,57.7597149532215,Gotland,Gotlands län,1996-07-19,Lummelunda Tjauls Agro 1,0980-V-029,
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.5814625066756,58.3315824600368,Grästorp,Västra Götalands län,1996-07-26,Astranna Vind,1444-V-004,
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.8433587908318,58.0877856966618,Stenungsund,Västra Götalands län,1996-08-01,Hog,1415-V-011,Enercon
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.8403696806338,58.090379536814,Stenungsund,Västra Götalands län,1996-08-01,Hog,1415-V-011,Enercon
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,14.332545709675,55.5304133780533,Simrishamn,Skåne län,1996-08-25,Zavanna,1291-V-009,Enercon
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,13.2374682253497,55.85813968691,Eslöv,Skåne län,1996-08-29,Trollenäs,1285-V-012,WindWorld
0.1,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,12.2203892674007,58.2562055462132,LillaEdet,Västra Götalands län,1996-09-01,Marieström,1462-V-023,
0.5,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,14.2747499799161,56.0079765947217,Kristianstad,Skåne län,1996-09-04,Legered,1290-V-049,
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.5931204670627,57.232124750383,Gotland,Gotlands län,1996-09-17,När Siglajvs 1 & 2,0980-V-032,Vestas
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE21,SE214,18.5894567259229,57.2317434923441,Gotland,Gotlands län,1996-09-20,När Siglajvs 1 & 2,0980-V-032,Vestas
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE23,SE232,11.2617868963561,58.7759315183979,Tanum,Västra Götalands län,1996-10-01,Tannam,1435-V-058,NEG Micon
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.8221368079621,55.8561018748794,Landskrona,Skåne län,1996-10-14,Vindön,1282-V-004,Vestas
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.8219901486384,55.8496823402673,Landskrona,Skåne län,1996-10-14,Vindön,1282-V-004,Vestas
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.8264148615055,55.8517665360421,Landskrona,Skåne län,1996-10-14,Vindön,1282-V-004,Vestas
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.8141138526834,55.8511533850839,Landskrona,Skåne län,1996-10-14,Vindön,1282-V-004,Vestas
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.8257035136757,55.8535465322117,Landskrona,Skåne län,1996-10-14,Vindön,1282-V-004,Vestas
0.6,Renewable energy,Wind,,Onshore,Vindbrukskollen,SE2,SE22,SE224,12.8247111465604,55.8552387803346,Landskrona,Skåne län,1996-10-14,Vindön,1282-V-004,Vestas
